hs_natam_pooled_mean_se
""
""
""
0.076719441
""
""
0.060124077
""
""
""
0.088147633
0.040878456
""
""
""
""
0.054399781
0.080657527
""
0.071776748
0.07736332
0.016137578
0.04598419
""
0.052593779
0.10848135
0.064696416
0.075779632
0.046762485
""
""
""
0.02694539
0.059739124
0.0735351
0.080029577
""
""
""
""
0.085920952
""
""
""
""
""
0.041899569
0.037429929
0.096195266
0.060269445
0.056838755
0.082563154
""
""
""
0.067611098
""
0.053857293
""
""
""
0.063945018
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.057632688
""
""
""
""
0.029910903
""
""
0.050343156
0.022726886
0.044774342
""
""
""
0.083597563
""
""
""
""
0.051519524
0.064222716
0.10090816
0.043772414
0.051288176
""
0.075902961
0.04593201
0.07822182
0.050242327
""
""
""
""
0.07604108
""
0.069920108
0.080586784
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.042747539
""
""
""
""
""
""
0.092152268
""
""
""
0.09438172
""
""
""
""
0.082430184
0.051616032
""
""
""
0.061176062
""
""
0.046999436
0.038801741
0.1105406
""
""
""
""
""
""
0.032817159
""
0.022353992
0.044550456
0.054100983
0.025334381
0.029184565
0.022282273
0.051264949
0.056145076
0.058023322
0.081321836
""
0.057275198
0.034261283
0.059356
0.046190601
""
""
0.096644044
""
""
0.066599056
""
""
""
""
""
""
0.069824919
""
""
""
""
""
0.068156548
""
0.064658493
0.093505293
""
""
0.077534065
0.061687838
0.049693469
""
""
""
""
0.1071362
""
""
0.089781962
0.089630209
""
0.050697874
""
""
""
""
""
""
0.054958824
""
""
""
0.057425477
0.075700715
0.085043423
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.041493643
""
""
0.029925214
""
0.039800398
""
0.082170181
0.071121946
""
0.069297768
""
""
""
""
0.077086896
0.099615395
""
0.025791751
""
0.042051855
0.035497025
""
0.073168404
""
""
0.049961112
0.093455344
0.069522806
0.045813121
""
""
""
0.0464384
""
""
0.031677045
0.072978824
""
""
0.038793478
""
0.038162932
0.053427681
""
0.055697482
0.03727961
0.079750739
""
""
""
""
0.060186312
0.021222888
0.089404412
0.039714552
0.084837303
""
""
""
0.05814676
""
""
""
""
""
""
0.036394808
0.032345008
0.030919636
0.045503747
0.061945967
0.056935243
""
0.062476531
""
""
""
""
""
""
""
0.059968807
""
0.059896111
0.075425476
0.033971634
""
0.029423788
0.10449362
""
""
0.040895108
""
""
""
0.064322837
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.030654749
""
""
""
""
""
""
""
""
""
0.048230261
""
""
""
0.048893582
""
0.03585789
0.08619608
""
""
""
""
""
""
0.05913369
""
""
""
""
0.041644339
""
0.076323032
""
0.050444335
""
""
0.048857071
0.050861545
0.090711772
0.066685684
0.02612184
""
""
0.058845509
0.0500108
""
""
""
""
""
""
""
""
""
0.076839805
""
""
0.075850606
0.051094022
""
0.071617506
""
""
""
""
""
""
""
""
""
0.09068206
""
""
""
0.034565125
0.055182405
""
""
0.05457801
""
""
""
0.045529407
""
""
""
""
""
0.063720219
0.046275835
0.078167863
""
""
0.047547311
""
""
""
""
""
""
0.042516209
""
""
0.10513332
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.062809668
0.028200412
""
""
""
""
""
""
""
""
""
""
""
""
0.057245098
""
0.079777226
0.034690268
0.030656027
""
0.075791448
""
""
0.025300169
""
0.030398015
0.085626617
""
""
""
0.078038178
""
0.044982266
""
0.021764098
""
0.067308329
0.0147063
0.012365529
0.022972062
0.038588986
0.0087325349
0.024414387
""
0.040786874
0.038099386
0.063055299
""
""
""
""
""
""
0.068261042
""
""
0.086323746
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.036029629
""
0.050442103
""
""
""
0.089250766
""
""
""
""
""
""
""
0.079079747
""
0.069125555
0.026190676
0.046837687
""
""
""
""
""
""
""
""
""
""
""
0.069699071
""
""
0.089639448
""
""
""
""
""
0.07619454
""
0.081482708
0.030389698
0.024035227
0.074437402
0.084729224
0.074408941
0.0245599
0.024730252
0.11056726
""
0.026840519
0.04987162
0.026444186
0.011384384
0.02267707
0.032511957
""
0.024910185
0.069016717
0.019789889
""
""
0.035167094
0.030276122
0.038210124
0.067128919
0.039365839
0.067685492
0.052929118
0.018040944
0.036635134
""
0.027499612
0.033475284
0.039102778
0.055897053
""
""
""
0.050647177
0.043036621
""
""
0.071353912
0.037071723
""
""
0.082849361
0.091478743
""
""
""
0.04323025
0.060069263
""
""
0.087467
""
0.034061257
""
""
""
0.031170679
""
""
""
0.014773971
0.087694511
0.015348679
0.048363868
0.023078388
0.10033878
""
0.014448385
0.019604145
0.04236991
0.010738653
""
""
""
0.059195098
""
""
0.07226444
""
""
""
""
0.057906844
0.029490253
0.10068499
0.044054616
""
""
""
0.090309963
""
""
0.04932563
""
""
0.043263424
0.036571894
0.053939618
0.074011877
0.048140608
0.045676507
0.046148654
0.029608384
0.043871071
0.023149019
0.036631189
0.051408887
""
""
0.02871618
0.042301867
0.026987681
0.029900385
""
0.038197178
0.026572937
0.059083588
0.046309929
0.013809917
0.060249273
""
""
""
0.038000342
0.034955699
0.051883209
0.025050884
0.069612592
0.027940359
0.092817575
0.043153517
0.040993195
""
""
0.052023824
""
""
""
0.042360034
0.05647669
0.016244205
