staycz_other_female_mean
0.59593892
0.59995055
0.65959573
0.64411944
0.57278001
0.4698984
0.6376462
0.30744672
0.47365794
0.60713047
0.62291563
0.64049083
0.2858955
0.56176245
0.55766791
""
0.57488978
0.59633905
0.55855387
0.58988267
0.61239463
0.51601088
0.53329021
0.42907459
0.59681654
0.39805284
0.49665517
0.4971388
0.58826786
0.4052141
0.38499963
0.54056436
0.65734464
0.50657153
0.37998965
0.54476762
0.40809858
0.47106513
""
""
0.57932305
0.40429661
""
""
0.51661885
0.37941569
0.61783737
0.63016719
0.60510427
0.50693047
0.54357266
0.58819848
0.50035542
""
""
0.65857065
0.47229338
0.70248389
""
0.44063205
0.40279311
0.61618775
""
0.59016711
0.48001441
0.52373052
""
""
0.47611812
0.56711107
0.13135305
0.41314834
0.42796904
0.54481226
0.36321411
""
0.64837974
0.58882147
0.33640411
0.6205259
0.62497163
0.60140586
0.46887195
0.51768798
0.70067012
0.55654436
0.56166452
0.56462294
0.65911955
0.57047331
0.69353193
0.61047679
0.65255344
0.61364478
0.52011359
0.70736861
0.55991751
0.66343015
0.64941978
0.60694915
0.54352552
0.62547112
0.58061421
0.55926412
0.53373206
0.63984346
0.4832463
0.65236139
0.41318929
0.54767364
0.52526206
0.43835828
0.58578944
0.56254423
0.6424821
0.58677042
0.52548826
0.36620417
""
""
0.40990156
0.55991566
0.41033837
0.32146522
0.45303336
0.5519892
0.54561603
0.66663349
0.49649191
0.45616421
0.65124941
0.3814275
0.56573397
0.49259835
0.58702534
0.55699712
0.53686994
0.52090138
0.48108649
0.39458045
0.5128693
0.53252637
""
0.53130233
0.5755623
""
0.49549261
0.52271873
0.41731876
0.45313859
0.62566817
0.63681054
0.51218319
0.25087717
0.54643387
0.59680873
0.62120682
0.51022691
0.46090183
0.48312131
""
""
0.49706495
0.6587972
0.32099921
0.62555772
0.60304248
0.5502153
0.48383671
0.61953014
0.67484766
0.57755709
0.48509458
0.50613624
0.52610934
0.58145505
0.57447684
0.66922212
0.53198439
0.48086426
0.34313852
0.42245042
0.62944263
0.53590626
0.57938939
0.69680971
0.80473065
0.45589024
0.62625641
""
0.65105611
0.46720988
0.71585286
0.47175878
0.64645892
0.66096359
0.57651645
0.65109026
0.62795651
0.46978536
0.59025949
0.59733129
0.54023767
0.57790232
0.63917428
0.66841596
0.68862408
0.46196491
0.56062764
0.51689023
0.53509074
0.59015059
""
0.57971799
0.55342555
0.61997151
0.6093393
0.6197139
0.55114615
0.64083499
0.52616459
0.44160956
0.57595968
0.33852878
0.73256451
0.56308496
0.5200507
0.50917763
0.68341613
0.59194547
0.63705015
0.59672171
""
0.60528302
0.845231
0.5609715
0.31488255
0.58338565
""
0.32794094
0.64135689
0.58955461
0.5895744
0.62308478
0.50158501
0.53988314
0.49060449
0.63536406
0.42141092
0.57996112
0.66567284
0.55067313
0.43870789
""
0.44288051
0.58288914
0.48609397
0.65251851
0.46289667
0.50825477
0.47907686
0.62628996
0.65517265
0.60968572
0.53480911
0.69704229
0.53107899
0.59265304
0.69793546
0.62785393
0.6334424
0.55163974
0.56957465
0.50370163
0.37396699
0.3967185
0.60950339
0.59130114
0.54605424
0.46332899
0.69811451
""
""
0.69080096
0.59042543
0.383174
0.54495001
0.66783786
0.50506681
0.53176463
0.51993579
""
0.31774366
0.41077259
0.36558565
0.41683495
""
0.52902013
0.43638977
0.52205795
0.74516898
0.46933204
0.51231056
0.52222985
0.52513385
0.49147308
0.34135401
0.39390218
0.60787159
""
0.4023706
0.62661028
0.4440237
0.50893199
0.59813488
0.52052057
0.42439368
0.50511533
0.54227161
0.55678856
0.48879629
0.59413534
0.58647394
0.38053507
0.541282
0.4820967
0.54785657
0.476493
0.490412
0.62419629
0.36174065
0.60664397
0.56114751
0.66109669
0.58317065
0.67148685
0.5605036
0.43196803
0.58078998
0.67762995
0.24135838
0.38578132
0.53272307
0.54174381
0.65906245
0.57902151
0.4736276
0.54471219
0.35392728
0.37511331
0.66698116
0.52923077
0.681436
0.73067784
0.5537051
0.50438982
""
0.56468844
0.54305393
0.46072432
0.63608527
""
0.62991321
""
""
0.47630629
0.48688802
""
""
""
""
""
0.61541694
""
""
""
""
""
0.58007604
0.39396703
""
""
""
""
""
""
0.55269349
""
""
""
0.43923184
0.25508705
0.51762658
0.13314359
""
0.55305958
0.34654349
""
0.44089112
""
""
0.38473371
0.56968766
""
0.32373118
