two_par_hisp_male_p25
0.59724164
0.54637116
""
""
0.43307665
""
""
0.36991906
""
""
0.63443941
""
""
""
""
0.55686325
0.54221094
""
""
""
""
0.50737113
0.62204027
0.40506455
0.49372694
0.34839979
0.37948909
0.55940396
""
0.60567117
0.77302361
""
""
""
0.43797559
0.47862297
0.38999149
""
0.53667855
0.47447014
0.42490733
0.3343614
""
""
0.42971823
""
""
0.4488568
0.41952804
""
0.33947259
0.41532177
""
""
""
""
0.45480567
0.57523698
0.44608474
""
0.39434537
0.60463363
0.30396643
0.38113531
""
""
""
""
""
0.53307927
""
""
""
""
0.60079056
""
""
0.23811789
0.6531179
0.42230403
0.49044254
""
""
0.6478309
""
""
""
""
""
""
""
""
""
""
""
""
0.52301943
0.6257093
0.48075733
0.53933281
0.62449092
0.61678058
0.61471331
0.43603006
0.51507753
0.58622372
0.50815183
0.47609353
0.67939204
0.54240257
0.64181745
""
0.56885922
0.77868789
0.40136898
0.70702952
0.60388643
""
0.3408263
""
0.46593633
""
""
""
""
0.71506095
0.48674747
0.55676061
0.42160788
""
""
0.63974994
""
0.61397201
0.70073932
""
0.57882667
""
0.65533793
0.29779068
0.36830685
0.42117855
0.6607669
""
""
0.40930676
0.41555521
""
""
""
""
""
0.51322216
0.66025233
""
""
0.52702552
0.48453325
""
""
""
""
""
""
0.31685221
""
0.53483891
0.59264088
0.59131718
""
0.45795739
""
0.24234787
0.60793245
""
""
0.36195827
0.40644515
""
""
0.52481204
0.55450839
0.34739891
0.54042333
""
0.38738647
0.43617025
""
0.59682977
0.59589213
0.58877885
0.54886913
0.45565578
0.50092661
0.55382377
0.47140938
0.56728107
0.51707774
0.70154291
0.57019919
0.49754465
0.49489465
0.58370346
0.52783537
0.5287087
0.50634253
0.47928488
0.54979181
0.47230759
0.5305084
0.6135273
0.74743938
0.48329961
0.46661985
0.5088079
0.4916065
0.40497482
0.53615433
0.53871024
0.43750086
0.49469513
0.54866499
0.52466369
0.42674008
0.47492316
0.50109124
0.44859487
0.55080462
0.38542077
0.47878361
0.56065023
""
0.61333036
0.47928071
0.44879183
0.54503393
0.56987339
0.54344583
""
0.51423466
0.55273795
0.53156728
0.460787
0.54583454
0.39805165
0.52877557
0.41347107
