frac_years_xw_white_male
0.56928164
0.64473605
0.64176643
0.63622981
0.65113455
0.60968131
0.55564898
0.6965158
0.67152536
0.72153938
0.74382526
0.71660805
0.71932417
0.67226547
0.65564793
0.67476934
0.71036023
0.6454401
0.67573428
0.56902343
0.58225572
0.56803519
0.59588414
0.70821929
0.65455097
0.61586654
0.66519952
0.65031826
0.62189394
0.69048756
0.67379552
0.63069165
0.67069024
0.61666483
0.57093316
0.50541562
0.41567877
0.52015626
0.4212456
0.58818644
0.51621425
0.68789649
0.6549679
0.63741326
0.64977354
0.60542482
0.59791684
0.56309342
0.55017209
0.56978911
0.68275619
0.66311473
0.57796013
0.52514875
0.61415714
0.65047187
0.64155197
0.65004498
0.58049709
0.66636109
0.70048136
0.69945884
0.67622572
0.70022452
0.65218556
""
0.61284751
0.69367409
0.67919785
0.71186954
0.6502912
0.60350931
0.71147126
0.63550776
0.62496978
0.66485065
0.66263181
0.46911526
0.46187276
0.62827247
0.54448795
0.41583425
0.2872712
0.44877356
0.56129134
0.55238271
0.68550259
0.63078797
0.69507742
0.67259663
0.70680958
0.65922844
0.66890979
0.69750798
0.64842945
0.63864076
0.54437226
0.63415301
0.58880138
0.71413589
0.69394761
0.73186857
0.71347296
0.7552405
0.70691407
""
0.63616014
0.73368233
0.69119757
0.72317231
0.71129709
0.62301451
0.67081296
0.68354177
0.69875705
0.50991529
0.54729259
0.54700631
0.55449486
0.55965728
0.55817896
0.68064886
0.67521161
0.5902949
0.58691913
0.68580425
0.63042122
0.64168608
0.71796829
0.66767448
""
0.68519139
0.63656276
0.59651959
0.60558701
0.59149057
0.68410528
0.52582151
0.66373748
0.74173278
0.70628148
0.56816089
0.67369992
0.59266138
0.60453504
0.61111778
0.57395726
0.55218315
0.55551207
0.57710618
0.60971159
0.57675946
0.58721358
0.59272796
0.59773213
0.62155867
0.52867192
0.62096316
0.56340301
0.53761959
0.56299275
0.67058879
0.66745204
0.60937721
0.49911422
0.62828457
0.60852325
0.47263688
0.73015088
0.67856938
0.66237468
0.61554587
0.70209765
0.69146085
0.62508714
0.52421355
0.58558989
0.60278642
