comcoll_natam_male_mean
""
""
""
""
""
""
0.17459148
""
""
""
""
0.17823333
""
""
""
""
""
""
""
""
""
0.1849011
0.36800671
""
0.38300884
""
""
""
0.36086845
""
""
""
0.49756232
""
""
""
""
""
""
""
""
""
""
""
""
""
0.27099451
0.089788631
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.16962671
""
""
""
0.36421281
""
""
""
""
""
""
""
""
""
""
""
""
0.24779716
""
""
""
0.31406969
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.29084352
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.016083756
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.21149834
""
0.23253721
0.19017056
""
0.14824745
""
0.27215612
""
0.09862598
0.31779185
""
""
0.26048458
0.44085971
""
0.13681941
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.26409426
""
""
0.24849547
""
0.27043271
""
""
""
""
""
""
""
""
""
""
""
""
0.24762124
""
0.26019582
0.3756226
""
""
""
""
""
""
""
""
""
""
""
0.16073135
""
""
0.44774824
""
""
""
0.34867358
""
0.14599423
""
""
""
0.0063848211
""
""
""
""
""
0.081095971
0.11938576
""
0.03480991
""
""
""
""
""
""
""
""
""
""
""
0.26766586
0.30386624
0.20002021
0.11743991
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.29184416
""
0.32455596
""
""
""
0.19825894
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10949987
""
""
""
""
""
""
""
""
""
0.21291661
""
""
""
0.22273326
""
0.29493302
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18630485
""
""
0.2157841
0.036023151
""
""
0.24807546
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.067989558
""
""
""
""
""
""
""
""
""
""
""
""
""
0.088260375
0.05133291
""
""
0.18978189
""
""
""
0.079735167
""
""
""
""
""
""
""
""
""
""
0.12882924
""
""
""
""
""
""
0.1096295
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.19439474
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.32555375
0.34351748
""
""
""
""
0.31947494
""
0.42197162
""
""
""
""
""
""
0.19756287
""
0.3054978
""
""
0.21868902
0.23213072
0.16521205
0.2064642
0.25228113
0.34047616
""
0.32723448
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.20119086
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.26184559
0.1041849
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.22868387
0.26900762
""
""
""
""
0.273817
""
""
0.14795847
""
0.17304356
0.19842188
0.23934263
0.07475806
""
0.26266232
""
0.054663584
""
""
-0.00028956655
0.0020623992
0.021237902
""
""
""
0.084596783
0.023771802
0.028023461
""
0.0835521
0.18275189
0.21623267
""
""
""
""
0.036315963
0.28588173
""
""
""
0.080942646
""
""
""
""
""
""
""
0.2863116
""
""
""
""
""
""
""
""
""
0.088507324
""
""
""
0.16784713
""
0.14549877
""
0.19672698
""
""
0.1464252
0.14674364
0.09990526
0.14126045
""
""
""
""
""
""
""
""
""
""
""
""
0.43884957
""
0.12430288
""
""
""
""
""
""
0.14531223
""
""
0.27623674
0.074446857
""
""
""
0.11862498
0.20406736
0.20061474
0.017403809
0.23799521
0.25452495
-0.0024879489
""
""
0.16381255
0.1677307
0.21239562
0.18563052
""
""
0.21256816
0.055782769
""
0.25426328
""
""
""
""
0.18749198
0.074328251
0.10202881
0.33350575
""
0.15407106
""
0.11076706
0.19671474
""
""
""
""
""
""
0.096370824
0.081780858
0.12602249
