two_par_white_male_mean_se
0.030223293
0.036884449
0.027277373
0.020433132
0.016314693
0.028604362
0.02779435
0.027212817
0.014496217
0.023532346
0.029718162
0.054454036
0.033273466
0.035109427
0.022188531
0.023989713
0.028124481
0.045404322
0.017804639
0.019171525
0.016567612
0.019336307
0.020563265
0.027789844
0.022390692
0.028794589
0.035314247
0.033964988
0.02097298
0.031071693
0.021128651
0.024717618
0.031413551
0.023372596
0.026346598
0.029691221
0.04461297
0.027305128
0.08280056
0.026763061
0.025511326
0.023499224
0.022821981
0.033798695
0.07598149
0.072070457
0.040818863
0.036155216
0.040091727
0.050046727
0.035464358
0.030494405
0.048715379
0.029566297
0.027246533
0.029636789
0.024956884
0.019940799
0.032636866
0.026203381
0.030231895
0.021548972
0.025028132
0.019144161
0.018944144
""
0.061679322
0.076211289
0.037481282
0.032102507
0.042395823
0.046778355
0.055038109
0.033216462
0.031965312
0.056533646
0.070932329
0.048273031
0.056483779
0.041594077
0.10600746
0.086635709
0.029689834
0.071360834
0.029314084
0.021615501
0.018550906
0.03089398
0.026178356
0.034839313
0.033358883
0.024895225
0.022768786
0.01980646
0.020256227
0.022474455
0.076855198
0.034385666
0.028783277
0.026390607
0.029548341
0.022494949
0.019105669
0.022295909
0.025621718
""
0.038448941
0.034298055
0.037721965
0.026292866
0.029718254
0.091479219
0.02926534
0.030652354
0.029794099
0.047247753
0.041410245
0.02722897
0.02970227
0.034648888
0.027573088
0.028244171
0.025301835
0.032341629
0.031914458
0.025684202
0.022855289
0.035563584
0.038545605
0.026939364
""
0.027448094
0.033071734
0.038092624
0.048234757
0.041292064
0.033672575
0.081901744
0.038562849
0.027635271
0.027540848
0.055619124
0.073003128
0.030446978
0.042261869
0.02926185
0.042208888
0.039904445
0.028732736
0.030103058
0.028519813
0.047223762
0.044441834
0.030466892
0.045509785
0.037254419
0.070581183
0.043862697
0.032085918
0.046591312
0.035171621
0.034750056
0.013177944
0.019136671
0.039868139
0.038982686
0.037547145
0.066415913
0.033823363
0.023911651
0.034928177
0.022059552
0.02504939
0.02315489
0.027228082
0.031979419
0.022952463
0.029212462
0.027776545
0.077807419
0.036301773
0.043393757
0.050184127
0.044370696
0.059992701
0.038076881
0.046646588
0.033610091
0.028260443
0.033469182
0.034314346
0.032323949
0.053031519
0.030141849
0.0323953
0.049852375
0.047365822
0.059298098
0.040272523
0.035366073
0.035955079
0.050635226
0.053507552
0.041601866
0.03443319
0.069674976
0.064480931
0.024509726
0.022660166
0.020431057
0.025874751
0.026578806
0.026208382
0.025448564
0.024228876
0.018600559
0.023449721
0.029154332
0.047348779
0.027056847
0.032546438
0.03371013
0.024232253
0.025353771
0.030615842
0.015997145
0.027212463
0.034832839
0.035509925
0.024203565
0.040348873
0.043400943
0.029651472
0.025293866
0.029527847
0.032893695
0.040211521
0.028234988
0.031168578
0.023236493
0.036318894
0.038169898
0.040492166
""
""
0.059032582
0.029832553
0.046924055
0.048606407
""
0.062501974
0.041641962
""
0.058138393
0.027867228
