married_hisp_female_mean
0.4470157
0.45579001
""
""
0.56237048
""
""
0.40655002
""
""
0.4244509
""
""
""
""
0.45774308
0.18268535
""
""
""
""
0.43302622
0.47638181
""
0.31038991
0.37667593
0.32687044
0.45755348
""
0.35168687
0.33904174
""
""
""
0.42203793
0.53346449
0.37898472
""
0.40017495
""
0.5068121
0.48012024
""
""
0.47770941
""
""
0.44975895
0.38581455
""
0.43013078
0.48983487
""
""
""
""
0.460576
0.4652428
0.52926391
""
0.39506078
0.26822534
0.39953068
0.39698544
""
""
""
""
""
0.32740521
""
""
""
""
0.39608851
""
""
0.39544162
0.3973442
0.5331943
0.45362785
""
""
0.27106798
""
""
""
""
""
""
""
""
""
""
""
""
0.43247274
0.43859109
0.44929284
0.43755445
0.47635767
0.54738116
0.463974
0.37935019
0.38346025
0.40530932
0.37221465
0.34845096
0.40459546
0.42234486
0.42412499
""
0.65925467
0.4873614
0.50320601
0.22918168
""
""
0.51245016
0.53866118
0.40750107
""
0.50239635
""
""
0.55069458
0.42826447
0.26063898
0.53554946
""
""
0.55596
""
0.48448437
0.64181447
""
0.41037947
""
0.41589788
0.29457781
0.39858228
0.34215337
0.68103623
""
""
0.34771186
0.46258211
""
""
""
""
""
0.65245074
0.43473458
""
""
0.35463938
0.53470379
""
""
""
""
0.2770372
""
""
""
""
0.57519871
0.39039531
""
0.41052878
""
0.34659144
0.53843874
0.28066525
""
0.38618726
0.41692346
0.58625501
""
0.38639268
""
0.45530584
0.59228128
""
0.4580248
0.44250432
""
0.40715501
0.5017401
0.49560079
0.43702194
0.45468023
0.37503234
0.52581918
0.39319339
0.46670884
0.46608695
0.42942217
0.50095528
0.42948291
0.40709096
0.51728511
0.56109965
0.37558565
0.42494583
0.41952008
0.54354995
0.46379989
0.44263488
0.58553457
""
0.42824772
0.49399716
0.48016831
0.44126692
0.50674862
0.28306389
0.42480856
0.42068842
0.43009448
0.42363694
0.44629329
0.37816906
0.41759816
0.48795399
0.43830281
0.44402298
0.42073897
0.4385277
0.46524838
""
0.51348466
0.45488301
0.47797805
0.44910565
0.48252371
0.44995627
""
0.40321189
0.48394519
0.44449195
0.44820738
0.54915494
0.3947491
0.4133108
0.445324
0.38022494
""
0.44123548
0.43310949
0.46272734
0.36504251
""
""
0.51324481
0.1674559
0.44058263
""
0.48512685
0.34663287
""
0.49564713
0.47893602
0.47153071
0.4406015
0.57839203
0.50405705
""
""
0.64497489
""
0.46223742
""
0.4312582
""
0.48956403
