kfr_imm_pooled_female_p75_se
0.07861416
0.062222872
""
""
""
""
""
0.068246193
""
""
""
""
""
""
""
0.054583039
""
""
""
""
""
""
0.068490639
""
0.11522403
0.096380502
""
0.12340437
""
""
""
""
""
""
0.076774575
""
0.03548431
""
""
""
0.059045032
0.077526055
""
""
0.024263505
""
""
0.088365197
0.041859351
""
0.048912995
0.058734391
""
""
""
""
0.12743127
""
0.046304688
""
""
""
0.071296506
""
""
""
""
""
""
0.017058721
""
""
""
""
0.035276391
""
""
0.059344158
0.073261596
""
0.081181146
""
""
0.073388614
""
""
""
""
""
""
""
""
""
""
""
""
""
0.028182905
0.048113748
0.10080012
""
""
0.12850422
0.0064899288
0.051669098
0.095783137
0.012382695
0.042599544
0.049523517
0.045977362
0.021432498
""
""
""
0.039316192
""
""
""
""
""
""
""
""
""
""
""
""
0.083485119
""
""
""
""
""
0.077172339
""
""
0.10705803
""
""
0.16617975
""
""
""
""
""
0.13673601
""
""
""
""
""
""
""
0.075284764
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.080881715
""
0.033923645
""
""
0.09001594
""
""
0.044932324
0.14455332
""
""
""
""
0.038525678
0.11374702
""
""
0.0050559896
""
""
0.032117087
0.08113239
0.070896223
0.00656967
""
0.030319098
0.011384835
0.089771114
0.043868624
0.020809691
""
0.013098331
0.029113568
0.088675082
0.075465299
0.0024352565
0.035245448
0.017494569
""
0.064007871
0.017882133
""
""
0.012763421
0.019855212
0.050231755
0.003916895
0.020061452
""
0.0068116076
0.0077903196
0.032646716
0.005910153
0.0047632209
0.0078191087
0.011327208
0.02529747
0.0062627736
0.012846052
0.0040690685
0.016609319
0.041594397
""
0.075027488
0.0097969826
0.014322464
0.011786717
0.028998064
0.072154365
""
0.018975995
0.076480985
0.0075337747
0.020794645
0.05996659
0.017340057
""
0.012885337
""
""
""
0.022021847
0.046908699
""
""
""
""
""
""
""
""
0.019795561
""
0.025003197
""
""
0.01294184
0.11212429
0.07477624
""
""
""
""
""
""
0.015273795
""
""
""
0.079744361
0.02901716
""
""
""
0.048248768
""
""
""
0.087469682
0.088513806
""
""
""
""
""
""
0.053681199
""
""
""
""
""
""
""
""
""
""
0.029482339
""
0.0086175026
0.00893356
0.025243232
0.026466627
0.011102444
0.022714948
0.028279232
0.041861307
0.038883511
0.016541151
0.045258131
0.020647036
0.029392604
""
0.041188929
""
0.016772036
0.0069720657
""
0.041192204
0.06420362
0.029705517
0.025661547
0.11992968
""
""
0.015322948
0.030460464
0.060609668
""
0.2095888
""
""
""
""
0.1415861
0.079777204
0.047900062
0.082691431
0.010474953
""
0.048361126
""
""
""
0.032198567
0.01991334
0.030603712
""
""
""
0.028134612
0.037461139
0.042093258
0.0053827218
0.047235027
0.076096244
0.023890262
0.10496268
0.010118397
0.022805644
0.010196041
0.026099363
0.014082085
0.021224909
0.1308151
0.038369793
0.032695882
0.036379322
0.022453144
0.01363297
""
""
""
""
0.025185943
""
0.14322904
""
""
""
""
""
""
""
0.082307354
0.092289545
""
""
0.063827373
""
""
""
0.075062089
""
""
""
""
0.064717054
""
0.076651335
""
""
0.044337865
0.070930138
""
0.042363454
0.068734966
""
0.031059477
""
0.015618829
""
""
0.027520839
""
0.057083342
""
""
""
""
""
0.01643992
""
""
0.10331797
0.05109138
""
""
""
""
""
""
""
0.026914371
0.087690383
0.039941452
""
0.016757222
""
""
0.072598182
0.082552023
""
""
0.011624228
0.09547694
0.040560361
""
""
""
""
""
0.036605291
0.038016766
""
0.089062788
""
""
""
""
""
""
""
""
""
""
0.045606375
""
""
0.074535102
""
""
""
""
""
""
""
""
""
""
""
""
""
0.033815339
0.078983516
0.075350471
""
0.067783944
""
""
""
""
0.10213643
""
""
""
""
""
0.036628325
0.056326758
""
""
""
0.14534938
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14513864
""
""
""
""
""
0.079080604
""
""
""
""
""
""
""
0.069533423
""
""
""
""
0.029906485
0.0066768457
0.035608608
0.023450866
0.025350424
""
0.055222686
""
""
0.052291136
""
""
0.095152482
0.04776812
""
""
""
0.038230062
""
0.10720211
""
""
""
0.064543538
""
""
""
""
""
0.095531374
0.10465649
