two_par_asian_pooled_p25_se
0.068855479
0.10450785
""
""
""
""
""
0.058434013
""
""
""
""
""
""
""
0.080440491
0.1475137
""
""
""
""
""
0.092383906
0.15589452
""
0.10824938
""
0.11993704
""
""
""
""
""
""
0.049695127
0.13689317
0.032335836
""
0.10014631
""
0.056344297
0.11683092
""
""
0.037790272
""
""
0.069644183
0.026461191
""
0.047376137
0.11286073
""
""
""
""
""
0.12771876
0.055558514
""
0.1307708
""
0.082797654
""
""
""
""
0.11848441
0.14352535
0.018629173
""
""
""
""
0.051224567
""
""
0.074782915
0.16466726
0.10218498
0.044919576
""
""
0.060353726
""
""
""
""
""
0.1466846
""
""
""
""
""
""
""
0.044457357
0.078400552
0.12877156
""
""
""
0.010837253
0.071823612
0.10068949
0.020263044
0.065045401
0.062201254
0.078110233
0.04912924
""
""
""
0.058801282
""
""
""
""
""
""
""
""
""
""
""
0.14024593
0.071351767
0.16954492
""
""
""
""
0.11259476
""
""
0.07129097
""
""
""
""
""
0.084459729
""
""
0.1370476
""
""
""
""
""
""
""
0.077525906
""
""
0.11995288
0.16738839
""
""
""
""
""
""
""
""
""
""
0.079171911
""
0.040199533
""
""
0.072685488
0.06567324
""
0.029294534
""
""
""
0.12017675
""
0.047842514
0.1111896
""
0.10890479
0.0049882415
""
0.16610852
0.02251268
0.14538853
0.10187222
0.0084373821
0.047386013
0.054532725
0.0065105949
0.035693515
0.040193982
0.038528435
""
0.013086116
0.032798722
0.10338782
0.14847094
0.002250659
0.052136526
0.02747043
""
0.067792222
0.0093981521
""
""
0.015205776
0.036773019
0.097786926
0.0034732218
0.02916985
""
0.0085172551
0.0058433111
0.066167191
0.0073585855
0.0050072842
0.0048802444
0.0080897771
0.033293635
0.0083167935
0.021551682
0.0046301633
0.034585275
0.02787552
""
0.073163442
0.011365672
0.02100382
0.011403606
0.011822504
0.06120345
""
0.01707736
0.098541036
0.013433932
0.019696843
0.017592629
0.020786634
""
0.016457623
""
""
""
0.0367347
0.05847941
""
""
""
""
""
""
""
""
0.019342331
""
0.035895076
""
""
0.023827106
0.16255388
0.073820114
""
""
""
""
""
""
0.021671096
""
""
""
0.092544332
0.047006194
""
""
""
0.074740171
""
""
""
0.094899192
0.1627765
""
""
""
""
""
""
0.075836405
""
""
""
""
""
""
""
""
""
""
0.064233169
""
0.018060392
0.019318447
0.053808402
0.050959837
0.020165263
0.0320311
0.055171028
0.085048802
0.047176246
0.024270453
0.058193628
0.02136565
0.032042533
""
0.036906511
""
0.025017595
0.011404189
""
0.06947431
0.059726764
0.041507039
0.058875546
0.13044736
0.091512173
""
0.0175342
0.023981888
0.073730633
""
0.078101292
""
""
""
""
0.12473965
0.14383502
0.066824533
0.078879356
0.015400264
""
0.076014809
0.13362493
""
""
0.039240412
0.036299746
0.040978342
""
""
""
0.046004228
0.038207438
0.06848529
0.012646337
0.082805052
0.13037586
0.031015607
0.10994454
0.01115754
0.028345443
0.016785104
0.030600643
0.016141541
0.027370246
0.089594975
0.070852667
0.042770769
0.049740341
0.039318729
0.021590294
0.15249284
""
""
""
0.029584749
""
0.12215689
""
""
""
""
""
0.090969667
""
