working_natam_male_p10
""
0.38208449
""
""
""
""
""
0.69514602
""
""
""
""
""
""
""
0.61433154
""
""
""
""
""
""
""
""
1.1322917
""
0.9682346
""
""
""
""
""
""
""
""
0.47093847
0.71377397
""
""
0.51763368
""
0.8915419
""
""
0.51809847
""
""
0.66054153
0.67934591
""
0.60604668
0.53500485
""
""
""
""
""
""
-0.042563044
""
""
""
0.67033398
""
0.86366695
""
""
0.39513892
0.8357951
0.58821601
0.63494116
""
""
0.79230171
0.60651505
""
""
0.6024698
0.7715047
0.66105545
0.48692644
0.64898926
0.74512684
0.94681972
0.61427528
0.36884248
0.49717435
""
0.63300264
0.74830931
""
0.95243317
0.67125881
""
""
0.72144151
0.65104479
0.43112302
0.70356065
0.57078588
0.54441303
""
0.62376004
0.57934248
0.66294211
0.61348099
0.61471123
0.49491706
""
0.64945585
0.5921042
""
""
""
0.72721165
""
""
""
""
""
""
""
""
""
""
""
""
0.59049273
""
""
""
""
""
""
""
""
0.8655709
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.606619
""
""
0.86071724
""
""
""
""
""
0.74231184
""
""
""
""
""
0.80637562
""
""
""
0.59725368
""
0.95174921
0.60485679
""
""
0.47055826
0.47951752
0.71369106
0.65501046
""
0.62733936
0.59406966
0.59269762
0.61240894
0.25021836
0.75387329
0.39827457
0.66810781
0.66039544
0.55919677
""
0.56558084
0.56284487
""
""
0.77187747
0.54580802
0.47541213
0.55244237
0.49747247
""
0.70214301
0.61328793
""
0.73299783
0.6270901
0.43567339
0.63709772
0.5629819
0.78514177
0.78180426
0.63882339
0.77749968
0.54933083
""
0.65389717
0.61495519
0.59640634
0.58953309
0.66780317
0.68666172
""
0.69649577
""
0.50761604
0.17808838
0.41558218
0.69311476
""
0.73779619
""
""
""
0.64386851
0.29199654
""
""
""
""
""
""
""
""
0.63830423
""
-0.019676236
""
""
0.70095867
""
""
""
""
""
""
""
""
0.62795246
""
""
""
0.88920099
0.65309691
""
""
""
0.62532848
""
""
0.59248173
""
""
""
""
""
""
""
""
0.54251885
""
""
""
""
""
""
""
""
""
""
0.89056516
""
0.88756466
1.0095013
""
""
0.49896103
0.68959719
""
0.63081914
0.681508
0.92294174
""
0.40160543
0.50828779
""
0.80247766
""
0.43747881
0.54044884
""
""
0.80902922
0.96091866
0.070870034
""
""
""
0.63006103
0.49957508
""
""
""
""
""
""
""
""
""
1.0083091
0.6766991
0.52975869
""
""
""
""
""
0.7172507
0.56138968
1.1773341
""
""
""
0.83050722
0.64038867
""
0.62443167
""
""
0.67381555
""
0.62145382
0.8716684
0.53304821
0.37657365
0.80875325
0.65630186
""
""
0.40508473
0.67973566
0.53017378
0.73171932
""
""
""
""
0.98233622
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.68700677
""
""
0.96972394
""
""
0.053030808
""
0.58357233
""
""
""
""
""
""
""
""
""
""
0.64014989
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.86191213
""
""
""
""
""
""
0.64279222
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58389521
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49468958
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.63341808
""
""
0.64331281
""
0.60034531
""
0.59250784
0.68177325
""
""
1.0784717
0.67456931
""
""
""
0.66924423
""
""
""
""
""
""
""
""
""
""
0.87891436
""
""
0.70572442
""
""
""
""
""
""
0.61618161
""
""
""
""
""
""
0.63438922
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6173026
""
""
""
""
""
0.73412579
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44732085
""
""
""
0.64797229
""
""
""
""
""
""
1.0537074
""
""
""
0.68312049
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.9977935
0.70542407
""
0.4588863
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.72529548
""
1.1570948
""
""
0.72545356
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.77060217
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.8188231
""
""
0.31503293
0.42468759
""
""
0.86808878
""
""
""
""
""
""
""
""
""
""
""
0.71093327
""
""
""
""
""
""
0.65153092
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47004184
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56052679
0.44431585
""
""
""
0.88988668
""
""
""
0.70033729
""
""
""
""
""
""
""
""
""
""
0.61047983
""
""
""
""
""
""
""
""
0.74586904
0.33463019
""
""
0.42052117
""
""
""
""
""
""
0.84106594
""
""
""
""
0.51802665
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.85549974
""
""
0.49260926
""
""
""
0.74830234
""
0.27386519
""
""
""
""
""
""
""
""
""
""
0.66696894
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.68718553
""
0.71068865
""
""
""
""
""
""
1.0033939
""
""
""
""
""
""
""
""
0.50709009
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
