marr_32_asian_pooled_p1
0.97131193
0.6801607
""
""
""
""
""
0.30083257
""
""
""
""
""
""
""
0.38959655
0.050729737
""
""
""
""
""
0.20627815
0.4521305
""
-0.08283145
""
0.19967115
""
""
""
""
""
""
0.5495171
0.4597685
0.56015384
""
0.57859319
""
0.51232588
0.5432272
""
""
0.47571084
""
""
0.3578288
0.4421387
""
0.32603869
-0.0024001801
""
""
""
""
""
0.89349431
0.661192
""
0.63004065
""
0.46173012
""
""
""
""
0.011880523
1.0559502
0.3137534
""
""
""
""
0.41764492
""
""
0.30757472
0.4419184
0.37455651
0.37939274
""
""
0.21194752
""
""
""
""
""
0.64879441
""
""
""
""
""
""
""
0.39151603
0.33374351
0.72916383
""
""
""
0.38298798
0.51212996
0.85990995
0.35948259
0.3797909
0.53925991
0.56629032
0.55054808
""
""
""
0.64898169
""
""
""
""
""
""
""
""
""
""
""
0.86130852
0.32476193
-0.36861101
""
""
""
""
0.391904
""
""
0.49884644
""
""
""
""
""
0.2169923
""
""
0.21898183
""
""
""
""
""
""
""
0.19549267
""
""
1.0258006
0.48001483
""
""
""
""
""
""
""
""
""
""
0.38145173
""
0.39295667
""
""
0.069922388
0.23998471
""
0.35229957
""
""
""
0.59578848
""
0.26784045
0.33199462
""
-0.087355502
0.41610548
""
0.50617975
0.38623622
0.51382083
0.172662
0.38366178
0.31598431
0.33727056
0.35187769
0.46630144
0.30421531
0.48919278
""
0.43437946
0.49641076
0.42991781
0.077682056
0.37335047
0.40724272
0.33447385
""
0.54803479
0.35054764
""
""
0.39365056
0.49561551
0.42050377
0.38971689
0.40533742
""
0.36641678
0.34864494
0.45422491
0.40134087
0.3884398
0.39229903
0.36847121
0.44658896
0.37433389
0.39572993
0.39629617
0.27944535
0.34052607
""
0.31232965
0.44063669
0.42446131
0.39587703
0.63109887
0.40198955
""
0.33346969
0.17653191
0.39583084
0.48084998
0.44963592
0.3529914
""
0.38286236
""
""
""
0.43028462
0.36733043
""
""
""
""
""
""
""
""
0.35881841
""
0.48349416
""
""
0.48461592
0.028720727
0.35538158
""
""
""
""
""
""
0.38604528
""
""
""
0.49232244
0.401063
""
""
""
0.56411868
""
""
""
0.80914104
0.62382656
""
""
""
""
""
""
0.47388637
""
""
""
""
""
""
""
""
""
""
0.60874557
""
0.50241601
0.48146397
0.42504054
0.45413983
0.43489423
0.41596022
0.60230327
0.37649539
0.43670487
0.46513683
0.43503836
0.51332331
0.48354647
""
0.2970421
""
0.40752649
0.42519701
""
0.38826281
0.32768106
0.39549145
0.29063103
0.91322023
0.72014779
""
0.38603419
0.40095672
0.36301908
""
-0.049572397
""
""
""
""
-0.20031261
0.24479128
0.39654443
0.58847231
0.39340019
""
0.20029864
0.40366349
""
""
0.48532391
0.3246299
0.32730392
""
""
""
0.3183285
0.48002884
0.092391245
0.39145952
0.32953212
-0.085882008
0.31630793
0.30872163
0.44131246
0.48327714
0.45910838
0.37900445
0.32194111
0.43384367
0.48886231
0.13163823
0.38204664
0.38325533
0.49930519
0.43282312
0.4570992
""
""
""
0.38324186
""
0.828776
""
""
""
""
""
0.59286129
""
0.30792201
0.7627607
""
""
0.35622787
""
""
""
0.34267348
0.39031738
""
""
""
0.12750487
""
0.39690685
0.4881207
""
0.54987699
-0.002546103
""
0.3310768
0.46206164
""
0.44543096
""
0.48856008
""
0.46679828
0.79074734
""
0.65520924
""
0.23350368
""
""
""
0.47332317
""
""
0.70555478
0.50754607
""
""
0.32032961
""
""
""
""
0.39636436
0.46037966
0.29998168
""
0.45718092
""
""
0.36083862
0.78118563
""
""
0.4750798
0.078854606
0.388183
""
""
""
0.061616492
""
0.42039576
0.60016054
""
0.51265353
""
""
""
""
""
""
""
""
0.68048531
0.91589051
0.59425646
""
""
0.40829387
""
""
""
""
""
""
""
""
""
""
""
""
""
0.33618343
0.49447289
0.038824007
""
0.52261937
""
""
""
""
""
""
""
""
""
""
0.4503409
0.43954048
""
""
""
0.44286171
""
""
0.72384316
""
""
""
""
""
""
0.081476763
0.60962254
0.85391945
""
""
0.41615689
""
""
""
0.65045333
0.62978846
0.36604333
0.57767415
""
""
""
""
""
""
0.53809071
""
""
""
""
0.41547084
