teenbrth_hisp_female_mean
0.29781362
0.27470294
""
""
0.34186354
""
""
0.28959274
""
""
0.39373186
""
""
""
""
0.22735728
0.32892483
""
""
""
""
0.41884366
0.29062015
""
0.44854054
0.2100185
0.2049237
0.43605965
""
0.49940237
0.4794082
""
""
""
0.37174201
0.50814956
0.31230965
""
0.3053464
""
0.16691746
0.35552904
""
""
0.19438966
""
""
0.36843365
0.23908511
""
0.26712486
0.32047284
""
""
""
""
0.44854468
0.35469219
0.21981058
""
0.26727864
0.21818762
0.22703834
0.31277412
""
""
""
""
""
0.22318344
""
""
""
""
0.15154178
""
""
0.12211557
0.25563738
0.13022144
0.12485326
""
""
0.1928933
""
""
""
""
""
""
""
""
""
""
""
""
0.34520546
0.32665679
0.2771911
0.39104003
0.3801018
0.21384987
0.31917873
0.36968875
0.32098797
0.34105185
0.31602943
0.41524431
0.26999295
0.29278016
0.32139486
""
0.62658656
0.28001609
0.34840786
0.52428657
""
""
0.40368229
0.23039804
0.23972055
""
0.24303584
""
""
0.28097358
0.35946527
0.36057442
0.37654734
""
""
0.35991761
""
0.35067713
0.36497077
""
0.34575167
""
0.55741858
0.65191883
0.41609246
0.51963472
0.31398281
""
""
0.30124941
0.42638028
""
""
""
""
""
0.27598599
0.33663523
""
""
0.28205213
0.31366014
""
""
""
""
0.44928256
""
""
""
""
0.22408782
0.29800493
""
0.30108413
""
0.2575407
0.23507716
0.42572474
""
0.37040797
0.35754597
0.17658406
""
0.45705637
""
0.39057896
0.24894059
""
0.49853209
0.19976981
""
0.16813679
0.22488484
0.13964693
0.24625859
0.18338829
0.24062254
0.16629334
0.34378886
0.24587628
0.18446426
0.24483305
0.25314814
0.35861701
0.35612068
0.20162766
0.24453831
0.2507391
0.32236865
0.12552826
0.16070566
0.22316147
0.27961883
0.23721577
""
0.28247944
0.20483087
0.12603438
0.23021038
0.17134447
0.085682511
0.28321645
0.23384219
0.2767435
0.27697954
0.22996722
0.1929791
0.28945947
0.20834804
0.19130929
0.24485742
0.23949081
0.25616813
0.21166436
""
0.18147886
0.21783084
0.20596254
0.26451716
0.26215819
0.28521252
""
0.34059751
0.16560321
0.24501745
0.21794203
0.26534262
0.3591986
0.27962586
0.2423465
0.25694376
""
0.39338568
0.32641613
0.19732426
0.29847258
""
""
0.39115962
0.43024859
0.301828
""
0.31441173
0.40907019
""
0.14534223
0.34245509
0.21041517
0.30164868
0.25168404
0.32266966
""
""
0.020830201
""
0.36581579
""
0.25977546
""
0.35121709
0.34569126
0.22465833
0.27503633
0.35824591
""
0.38077676
0.32273588
""
0.44400907
0.32577515
0.33442205
0.4351601
0.36564592
""
0.17486255
0.55908132
0.20207916
0.41669959
0.34227481
0.20077528
0.37218472
""
0.39442319
""
""
""
""
0.20692205
0.33828256
0.4387967
0.44119871
0.24130005
0.32256505
0.15774785
0.18942341
0.29287857
0.27889618
0.17769171
0.34791344
0.28121123
0.30250835
0.37797028
0.2983416
0.1387478
""
0.24725516
0.44358307
0.19214137
0.15200208
0.25846541
0.23263182
0.18943173
0.2286173
0.30883294
0.22685583
0.33714437
""
0.21770844
0.24387999
0.17825028
""
0.34513628
0.14508165
0.38117322
""
""
0.4400236
0.33530152
0.2099375
0.30384201
0.23447567
""
0.20750752
0.23653413
0.045756049
""
0.27964252
0.30815795
0.14930001
0.36742058
""
""
0.37552705
0.24284531
0.24241944
0.15428716
0.21901965
0.20816801
0.19694301
0.43647349
0.25345513
0.26704779
0.21855195
0.23315224
0.21518855
