work_26_white_male_mean
0.85082006
0.86458719
0.92029464
0.87748957
0.91224653
0.90016615
0.87136233
0.8370645
0.86585963
0.803096
0.86341804
0.88629657
0.8722778
0.8897568
0.88491374
0.89897054
0.92763686
0.87884843
0.92155474
0.88831681
0.84054887
0.91405398
0.92453253
0.88498837
0.87210327
0.89985543
0.78562224
0.86724782
0.84014595
0.81134319
0.86000586
0.85315937
0.81297779
0.77722061
0.82206869
0.86028701
0.78350508
0.78229684
0.90662551
0.82114828
0.84729147
0.83023649
0.7802254
0.87973064
0.91521758
0.92288923
0.83187807
0.9110561
0.9002822
0.86879414
0.83913165
0.82505661
0.8909229
0.85585064
0.815274
0.84584832
0.80368394
0.82642543
0.84018821
0.82330787
0.81136471
0.82180345
0.82200241
0.83576417
0.81125039
""
0.94131434
0.939152
0.73945594
0.92775619
0.86141497
0.81974453
0.79415131
0.89056581
0.82031494
0.8695153
0.97230601
0.8532145
0.76492453
0.748936
""
0.57137889
0.80348772
0.85520685
0.7890048
0.86293513
0.82717252
0.82191533
0.81545895
0.76000708
0.83765638
0.77139962
0.81280184
0.88114059
0.84618598
0.8352412
0.80954576
0.8390612
0.79837966
0.81804657
0.8132382
0.79360938
0.84953278
0.81730539
0.82169169
""
0.84398305
0.88973731
0.79345953
0.8019501
0.91023862
0.81167102
0.85190725
0.84078026
0.85777849
0.71602875
0.84716415
0.78570497
0.73597372
0.73836124
0.80301028
0.84652555
0.85392374
0.8208127
0.827456
0.87693936
0.84388959
0.86541802
0.85176635
0.76039058
""
0.90534294
0.85735995
0.85462272
0.83887064
0.81985134
0.82643592
0.7527954
0.78436106
0.78895181
0.86411726
0.8612023
""
0.71833169
0.82641804
0.85433573
0.84803134
0.76681668
0.76537001
0.75869161
0.82175118
0.87771535
0.79141647
0.87607241
0.78408271
0.80209577
0.87089849
0.8428275
0.89089799
0.90265042
0.83655143
0.87361568
0.83586687
0.90058738
0.85934025
0.80578279
0.81327027
0.83737421
0.83924693
0.85645115
0.85427147
0.85154104
0.83710015
0.87104905
0.8474111
0.87086284
0.82177007
0.86790264
0.84745306
0.86410648
0.71030295
0.9091872
0.88830185
0.82381088
0.80194068
0.89307213
0.88721031
