marr_26_white_female_p50
0.59815091
0.53794152
0.41980278
0.56418616
0.59425801
0.53085661
0.55233026
0.67743665
0.62666023
0.50934732
0.54931593
0.61141598
0.55361491
0.52872801
0.52047902
0.56952941
0.50919771
0.41379273
0.57037413
0.51763922
0.37300032
0.43932384
0.37095416
0.48354459
0.51671082
0.50172961
0.63577604
0.53313535
0.51912874
0.27727726
0.50379902
0.3904615
0.52615011
0.46357441
0.53990573
0.31919757
0.4130699
0.58959794
0.49310663
0.41800481
0.38822314
0.54982042
0.53319973
0.46970928
0.54884017
0.63111699
0.71531188
0.4474023
0.35579568
0.52146649
0.37174076
0.41837966
0.68014503
0.65224612
0.60944206
0.57984811
0.63849032
0.55545652
0.56503367
0.57551658
0.54793489
0.63684928
0.63278019
0.58336818
0.60355228
""
0.42573369
0.70242327
0.5828805
0.49288741
0.46419826
0.41190982
0.64370847
0.49482748
0.52891475
0.69856346
0.8774811
0.49781698
0.24218896
0.47789323
0.12456471
0.62539834
0.42714691
0.60437983
0.39388937
0.45934856
0.56898582
0.56054676
0.62537515
0.63759738
0.65064281
0.59156138
0.59406918
0.60079753
0.46614781
0.55522931
0.42320749
0.54278928
0.5639568
0.67451853
0.52605623
0.6059745
0.59090489
0.55524647
0.52055031
""
0.50236177
0.41569209
0.50843853
0.56242412
0.48377666
0.62206471
0.4937197
0.46141177
0.56659317
0.45013511
0.66469145
0.51784146
0.60594594
0.54222786
0.54495746
0.64109123
0.54150379
0.62918389
0.65525931
0.65154094
0.56494296
0.62847304
0.7036463
0.6167497
0.66019905
0.57176334
0.71355504
0.64293694
0.566127
0.59640253
0.53440815
0.66238344
0.58568299
0.62448412
0.46872303
""
""
0.65168351
0.62811005
0.62746269
0.48694709
0.52488238
0.69886297
0.59622496
0.76283383
0.56342834
0.60687327
0.54586405
0.59401035
0.51485723
0.75941676
0.59931278
0.45344877
0.42351046
0.47447476
0.49166068
0.47785568
0.53253692
0.4051418
0.55276346
0.44916651
0.58881485
0.3262549
0.53621668
0.45938993
0.55989295
0.5756005
0.57021648
0.5207448
0.58233619
0.55262923
0.62431401
0.57967997
0.71327263
0.48162994
0.54977751
0.67240882
0.58248627
0.35799152
0.62372392
0.48364022
0.59456897
0.62597454
0.58848208
0.46678597
0.61715245
0.58583915
0.56406158
0.65052348
0.48983273
0.63056821
0.61071503
0.3909975
0.64148724
0.41649905
0.70723373
0.66407686
0.65948826
0.5476771
0.56674832
0.62582886
0.56960458
0.65663177
0.71043026
0.69020766
0.65868115
0.60414261
0.49760181
0.53576583
0.57175541
0.48924759
0.57910973
0.53933138
0.61678231
0.53652126
0.60350293
0.70286453
0.67725003
0.61999041
0.55037975
0.62459391
0.45556298
0.49306205
0.63310158
0.4839901
0.59571409
0.50534028
0.55547547
0.54831702
0.47147354
0.39572757
0.58975416
0.54291624
0.50488091
0.39773744
0.55918437
0.5921331
""
""
0.57203239
0.34986091
0.36599049
0.61370492
""
""
0.50636387
""
0.61873502
0.6449337
0.67978883
0.61495352
0.64643109
0.66850215
0.6071232
0.62813485
0.37787822
0.60547197
0.50977629
0.477622
0.65578729
0.53920406
0.52816391
0.59860146
0.52237839
0.61627537
0.61215824
0.59336025
0.57843608
0.45834082
0.43945846
0.46730685
0.54857033
0.41553888
0.50491941
0.3843815
0.63561118
0.60425377
0.55382705
0.4968141
0.59175706
0.42643845
0.56836069
0.37730032
0.51045948
0.46719104
0.38192469
0.65389431
""
0.54209828
0.49621454
0.50443923
0.40008488
0.35986117
0.478468
0.062021635
0.62625122
0.4369283
0.29794616
0.52499771
0.59930509
0.5924505
0.55457193
0.56468296
0.50863928
0.58452541
0.58978671
0.57599026
0.60405236
0.61857516
0.52057248
0.59138101
0.59418511
0.59114027
0.55071282
0.69851953
0.54226804
0.59351289
0.60477459
0.55110681
0.60253215
0.63292068
0.61004806
0.62483466
0.73340809
0.68649733
0.58357447
0.74386936
0.46781933
0.56699234
0.72611731
0.57096761
0.66745639
0.56686008
0.56309456
0.55607587
0.66650742
""
0.58183062
""
0.47188476
0.66201323
0.69444823
0.68019307
0.48326823
""
0.63336682
0.55508137
0.54788339
0.58316082
0.54110903
0.36022866
0.51954287
0.54936093
0.53937089
0.53946358
0.4400945
0.47147012
0.57895684
0.31051901
0.51350981
0.46746448
0.45054743
0.61037779
0.57304138
0.25804982
""
0.59828001
0.49675694
0.62426353
0.4303861
0.67122877
0.6493938
0.59743786
0.64274055
0.60809714
0.52473116
0.59494871
