coll_hisp_female_p100
""
""
""
""
-0.042032871
""
""
-0.37457666
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.2817862
""
""
""
""
""
""
""
1.0192757
""
""
""
0.64075422
""
0.78714442
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.68699831
""
""
""
""
-0.19494173
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.98566717
0.86784559
0.42781278
0.87482035
""
""
0.71735734
1.0576047
1.0213468
0.82298446
0.88907903
1.1593196
1.077998
0.66357887
""
""
""
0.85391283
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.2592432
""
""
""
""
""
1.7052358
""
""
""
""
""
1.4079363
""
""
""
0.75347596
""
0.59235603
0.88651502
""
-0.14059499
0.73238128
""
0.47992006
0.75051534
0.93532741
0.38760903
0.74726403
""
0.70398432
0.91078454
""
0.056897871
0.71814221
0.84085101
0.71854299
""
0.7644012
0.56132793
""
""
0.56309551
0.59900016
1.2168219
0.70718354
0.83742267
""
0.69267195
0.80103517
0.4786869
0.6398626
0.76817662
0.93359643
0.65802115
0.95210385
0.96252185
0.68363911
0.67848527
0.87460405
0.88982028
""
1.7020339
0.6998167
0.76988745
0.48658788
1.4512327
1.0679259
""
0.42378348
0.73933524
0.71078241
0.80772543
0.9202615
0.40512863
2.3412962
0.99302918
""
""
""
1.0671458
1.1691679
""
""
""
""
""
""
""
0.074395806
0.71361721
""
0.28940123
""
""
0.79771245
2.2665453
0.19999532
""
""
""
""
""
""
0.66579151
""
""
""
1.141997
0.53513825
0.2507281
""
""
1.0095855
""
""
""
2.3290799
1.9960638
1.3155023
""
""
""
""
2.2696288
0.73131728
""
0.62682396
""
""
""
""
""
""
""
""
0.70630616
""
1.035761
1.0542084
0.79299194
1.2420596
1.3590214
0.81088364
0.45496982
-0.12213175
0.15090549
1.0794063
1.335315
1.1926067
0.68384278
""
1.3731836
""
1.2350525
0.83506495
""
0.66263491
-0.18489595
0.94101292
0.81809849
""
""
""
1.0276355
0.80860651
-0.17251727
""
""
""
""
""
""
1.3803238
0.89244705
0.90268683
1.5629315
0.87046957
""
1.5708594
""
""
""
0.81925833
0.86994034
0.70990217
""
""
""
0.82970703
-0.1644659
0.97790712
0.98012722
0.88788128
""
0.74583542
0.86466008
0.91936874
0.72964662
0.84356385
0.73712099
0.91148275
1.1706223
""
0.58773464
1.051078
3.0500071
0.82087404
0.92792159
""
""
""
""
1.2026205
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.64044625
2.6449721
""
""
""
""
0.60033286
""
0.8743152
""
""
0.96705735
""
""
""
""
""
""
""
0.86924696
""
""
""
""
""
""
""
""
""
""
""
1.1690193
""
0.22573349
""
1.0146838
""
""
""
""
""
""
0.82873303
""
1.3079715
""
""
""
""
""
0.028919831
0.43504199
""
""
""
""
""
""
""
""
""
""
""
""
0.3670598
""
""
""
""
