kir_black_male_mean
0.38246408
0.41950211
0.3412905
0.38083601
0.39195928
0.39427522
0.39606732
0.371317
0.31520721
0.42180502
0.39956707
0.40036106
0.38419124
0.41556752
0.39051646
""
""
0.39697796
0.33450204
0.41045105
0.40383714
0.3972514
0.37952262
0.39892206
0.41185117
0.37513447
0.41740811
0.39514592
0.42219886
0.40621445
0.40613678
0.38582453
0.41907817
0.44341418
0.4092389
0.40385169
0.42647049
0.41129309
0.41396829
0.37993625
0.40372312
0.42858672
0.43676534
0.43798202
0.41579083
0.40811703
0.4301734
0.43501404
0.45029396
0.40599132
0.45451593
0.44853437
0.39140916
0.38187593
0.39341062
0.4115414
0.42109314
0.42196339
0.36538297
0.41738272
0.39710751
0.40002996
0.42447054
0.39368328
0.44341359
0.39064619
""
0.32887113
0.42704314
0.31134918
0.39227334
0.38368708
0.3707841
0.39400437
0.38841364
0.43037957
0.42561677
0.38465679
0.43901315
0.38907513
0.38887328
0.40359434
0.43156806
0.4033148
0.41121042
0.42246529
0.38669726
0.41293725
0.42082939
0.40628028
0.43150377
0.4288623
0.33062384
0.40257117
0.49257398
""
0.4272967
0.41274351
0.37518528
0.37250617
0.36861512
0.4094128
0.39582866
0.39018598
0.37629819
0.38788122
0.36719516
0.39564842
0.37280676
0.37161037
0.36593723
0.42749465
0.42684281
0.39778835
0.42734322
0.43109727
0.41728958
0.40250707
0.40867719
0.36994672
0.36981669
0.39121926
0.41529435
0.43229559
0.38921899
0.41124779
0.40354729
0.39337477
0.39853129
0.39939287
0.41413575
0.40072539
0.40880099
0.40578723
0.40761286
0.44408453
0.41492537
0.40729794
0.39695448
0.43054789
0.38099581
0.39400634
0.41898298
0.36011082
0.38352343
0.40436539
0.3944895
0.40365303
0.40111846
0.38961118
0.42670974
0.41973552
0.41624892
0.44390753
0.39781582
0.42283508
0.44074619
0.41148964
0.42181551
0.41801119
0.40986845
0.30715817
0.48483714
0.43082333
0.46130833
0.4825764
0.49460107
0.47259659
""
0.41695771
0.41106632
0.42144853
0.42335626
0.3824082
0.41344288
0.44617727
0.39791298
0.38649252
0.50183505
""
0.53442568
0.39113751
0.39373228
0.35917309
0.39609233
0.38837248
0.42238578
0.42170569
0.40628284
0.51239783
0.4119778
0.45143119
0.40461618
0.46560717
0.4158245
0.43394971
0.41733518
0.40619811
0.39302477
0.44087827
0.40757215
0.40135241
0.39374003
0.41857183
0.39463902
0.40750298
0.40122214
0.45217973
0.42851564
0.41624424
0.40402839
0.43096569
""
0.51976192
0.42340416
0.39421323
0.38469315
0.38392511
0.52694172
0.414657
