staytract_white_female_mean
0.25069198
0.27786386
0.35458487
0.21713735
0.18977803
0.23394215
0.19930765
0.31177592
0.28273106
0.23185289
0.22068925
0.17845602
0.29187828
0.28367913
0.21141374
0.27500215
0.30859172
0.2057799
0.27470186
0.29424891
0.24231599
0.21256527
0.21018986
0.19960858
0.1554081
0.24967793
0.27523476
0.20538555
0.16790895
0.26006162
0.28932455
0.20161065
0.15818419
0.15747349
0.23886974
0.26074263
0.32874498
0.29911563
0.26882175
0.27289328
0.20165738
0.30234441
0.37167785
0.38064146
0.24911317
0.19413094
0.19840215
0.29721677
0.23790577
0.29122347
0.26916406
0.26965198
0.24571009
0.2793687
0.26105168
0.21409443
0.25716686
0.30213407
0.27453122
0.24577776
0.23669173
0.19368808
0.25261924
0.28724527
0.33886904
0.29204559
0.38412327
0.36168152
0.30721712
0.32985389
0.26800722
0.26045886
0.19320257
0.25207022
0.28809363
0.38523096
0.30011865
0.34567621
0.35298175
0.15812154
0.20695028
0.26677012
0.32030782
0.279057
0.18070886
0.26091924
0.2885702
0.22529407
0.22228782
0.29407531
0.27296743
0.30942854
0.27929145
0.23234901
0.30356982
0.29787767
0.26696581
0.26790893
0.14219739
0.16855575
0.13771987
0.15269218
0.14704293
0.12108667
0.16064931
0.15338285
0.16358995
0.17459977
0.26449177
0.16479616
0.20072679
0.23030119
0.18844686
0.30848849
0.18575007
0.2135262
0.19580261
0.24383889
0.29143208
0.25016424
0.25018457
0.32531875
0.22257
0.25843185
0.27888769
0.17979075
0.1957328
0.33298016
0.23878787
0.25539613
0.13318726
0.22301674
0.18471009
0.28067532
0.23058191
0.28940457
0.25194415
0.19615906
0.22152282
0.21256594
0.20471816
0.19534665
0.25890011
0.21955377
0.21998888
0.23128627
0.23515797
0.29739693
0.25171587
0.25713262
0.32707983
0.20834281
0.23126602
0.28170726
0.1853997
0.21768233
0.28876385
0.18597628
0.29408485
0.2731241
0.26792428
0.33168572
0.14985986
0.17006317
0.2484404
0.13009775
0.1811146
0.18078658
0.18966019
0.17948537
0.1360109
0.1454809
0.20195372
0.17575817
0.21007326
0.19309783
0.17014694
0.1617886
0.17922591
0.20344312
0.17447491
0.17787983
0.174255
0.23620366
0.22736491
0.16749693
0.32382116
0.2556445
0.20664854
0.32499668
0.28822213
0.26075834
0.183998
0.25879297
0.28865033
0.25114498
0.20179072
0.21774107
0.15988655
0.22749682
0.17598632
0.21230096
0.20794739
0.18394206
0.20294861
0.16737576
0.15441675
0.24267542
0.21434987
0.18926501
0.24739473
0.20266624
0.2478742
0.23175302
0.16515002
0.19995484
0.18168728
0.14639482
0.24230589
0.25534117
0.24620502
0.2474084
0.29959506
0.2892406
0.16482927
0.20366377
0.24591005
0.24034201
0.18880455
0.19974491
0.20437986
0.21067517
0.31046098
0.24702397
0.28592917
0.27681026
0.35061085
0.25591892
0.32813129
0.33344591
0.27566761
0.2696611
0.26229316
0.22337118
0.27269167
0.19700247
0.2106328
0.18399513
0.21943112
0.18940212
0.16905175
0.20318761
0.24386549
0.26170132
0.24367628
0.26956424
0.22165763
0.18396232
0.24562038
0.21955177
0.24437018
0.18459827
0.18506922
0.19065458
0.1910367
0.2079742
0.18570891
0.17558306
0.17907269
0.18262796
0.21402726
0.21626285
0.25638723
0.22327888
0.2850976
0.24221356
0.19299494
0.18905418
0.21719518
0.21061186
0.2093025
0.22382064
0.26963907
0.18352266
0.17082296
0.21543139
0.18879159
0.16668192
0.22169833
0.18049812
0.23954967
0.19710162
0.16774152
0.18992049
0.19395778
0.16506183
0.15774116
0.1649318
0.16728117
0.15448701
0.11676574
0.20923455
0.18316944
0.16046289
0.15986769
0.17097631
0.17338549
0.18509434
0.16431947
0.18793336
0.18452094
0.15748806
0.1995562
0.16506813
0.1537831
0.15504925
0.20465265
0.16887446
0.18394002
0.18777871
0.20273538
0.16206595
0.1763781
0.24785289
0.25500432
0.17206152
0.18881582
0.20791656
0.21152428
0.15368637
0.19310321
0.19002466
0.16315089
0.12748793
0.20148915
0.1389337
0.17129999
0.21767242
0.27058965
0.14991041
0.22457956
0.25103641
0.18001249
0.21171139
0.23191752
0.2143918
0.26933086
0.24942416
0.29267558
0.27560318
0.26838115
0.27462319
0.26332471
0.21734324
0.24644974
0.25823572
0.26608849
0.25913295
0.2536301
0.28571644
0.27876705
0.23696622
0.17708153
0.26226977
0.28245053
0.24797773
0.24259672
0.27167371
0.23586679
0.28643113
0.22260895
0.22253194
0.15452276
0.15576023
0.18799835
0.18605074
0.15434855
0.18366423
0.088902362
0.15807362
0.15945019
0.15314879
0.12730308
0.21724036
0.18090428
0.15101838
0.17819706
0.21236485
0.18742251
0.19789706
0.15319958
0.20843558
0.19310048
0.17104156
0.1713663
0.14595039
0.1707142
0.18839806
0.15437807
0.15130121
0.22290444
0.16713865
0.18272085
0.13756377
0.18791556
0.14362954
0.1331964
0.16387738
0.14250858
0.18355565
0.15330495
0.18427162
0.13856277
0.19456688
0.18920565
0.16917682
0.17361985
0.17486067
0.1564666
0.12892745
0.18888462
0.12947649
0.17275493
0.1741841
0.16705222
0.16978015
0.21223275
0.17008632
0.16887838
0.18046105
0.16057879
0.1861995
0.14260526
0.20913757
0.16232
0.15509477
0.16493227
0.14605148
0.17627791
0.11033801
0.10552406
0.19226299
0.15289026
0.22535014
0.17964205
0.13081862
0.14465292
0.14446284
0.15582608
0.14597476
0.16721177
0.19759388
0.1334292
0.19352004
0.19416723
0.12934276
0.21816282
0.17968078
0.083823271
0.2410786
0.2050018
0.18816635
0.12107228
0.22374225
0.28570509
0.16488779
0.2067233
0.28672799
0.19907297
0.2358209
0.21560478
0.21170434
0.24443282
0.18184379
0.18888016
0.1585661
0.20433028
0.15870492
0.16937187
0.11181889
0.1370523
0.12728164
0.11426865
0.19657335
0.25681257
0.16956097
0.17622206
0.17459977
0.20404716
0.23474048
0.12547684
0.17537573
0.15353054
0.24280438
0.17077547
0.22408518
0.25314221
0.18455166
0.15850216
0.15857626
0.19003615
0.20954722
0.23593773
0.17788064
0.20645295
0.20715237
0.14087543
0.21047437
0.22464317
0.21082014
0.27372235
0.20463634
0.24200863
0.17699516
0.23212273
0.21377055
0.27369425
0.27749425
0.23059061
0.230396
0.17948721
0.19285361
0.15160923
0.22944678
0.2278869
0.19816181
0.12438932
0.13592532
0.21833904
0.14119759
""
0.20593525
0.34580305
0.21107015
0.14121687
0.16804822
0.18564902
0.14202057
0.20149027
0.27068445
0.21281832
""
0.16323879
0.14770457
0.23885778
0.22548142
0.13250798
0.18764451
0.19145063
0.17350304
0.1986696
0.23803002
0.24876961
0.13507308
0.22236484
0.14975809
0.21529871
0.17440757
0.088334993
0.16023603
0.19942643
0.16271384
0.16988544
0.20869254
0.22319555
0.16220665
0.16192269
0.15338217
0.16358016
0.18607624
0.14318724
0.20158027
0.22689088
0.26567462
0.15969077
0.24048345
0.41934544
0.1507566
0.14014465
0.34313816
0.1781376
0.18078439
0.22997391
0.17518744
0.32629362
0.19326963
0.1663257
0.23444492
0.29845375
0.28507733
0.20605384
0.24648866
0.19646321
0.22208802
0.18093295
0.1433455
0.12827966
0.22110994
0.20324388
0.20200142
0.24979049
0.1826503
0.20501328
0.26201746
0.2700735
0.28188011
0.24586923
0.15593086
0.25569832
0.21619481
0.24674742
0.26031435
""
0.14845447
0.10841528
""
""
0.15985751
0.11031706
0.16408335
0.19506063
0.22785699
0.21444038
0.10513645
0.05670869
""
0.18041882
0.19390641
0.23148735
0.14159851
0.18932596
0.2356839
0.18290584
0.21346462
0.19355652
0.20124589
""
0.13291709
0.15067324
0.24014772
0.15085235
0.16628236
0.16473162
0.19147772
0.27058876
0.16846377
0.17589419
0.15288068
0.2009968
0.2136122
0.15144269
0.19161147
0.13221021
0.23028761
0.17043994
0.18118641
0.10971187
0.22738786
0.21094534
0.16569187
0.12922488
0.15751196
0.1084698
0.15964256
0.12115906
0.15748191
0.16357553
0.16968404
0.13371389
0.21719311
0.15198663
0.13643843
0.17850956
0.14705962
0.13394213
0.19742586
0.11328623
0.16041456
0.19832617
0.26160532
0.20705195
0.1890886
0.14786808
0.14250939
0.16512431
0.15349148
0.21776915
0.24286206
0.20508949
0.23581584
0.15759754
0.19430283
0.16987714
0.21980116
0.20668854
0.14922996
0.16414456
0.14822644
0.20816739
0.17407063
0.15625815
0.16127913
0.15799889
0.15826347
0.1378091
0.14579003
0.18093964
0.15470605
0.19062018
0.13424172
0.16198796
0.14938103
0.11775909
0.15548141
0.15578474
0.13976404
0.14199457
0.15991212
0.15360962
0.1688091
0.14319399
0.19435941
0.16214107
0.13141638
0.15803069
0.18651482
0.13156633
0.19930306
0.15190838
0.19722344
0.16484158
0.17378241
0.15814951
0.20351441
0.1552458
0.10545608
0.1741931
0.22036217
0.17132007
0.15438835
0.13508675
