kir_24_hisp_pooled_n
71.0
179.0
""
""
115.0
""
""
187.0
""
""
50.0
""
""
""
""
129.0
41.0
""
""
""
""
73.0
192.0
24.0
99.0
63.0
28.0
84.0
""
62.0
29.0
""
""
""
103.0
40.0
489.0
""
56.0
""
99.0
76.0
""
""
394.0
""
21.0
198.0
364.0
""
255.0
173.0
""
""
""
""
83.0
42.0
149.0
""
61.0
28.0
108.0
34.0
""
""
""
""
""
1137.0
""
""
""
""
335.0
""
""
85.0
64.0
32.0
37.0
""
""
107.0
""
""
""
""
""
20.0
""
""
""
""
""
""
100.0
2056.0
741.0
391.0
455.0
156.0
170.0
33987.0
1274.0
442.0
13096.0
2687.0
1832.0
928.0
4314.0
""
37.0
35.0
917.0
30.0
24.0
""
117.0
""
45.0
""
""
""
21.0
32.0
105.0
147.0
63.0
""
""
28.0
""
118.0
30.0
""
174.0
""
48.0
81.0
46.0
46.0
50.0
""
""
79.0
123.0
""
""
""
""
""
29.0
74.0
21.0
""
48.0
64.0
""
""
""
""
28.0
""
25.0
""
25.0
49.0
127.0
""
652.0
""
29.0
112.0
27.0
""
452.0
135.0
""
""
61.0
""
702.0
80.0
""
98.0
13454.0
""
160.0
1408.0
185.0
340.0
9194.0
177.0
864.0
19204.0
385.0
431.0
7201.0
122.0
15503.0
3243.0
294.0
178.0
187768.0
3524.0
1043.0
93.0
686.0
5782.0
58.0
35.0
10258.0
1638.0
337.0
37225.0
1821.0
73.0
35562.0
11187.0
1839.0
42131.0
37678.0
5251.0
10652.0
2201.0
8292.0
6940.0
20108.0
4422.0
728.0
""
207.0
4620.0
3794.0
9386.0
1287.0
556.0
24.0
10806.0
254.0
14244.0
2622.0
844.0
6705.0
391.0
4220.0
57.0
27.0
100.0
1673.0
379.0
73.0
""
27.0
124.0
49.0
59.0
""
229.0
9782.0
""
817.0
108.0
95.0
4173.0
250.0
324.0
""
""
26.0
""
138.0
""
4392.0
""
59.0
102.0
268.0
1390.0
350.0
24.0
164.0
788.0
""
102.0
153.0
317.0
533.0
515.0
""
55.0
38.0
31.0
243.0
3170.0
31.0
299.0
""
73.0
""
""
21.0
""
75.0
34.0
2981.0
68.0
4905.0
5036.0
322.0
341.0
3990.0
863.0
252.0
420.0
357.0
1588.0
322.0
2149.0
615.0
22.0
417.0
25.0
1987.0
16166.0
24.0
451.0
318.0
731.0
2070.0
123.0
201.0
""
2647.0
664.0
282.0
""
103.0
26.0
48.0
""
""
305.0
623.0
727.0
651.0
10326.0
21.0
490.0
56.0
""
""
1139.0
2992.0
434.0
98.0
""
""
1433.0
1193.0
496.0
55149.0
729.0
114.0
698.0
444.0
11716.0
4663.0
7967.0
1897.0
2697.0
3446.0
199.0
367.0
1497.0
349.0
994.0
3563.0
99.0
76.0
""
""
2299.0
36.0
71.0
24.0
21.0
24.0
""
""
29.0
27.0
117.0
163.0
24.0
24.0
129.0
""
""
22.0
60.0
40.0
25.0
23.0
""
134.0
22.0
142.0
54.0
""
443.0
256.0
33.0
390.0
207.0
""
889.0
""
1787.0
77.0
110.0
263.0
23.0
178.0
""
""
""
22.0
36.0
1759.0
""
""
125.0
259.0
""
""
46.0
""
""
""
""
275.0
156.0
272.0
20.0
1648.0
37.0
""
131.0
154.0
46.0
20.0
2802.0
110.0
1054.0
""
26.0
52.0
""
""
324.0
373.0
""
97.0
""
""
""
""
""
""
""
""
43.0
24.0
403.0
""
30.0
187.0
45.0
""
""
""
25.0
""
""
""
33.0
""
""
""
145.0
737.0
95.0
50.0
20.0
169.0
70.0
34.0
""
""
127.0
""
22.0
""
""
""
530.0
172.0
""
""
""
54.0
23.0
""
37.0
""
""
43.0
""
""
""
61.0
106.0
72.0
""
""
63.0
""
""
""
""
54.0
105.0
40.0
""
""
41.0
""
""
20.0
947.0
""
""
""
27.0
698.0
4329.0
224.0
608.0
944.0
""
302.0
31.0
""
356.0
23.0
""
65.0
479.0
21.0
""
""
1578.0
""
318.0
""
""
""
199.0
53.0
55.0
86.0
132.0
23.0
146.0
201.0
287.0
61.0
28.0
""
44.0
76.0
406.0
83.0
""
114.0
177.0
132.0
31.0
""
487.0
""
95.0
45.0
""
""
421.0
""
122.0
""
35.0
78.0
238.0
20.0
""
""
31.0
68.0
44880.0
23.0
""
303.0
24.0
45.0
4742.0
""
""
24.0
""
29.0
23.0
26.0
""
""
161.0
""
""
""
""
131.0
98.0
59.0
""
30.0
""
""
""
5226.0
350.0
506.0
128.0
4636.0
476.0
""
95.0
65.0
24.0
22.0
1187.0
246.0
96.0
39.0
342.0
35.0
21.0
""
21.0
""
25.0
""
22.0
28.0
""
234.0
315.0
""
""
""
""
""
20.0
29.0
""
861.0
564.0
25.0
199.0
""
""
""
""
61.0
123.0
27.0
171.0
""
54.0
""
""
""
328.0
3425.0
70.0
1081.0
41.0
77.0
817.0
92.0
23.0
""
69.0
""
39.0
168.0
104.0
""
116.0
""
45.0
38.0
""
60.0
78.0
71.0
650.0
""
91.0
21.0
""
40.0
25.0
141.0
""
243.0
69.0
""
140.0
29.0
133.0
49.0
46.0
68.0
30.0
24.0
22.0
142.0
44.0
200.0
63.0
3689.0
237.0
44.0
133.0
1554.0
172.0
""
54.0
85.0
39.0
69.0
34.0
186.0
""
""
""
""
""
""
686.0
""
""
34.0
32.0
""
""
711.0
""
51.0
""
68.0
28.0
""
""
286.0
""
""
131.0
""
92.0
38.0
""
44.0
""
65.0
43.0
55.0
32.0
""
