kir_native_natam_male_p75_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.064839169
""
""
""
""
0.064733073
""
""
""
0.099512883
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.027341289
0.04929271
""
""
0.095617175
0.058906205
""
""
0.071351968
0.088530973
0.093266085
""
0.057139132
""
0.09597338
0.059599433
0.055596225
0.053590652
""
0.11466932
0.076924011
""
""
""
""
""
0.066696487
0.037837457
""
0.030644538
0.13303944
0.083453357
""
0.097469315
0.021622065
0.09624552
0.037247743
0.035969649
0.1283879
""
""
""
""
""
""
0.076552391
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1110733
""
""
""
""
""
0.080137916
""
""
""
0.070339687
""
""
0.10544174
""
""
0.073473141
""
""
0.075277671
""
0.071539991
""
0.10274383
0.078604423
""
""
""
0.039453592
""
""
""
0.086386889
""
""
""
""
""
""
0.045441609
""
""
0.048271764
0.049777109
""
0.05817043
0.036976773
""
0.071600199
""
""
0.10822054
0.06436836
""
0.083444521
""
""
0.081449404
0.10329974
0.062565677
""
""
""
0.093202636
""
""
""
""
0.082490951
""
0.06164794
""
""
""
""
""
""
""
""
""
""
""
""
""
0.095011421
""
""
""
""
0.075861
""
""
""
""
""
""
""
""
0.078199752
""
""
""
""
""
""
""
""
""
""
""
0.12112056
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11477028
0.10470893
""
""
""
""
""
""
""
""
0.11544095
0.1059785
""
""
""
""
""
""
""
""
""
""
""
0.10118116
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10460599
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0882781
""
0.12243398
""
""
0.12615107
""
""
""
""
""
""
""
0.095739059
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.093138881
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.060638163
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
