kfr_29_asian_pooled_n
247.0
107.0
25.0
670.0
392.0
36.0
1508.0
30.0
""
510.0
351.0
2881.0
""
357.0
679.0
21.0
""
237.0
""
35.0
329.0
804.0
202.0
91.0
2448.0
21.0
177.0
552.0
3621.0
53.0
59.0
173.0
1978.0
1107.0
60.0
885.0
32.0
71.0
""
""
387.0
29.0
""
""
""
45.0
3386.0
380.0
1029.0
163.0
284.0
675.0
118.0
""
""
353.0
36.0
""
""
71.0
48.0
560.0
""
38.0
35.0
54.0
""
24.0
20.0
21.0
53.0
42.0
70.0
81.0
31.0
""
52.0
41.0
""
1360.0
58.0
145.0
33.0
69.0
1859.0
82.0
57.0
296.0
612.0
109.0
86.0
27.0
45.0
576.0
26.0
""
119.0
299.0
4236.0
704.0
704.0
5894.0
2065.0
571.0
896.0
4464.0
619.0
2785.0
72.0
358.0
460.0
168.0
752.0
""
764.0
721.0
840.0
""
""
29.0
189.0
54.0
60.0
161.0
45.0
488.0
420.0
52.0
59.0
50.0
10341.0
84.0
338.0
68.0
386.0
50.0
328.0
394.0
49.0
150.0
427.0
332.0
""
42.0
94.0
""
230.0
67.0
50.0
64.0
35.0
655.0
135.0
""
1422.0
624.0
20.0
332.0
22.0
99.0
""
21.0
414.0
6105.0
""
24707.0
71.0
61.0
24.0
178.0
9291.0
864.0
89.0
450.0
69.0
33.0
516.0
1698.0
76.0
43.0
36.0
60.0
1257.0
44.0
64.0
1927.0
""
45.0
473.0
""
33.0
256.0
985.0
""
27.0
77.0
185.0
148.0
773.0
61.0
679.0
325.0
90.0
113.0
218.0
533.0
1687.0
158.0
159.0
329.0
162.0
213.0
29.0
24.0
666.0
383.0
275.0
3335.0
90.0
78.0
50.0
85.0
64.0
79.0
2486.0
234.0
263.0
191.0
2028.0
406.0
443.0
435.0
""
177.0
""
81.0
""
248.0
""
43.0
140.0
146.0
101.0
381.0
84.0
90.0
284.0
1406.0
99.0
455.0
3207.0
391.0
121.0
23.0
188.0
89.0
66.0
1451.0
92.0
760.0
119.0
1122.0
1417.0
1429.0
1537.0
65238.0
3195.0
32944.0
15838.0
1209.0
631.0
140.0
20.0
125.0
""
36.0
554.0
300.0
34.0
165.0
2626.0
""
""
13629.0
1385.0
85.0
876.0
6585.0
157.0
27.0
34.0
""
31.0
50.0
36.0
46.0
29.0
152.0
166.0
303.0
10080.0
27.0
77.0
575.0
96.0
69.0
46.0
122.0
219.0
""
321.0
261.0
151.0
646.0
952.0
562.0
38.0
876.0
480.0
424.0
60.0
985.0
95.0
54.0
42.0
207.0
516.0
136.0
116.0
426.0
42.0
494.0
558.0
2748.0
112.0
29887.0
844.0
148.0
51.0
3011.0
""
37.0
260.0
223.0
76.0
""
24.0
28.0
""
33.0
70.0
61.0
80.0
""
93.0
173.0
""
83.0
31.0
53.0
47.0
32.0
220.0
""
""
30.0
31.0
""
""
""
""
24.0
45.0
""
""
""
""
""
""
75.0
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
195.0
""
""
""
""
""
26.0
64.0
""
""
96.0
161.0
""
""
""
79.0
47.0
""
""
""
""
""
""
""
""
""
""
""
""
60.0
73.0
43.0
205.0
44.0
46.0
134.0
86.0
1273.0
25.0
""
33.0
131.0
""
""
""
""
39.0
85.0
""
""
27.0
""
45.0
""
124.0
379.0
""
646.0
31.0
22.0
919.0
22.0
""
""
""
""
21.0
1220.0
""
""
119.0
""
""
""
""
""
""
""
""
""
23.0
20.0
""
54.0
""
21.0
488.0
5635.0
""
""
104.0
25.0
40.0
29.0
""
""
""
""
""
151.0
""
""
234.0
332.0
1349.0
52.0
82.0
26.0
89.0
126.0
112.0
2663.0
79.0
52.0
""
""
373.0
27.0
328.0
74.0
178.0
26.0
110.0
677.0
87.0
431.0
81.0
1086.0
""
""
74.0
787.0
101.0
""
23.0
""
69.0
""
32.0
279.0
115.0
""
492.0
30.0
""
""
""
""
196.0
""
""
97.0
""
""
51.0
179.0
""
""
2578.0
""
2122.0
20.0
38.0
""
287.0
23.0
""
""
""
""
83.0
591.0
594.0
241.0
754.0
20389.0
1001.0
112.0
49.0
122.0
""
""
""
21.0
32.0
32.0
""
""
218.0
""
""
276.0
""
""
""
32.0
27.0
210.0
34.0
722.0
5384.0
10918.0
89.0
238.0
157.0
119.0
309.0
60.0
""
54.0
35.0
32.0
2415.0
22.0
102.0
103.0
30.0
28.0
1449.0
""
""
""
""
""
177.0
132.0
42.0
69.0
""
""
22.0
208.0
""
""
100.0
""
22.0
""
""
""
""
""
""
79.0
""
""
28.0
27.0
32.0
""
""
56.0
92.0
""
""
51.0
""
22034.0
793.0
2391.0
""
132.0
""
""
22.0
1063.0
""
5340.0
""
1451.0
141.0
""
66.0
170.0
""
75.0
1497.0
96.0
20.0
606.0
61.0
""
66.0
""
""
""
""
316.0
2503.0
177.0
208.0
""
""
""
""
""
43.0
137.0
""
""
370.0
210.0
231.0
74.0
154.0
3447.0
2502.0
6974.0
1717.0
17798.0
31626.0
49.0
""
""
1438.0
1335.0
59502.0
6958.0
""
24.0
20615.0
358.0
1693.0
124754.0
52.0
98.0
80.0
79.0
720.0
42.0
342.0
6916.0
67.0
1394.0
68.0
206.0
656.0
38.0
""
119.0
""
""
""
367.0
103.0
20966.0
