hours_wk_white_male_p25_se
0.73527199
1.0524576
1.9886613
0.73071611
1.1670333
2.2985435
0.76004928
1.8702663
2.1227643
1.2384508
1.168842
0.71620852
2.1439431
1.5423303
1.2158403
2.870379
2.8318927
1.0435022
2.4009027
2.3127286
1.0138878
0.99825519
1.3551153
2.0155537
0.83145946
3.0252748
1.5309266
1.0376471
0.74510098
2.2881777
1.895891
1.4076165
0.97877729
1.0829873
2.5846021
0.90570384
1.8260115
1.7300559
4.7000117
3.5910225
1.1833252
1.8283355
2.773706
3.5241399
2.6811361
2.7945261
0.74797821
1.166587
0.92250824
1.4801998
1.081513
0.87822598
1.3002955
4.1091905
4.8262491
0.99551624
1.8424715
2.7431519
4.8612132
1.6365275
2.1168981
0.90359509
2.715961
1.6006541
1.2620534
1.5179013
2.1664414
1.8946573
1.4889731
1.3910171
3.4369242
2.1294286
2.7066851
1.4588424
1.8437259
2.3309293
1.4915953
1.4299071
2.7106402
0.90193379
1.9378592
1.30235
1.381716
1.4017116
0.65993404
1.4446799
1.3159603
1.1266941
0.96479428
0.872724
1.1614001
1.6872004
1.6650873
0.95653117
1.5595299
3.0523503
1.2210838
0.97363144
0.4751294
0.87109935
0.75511509
0.67575186
0.73682499
0.9215855
0.93893397
0.66960025
0.84554005
0.69293422
1.5403343
0.95951837
1.3292893
1.6517559
0.95717949
3.172709
1.019359
0.75396252
1.196313
3.2137408
3.5825455
3.1160867
1.4532932
1.6418819
2.4042928
1.8592124
2.2988431
1.3469388
1.3742663
1.8933337
3.1340587
2.7401538
0.56626838
1.8633015
1.8209065
2.0827477
1.2087942
1.5879209
1.0180923
1.5025578
3.3152115
2.6062503
1.2112859
1.3340849
3.5467463
2.7376785
2.1046002
2.8856733
1.0113275
1.9252523
2.8881578
2.3856652
1.3438907
0.80900502
1.6828508
4.0126538
0.85010946
0.99050367
2.641293
1.3181859
1.6149294
1.2788221
3.0633602
1.9411293
1.5656395
0.61578941
3.8698137
0.5875504
1.4275371
1.2240815
2.0692821
0.94635129
0.37081644
0.98933315
1.1128354
0.68920046
1.0820701
1.6599275
0.84128016
0.57475126
1.2566229
1.3519948
1.338352
1.1633176
0.54598874
1.31396
1.5243176
0.51831186
2.0073674
1.5147182
0.97508675
2.7015896
1.654622
1.0617496
0.60594374
2.2160201
1.7652395
1.2657666
0.98591393
1.0389282
0.73472548
1.6581255
0.75575376
0.86720306
1.5334146
1.2998252
0.95191193
0.82293278
0.6402086
1.5592345
1.083864
0.99780178
0.98833603
0.9297238
1.7140641
1.9344311
1.0349107
0.63847023
0.94679207
0.44412652
1.0912688
0.97695214
1.5365251
1.1202887
1.0391693
1.3067288
0.54282719
0.8509196
0.82964331
0.6398412
0.39450696
0.57519919
0.57620519
1.0412319
1.7587727
1.0202253
2.1672418
1.5284251
1.9295
1.0810858
2.5867236
1.3213148
0.95460868
1.349092
1.4295642
0.90851998
1.3050804
1.7853796
1.4342738
0.58978164
1.0913485
1.0212545
0.49436051
0.78914171
0.87590945
2.5297196
0.93151164
1.2566191
1.4474385
0.70090884
0.97797596
0.59898466
0.85363418
0.90883821
0.55437231
0.60860926
0.85948926
0.36060548
