somecoll_natam_male_p75_se
""
""
""
""
""
""
0.14603117
""
""
""
""
0.1300506
""
""
""
""
""
""
""
""
""
0.096428968
0.21505731
""
0.16098814
""
""
""
0.2144881
""
""
""
0.13628329
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13265644
0.22483206
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18903172
""
""
""
0.068197884
""
""
""
""
""
""
""
""
""
""
""
""
0.1333213
""
""
""
0.087129153
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.14830838
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.27977854
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.15197448
""
0.10931592
0.2159034
""
0.088084489
""
0.084291764
""
0.19630489
0.1970396
""
""
0.16844207
0.11684901
""
0.21966182
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.2297817
""
""
0.11569203
""
0.22583425
""
""
""
""
""
""
""
""
""
""
""
""
0.19029595
""
0.14665787
0.12007195
""
""
""
""
""
""
""
""
""
""
""
0.23772801
""
""
0.076376528
""
""
""
0.099397257
""
0.23444462
""
""
""
0.40906382
""
""
""
""
""
0.23185813
0.095819451
""
0.20556889
""
""
""
""
""
""
""
""
""
""
""
0.097121768
0.20447527
0.15520398
0.30016944
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10658284
""
0.064684615
""
""
""
0.15295666
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.17590487
""
""
""
""
""
""
""
""
""
0.21306333
""
""
""
0.34643662
""
0.22279793
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.23257464
""
""
0.31614342
0.34591106
""
""
0.11864852
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36838445
""
""
""
""
""
""
""
""
""
""
""
""
""
0.16414674
0.45402086
""
""
0.33277124
""
""
""
0.29127049
""
""
""
""
""
""
""
""
""
""
0.22582252
""
""
""
""
""
""
0.200993
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11042971
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.098786063
0.10575973
""
""
""
""
0.11570403
""
0.089657165
""
""
""
""
""
""
0.3399466
""
0.10372721
""
""
0.087808691
0.06419985
0.11086491
0.23897533
0.031264123
0.15542242
""
0.27827847
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.19869818
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.073115379
0.15209825
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.06527365
0.065519162
""
""
""
""
0.14393194
""
""
0.14017037
""
0.12409027
0.053722508
0.099369735
0.20140277
""
0.22656338
""
0.051974624
""
""
0.16274957
0.14338562
0.30185589
""
""
""
0.24471849
0.15482906
0.10966287
""
0.11827809
0.33025447
0.24958906
""
""
""
""
0.22927815
0.16805717
""
""
""
0.21423461
""
""
""
""
""
""
""
0.2109438
""
""
""
""
""
""
""
""
""
0.23958702
""
""
""
0.076751657
""
0.073519461
""
0.10751162
""
""
0.049674455
0.092607483
0.23482154
0.076796234
""
""
""
""
""
""
""
""
""
""
""
""
0.097118229
""
0.23977587
""
""
""
""
""
""
0.24861547
""
""
0.21390322
0.2376276
""
""
""
0.15041013
0.1168901
0.12752442
0.29293969
0.08041922
0.10639635
0.19834884
""
""
0.13826512
0.19216937
0.099657595
0.12380823
""
""
0.07905779
0.31372207
""
0.045762178
""
""
""
""
0.16225626
0.12860364
0.20890281
0.08243636
""
0.12189303
""
0.20358677
0.13059719
""
""
""
""
""
""
0.21532024
0.21675116
0.067132354
