comcoll_black_pooled_mean
0.30340508
0.2870166
""
0.2609542
0.32390621
0.249092
0.30319244
0.12586087
""
0.23652162
0.22816373
0.29264966
""
0.28434095
0.28036982
""
""
0.28820881
""
0.21342915
0.25810939
0.31005213
0.30862489
0.23741955
0.33391276
0.28937608
0.3172555
0.28417864
0.29825911
0.26097816
0.32842135
0.30558428
0.29765502
0.33614206
0.30298421
0.3011944
0.26681745
0.26505899
0.19067925
0.28830612
0.30953446
0.28779998
0.25128394
0.29204458
0.39402348
0.26446915
0.26206043
0.15163559
0.27524671
0.23781966
0.26388305
0.2428222
0.21260481
0.079235248
0.2545138
0.22079612
0.25323379
0.29834276
0.16428451
0.2866931
0.25228217
0.29947874
0.16331723
0.19548957
""
0.41840285
""
""
""
""
0.25546381
0.28599769
0.23261699
0.29561707
0.17648678
0.22766168
0.28774729
0.18496554
0.30641371
0.24336837
0.23017921
0.30683815
0.35549104
0.31556386
0.30159658
0.31754574
0.17189048
0.29130682
0.27936372
0.24773081
0.24239257
""
""
0.25445524
""
""
0.25791237
0.24386767
0.26810542
0.25720519
0.22061247
0.35941255
0.30549061
0.25605243
0.30854154
0.30001888
0.30868801
0.25976479
0.19336911
0.155598
0.30897182
0.27870089
0.30298874
0.3142083
0.3122347
0.31237516
0.29646438
0.14084557
0.23820725
0.22925742
0.23010358
0.209811
0.24904631
0.30475569
0.19940889
0.23912157
0.26058555
0.23746517
0.21852095
0.20036015
0.33524981
0.21365151
0.31202751
0.14487828
0.25615811
0.27028546
0.22052196
0.2597219
0.21254104
0.29013416
0.33445206
0.20451209
0.2784673
0.34485272
0.2324374
0.19316362
0.25987893
0.2866188
0.26211733
0.24813667
0.27733549
0.29796374
0.28085887
0.21168157
0.25828508
0.26891398
0.25474185
0.23907295
0.18032315
0.40572906
""
""
0.30330294
0.26950184
0.30155018
0.37747127
""
""
""
0.2590681
0.28186959
0.32309365
""
0.253665
0.26260453
""
0.23986766
0.2521517
""
""
""
""
0.29293156
""
0.25589475
0.28602085
""
""
0.32163537
""
0.30730402
0.41095743
0.31821465
""
0.18582219
0.28622213
0.26328862
0.2102699
0.23963593
""
0.25193417
0.22436868
""
0.3234131
0.29288396
0.28083062
0.299077
""
0.26205048
0.2749534
0.11797301
0.33262098
""
""
0.31163159
0.32324079
0.18981495
0.28653464
0.40218109
0.11472767
0.2487641
0.36440563
0.32866314
0.1910904
0.27219766
0.25521976
0.54209852
0.29697552
0.38991714
0.29847112
0.26003245
0.3042185
""
0.39744103
""
0.30631274
""
0.40720996
""
""
0.41964868
0.36798078
0.27320847
0.31554759
0.20593697
0.29086697
0.16062948
0.27261746
""
0.55080879
0.34020266
0.44225267
0.44058889
""
0.37047067
""
""
0.39865446
0.2904166
0.35367063
0.28068832
0.31015462
0.35575491
0.26733741
0.37059242
0.40882111
0.35987005
0.37326524
0.30981293
0.26862246
0.22950074
0.20354079
0.24526218
""
""
""
0.26363438
0.34237778
""
""
0.37265405
""
""
0.42517626
0.39772421
""
0.37187731
0.36989886
""
""
""
""
""
""
""
""
""
0.36232173
