kir_imm_hisp_pooled_mean
""
""
""
""
""
""
""
0.39957991
""
""
""
""
""
""
""
0.45562437
""
""
""
""
""
""
0.41974336
""
0.37895891
""
""
""
""
""
""
""
""
""
""
""
0.54130876
""
""
""
""
""
""
""
0.57874042
""
""
""
0.60724813
""
0.57189435
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55476958
""
""
""
""
0.53486723
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47014838
0.46213278
""
""
""
0.53546208
0.48772326
0.4262971
""
0.46355838
0.46596339
0.47439122
0.47825685
0.48722008
""
""
""
0.47304881
""
""
""
""
""
""
""
""
""
""
""
""
0.37946075
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52203274
""
""
""
""
""
0.50227153
0.53624988
""
""
""
""
0.49267477
""
""
0.49851367
0.55198306
""
""
0.47530723
""
0.47033954
0.55632597
""
0.5140658
0.4591186
0.51886255
0.5025565
0.4825187
""
0.49053583
0.47852632
0.476338
""
0.51223606
0.48104957
0.54717678
""
0.43270722
0.48087794
""
""
0.52273023
0.55220824
""
0.5180788
0.54498345
""
0.4928211
0.51670825
0.51486546
0.49366012
0.49700055
0.53489304
0.50544846
0.50429612
0.56826138
0.54451185
0.55437201
0.50759971
0.55738246
""
0.51647156
0.5472855
0.54729664
0.48646471
0.51638186
0.50648725
""
0.48219606
""
0.52683282
0.53325248
0.44896004
0.49740335
""
0.52700806
""
""
""
0.5449968
""
""
""
""
""
""
""
""
""
0.49175212
""
0.5872761
""
""
0.47752333
""
0.35673976
""
""
""
""
""
""
0.55552226
""
""
""
""
0.59487247
""
""
""
0.4887341
""
""
""
""
0.47009772
""
""
""
""
""
""
0.52795094
""
0.4599227
""
""
""
""
""
""
""
""
0.54317713
""
0.53353107
0.48442873
0.5129292
0.52446264
0.50002873
0.4908537
0.61512417
0.46265557
0.51986063
0.51287055
0.56345063
0.53696281
0.54955357
""
0.48705146
""
0.50944489
0.53578353
""
0.54347539
0.45546499
0.48074636
0.5010193
""
""
""
0.52332431
0.55990815
0.45497763
""
""
""
""
""
""
0.43034521
0.50254703
0.46900424
0.50694323
0.48779804
""
0.45486361
""
""
""
0.51722693
0.47267026
0.52343404
""
""
""
0.46340883
0.46205172
0.60897291
0.54123759
0.53342658
""
0.49805078
0.44195393
0.4835133
0.46950689
0.53610188
0.48509836
0.51958221
0.47667286
0.38719755
0.61010921
0.4764598
0.50053167
0.48493403
0.50774378
""
""
""
""
0.45857149
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51810777
0.50415957
""
0.51604885
0.61815912
""
0.51950765
""
0.54006338
""
""
0.54510683
""
0.62968612
""
""
""
""
""
0.47434241
""
""
""
0.56091553
""
""
""
""
""
""
""
0.62176096
0.42188746
0.58250159
""
0.53094721
""
""
""
0.54834604
""
""
0.51432437
0.38331199
0.46981576
""
""
""
""
""
0.52844089
0.42444447
""
""
""
""
""
""
""
""
""
""
""
""
0.49983799
""
""
0.47891417
