hs_hisp_male_p100
""
1.0684512
""
""
""
""
""
0.80505979
""
""
""
""
""
""
""
0.69933569
""
""
""
""
""
""
0.97973752
""
""
""
""
""
""
""
""
""
""
""
1.080613
""
0.92262989
""
""
""
1.1600771
""
""
""
0.86508036
""
""
0.42384198
0.90086609
""
0.88910013
1.050977
""
""
""
""
""
""
0.98624176
""
""
""
""
""
""
""
""
""
""
0.89052105
""
""
""
""
0.80345327
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.95551074
0.89436102
0.78647393
0.76967698
0.99722582
0.94582725
0.88325548
0.99662501
0.95424938
0.88155878
0.92111152
0.90798473
0.84717441
0.96853429
""
""
""
0.93928665
""
""
""
""
""
""
""
""
""
""
""
""
0.83866781
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.1044279
""
""
""
""
""
1.0905913
""
""
""
""
""
0.9475916
""
""
""
0.88603425
""
0.82106549
0.92032212
0.72168201
0.79356146
0.91791624
1.0947571
0.89572841
0.9756515
1.0060831
0.82243484
0.9303565
""
0.96414232
0.94241017
0.70806223
1.035054
0.89732879
1.0070343
1.0084146
""
0.98502082
0.98577255
""
""
0.96631438
0.88477123
0.96073955
0.91442096
1.0218736
""
0.91722959
0.93728656
1.0130205
0.90992129
0.93192875
0.90241903
0.91543013
0.90645278
0.91357523
0.96318847
0.87910777
0.98097891
0.77838379
""
1.1665243
0.88482243
0.94366825
0.93573457
1.0355188
0.94287014
""
0.95320362
0.83729839
0.94532079
0.95191854
0.78913301
0.87379688
0.94085354
0.91222411
""
""
""
0.8829456
0.8418538
""
""
""
1.0135942
""
""
""
0.87078226
0.90338266
""
0.98012489
""
""
0.91695523
1.0933963
0.51204509
""
""
""
""
1.0506862
""
0.95162499
""
""
""
0.92749548
0.96862704
1.0337131
""
1.1686795
0.86016411
""
""
1.2817565
0.93975019
0.8863852
0.97895116
""
""
""
""
1.034511
0.98030269
""
0.71005994
""
""
""
""
""
""
""
""
0.8843407
""
0.95090836
0.93605059
0.99374026
0.75992149
0.96669835
1.1108667
0.7856307
0.96874404
0.98738551
1.043779
0.77740979
0.97862554
0.96856147
""
1.1489691
""
0.97854745
0.91813183
""
0.94044793
1.0867306
1.0280286
0.88087302
""
""
""
0.9026159
0.89578819
0.95576727
""
""
""
""
""
""
0.97268552
1.0514274
0.87659317
1.2554166
0.98693025
""
0.85248721
""
""
""
0.89735979
0.90059346
0.86017841
""
""
""
0.99511558
1.0684484
1.0670298
0.94397026
0.89023155
""
0.87453061
0.84786475
0.95315152
0.82675058
0.90206915
0.97845894
0.9363758
1.009625
0.85950214
0.93683565
1.0376191
0.89649612
0.93979508
0.93815154
""
""
""
""
0.90151066
""
""
""
""
""
""
""
""
""
""
1.032878
""
""
""
""
""
""
""
""
""
""
""
0.9392069
""
""
""
""
0.69201058
0.81988758
""
0.87625319
1.0854775
""
0.92833763
""
0.90492034
""
""
0.87883288
""
1.2327665
""
""
""
""
""
0.91145241
""
""
""
0.55575746
""
""
""
""
""
""
""
0.94475222
1.1542919
0.89772344
""
0.95633519
""
""
""
""
""
""
0.93556041
0.93751442
0.63423574
""
""
""
""
""
0.94609374
0.78539801
""
""
""
""
""
""
""
""
""
""
""
""
1.0126619
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.81522572
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.90690333
1.2599314
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.0533282
""
""
""
""
0.78592175
0.97115564
0.65917534
0.96339113
0.91834259
""
1.0004294
""
""
0.6532039
""
""
""
1.0890251
""
""
""
0.8905021
""
0.43751749
""
""
""
1.0314915
""
""
""
0.91293192
""
1.4796066
0.55984384
0.92895615
""
""
""
""
""
1.0183192
""
""
1.214098
1.6693941
1.443645
""
""
1.2843671
""
""
""
""
""
0.69586372
""
0.86819923
""
""
""
0.96062076
""
""
""
""
""
0.92149609
""
""
0.78011143
""
""
0.9403258
""
""
""
""
""
""
""
""
""
1.0625669
""
""
""
""
1.0332799
0.73681015
""
""
""
""
""
""
0.90307093
1.0728228
1.0230051
""
0.91230357
0.97762901
""
""
""
""
""
0.8486529
0.70093346
""
""
0.84975201
""
""
""
""
""
""
""
""
""
""
0.74562109
0.99059772
""
""
""
""
""
""
""
""
0.96893752
0.91089606
""
0.71746665
""
""
""
""
""
1.0932891
""
1.1746602
""
""
""
""
""
1.0347682
0.89302111
""
0.75260347
""
""
0.94983852
""
""
""
""
""
""
1.3033369
""
""
1.0634774
""
""
""
""
""
""
""
0.92448556
""
""
""
""
""
""
1.1344315
""
0.88790995
""
""
""
""
0.78627801
""
""
""
