working_hisp_male_p25_se
0.037557464
0.042826269
0.11014292
0.025717596
0.022361413
0.066147871
0.016037
0.071826085
0.083550319
0.030107027
0.025497798
0.013067164
0.096943676
0.052594803
0.024713
0.1013923
0.077388927
0.028030919
0.10525527
0.072597653
0.02434955
0.013230669
0.033046845
0.031751387
0.01301667
0.082748413
0.024421908
0.016891234
0.012079486
0.058563948
0.060842201
0.04486553
0.016615337
0.016068108
0.065438062
0.021257637
0.052448235
0.033466078
0.1127314
""
0.028943894
0.073885389
0.11667201
""
0.071926244
0.069732942
0.0096850302
0.039377984
0.024985846
0.047575649
0.023151025
0.027894909
0.042065732
0.1082758
0.10216627
0.025270626
0.074228793
0.10132814
0.062006522
0.041018896
0.06464798
0.022042608
0.070202015
0.053891342
0.08715041
0.049254116
""
""
0.1018587
0.066179827
0.097132109
0.064672656
0.056853127
0.046649691
0.062373307
0.098763831
0.050613333
0.073840871
0.082887009
0.017267393
0.047496915
0.041749235
0.097346656
0.051904842
0.016369855
0.053184129
0.054651599
0.022209851
0.028135512
0.033247031
0.043851998
0.064283513
0.06187227
0.030308366
0.064141855
0.091009378
0.039197247
0.013848406
0.0049262848
0.0087897032
0.011089943
0.0021849119
0.0056765201
0.007992534
0.013153788
0.0042562438
0.011398514
0.011374112
0.039854214
0.014875473
0.023310306
0.033409443
0.020070065
0.089679569
0.02115914
0.019492859
0.019737422
0.087191314
0.084161259
0.067641906
0.025478195
0.031110514
0.058358859
0.024389224
0.071389072
0.024491075
0.029187219
0.055791512
0.064108722
0.078492567
0.0070594423
0.064599842
0.032373801
0.081769198
0.015594738
0.064404733
0.027220288
0.018534679
0.062194318
0.065790758
0.025252249
0.029166153
0.098363511
0.058611628
0.043508545
0.076393291
0.02989009
0.047161184
0.05810374
0.07168521
0.067502119
0.023652909
0.054507188
0.083210953
0.016312642
0.027684167
0.094881393
0.032414578
0.053802054
0.10822625
""
""
0.026029425
0.012830455
0.1090724
0.0043849871
0.080506213
0.057172909
0.067848615
0.023902185
0.008557098
0.021440754
0.043054752
0.016465042
0.060155045
0.043419998
0.017528689
0.010026608
0.031493362
0.079243727
0.072600171
0.05371514
0.023283988
0.086332306
0.041385237
0.020515053
0.072237372
0.094887979
0.027252091
""
0.10616683
0.026779035
0.020370714
0.10698441
0.11469099
0.063159965
0.022203906
0.033816043
0.01370645
0.031090284
0.014512076
0.01754782
0.035638534
0.031044234
0.030822001
0.018985871
0.014634529
0.051958404
0.045378186
0.023658682
0.047231983
0.038502168
0.093384445
0.094204545
0.01060447
0.031428378
0.015020949
0.01023658
0.068588935
0.067781284
0.060776185
0.079596937
0.069774829
0.06983766
0.018542111
0.041735847
0.079270795
0.045216549
0.020637015
