grad_other_pooled_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.044025265
""
""
""
""
""
""
""
0.054732945
""
""
""
0.046879429
""
0.074274831
""
""
""
""
""
""
""
0.087981969
""
""
""
""
""
""
""
""
""
""
0.022505667
""
""
""
""
0.035881195
""
""
""
""
""
""
""
""
0.071867295
""
""
""
""
""
""
""
""
""
""
""
""
""
0.069142915
""
""
""
""
""
0.016009457
""
""
0.030667616
""
""
0.054793593
""
""
""
""
0.05504822
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.044120874
""
""
""
""
""
0.049485885
""
""
""
""
""
0.048797101
""
""
""
0.01715656
""
""
0.032408312
""
""
0.024070127
""
0.063371278
0.027415158
""
0.035355698
""
""
0.026573876
""
""
""
0.0091682132
""
0.059536301
""
""
0.023456208
""
""
0.037392624
0.050828204
0.082417734
0.014291679
0.040998604
""
0.017410746
0.01639392
""
0.018854091
0.012866041
0.027736291
0.020921841
0.060470011
0.019242287
0.038008906
0.020219445
0.041033946
0.045771733
""
""
0.021344785
0.034361865
0.029883029
0.04719153
""
""
0.042018883
""
0.027521819
0.077057451
0.046527185
0.029306289
""
0.033967339
""
""
""
0.013440143
""
""
""
""
""
""
""
""
""
0.036497869
""
0.06818527
""
""
0.023457244
""
""
""
""
""
""
""
""
0.033749029
""
""
""
""
0.06393192
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.074119203
""
0.044682488
0.048209105
""
""
0.043334048
0.057018917
""
""
0.074558377
0.05195957
0.092572972
0.061227307
""
""
0.050987273
""
0.028785171
0.02589759
""
""
""
0.055533592
""
""
""
""
0.024941925
0.048518676
""
""
""
""
""
""
""
""
""
""
""
0.029893134
""
""
""
""
""
""
0.061405234
""
""
""
""
0.066957392
""
""
0.033089593
""
""
0.057829507
""
0.025892727
0.045740318
0.040034451
0.052252166
0.033971213
0.054945569
""
""
-0.0055497191
0.061859552
0.069764733
0.052554395
""
""
""
""
0.05940906
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.067469843
""
""
""
""
""
0.052798625
""
0.06140935
""
""
""
""
""
""
""
""
""
""
0.043607712
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.044829093
""
""
""
""
""
""
0.043022223
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.065484218
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.082472704
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.042239148
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.018783282
0.0074173668
0.037152827
0.015031887
0.067955211
""
""
""
""
""
""
""
""
""
""
""
""
0.0015914025
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
