kfr_imm_other_female_p50
""
""
""
""
""
""
0.43991587
""
""
""
""
0.54460216
""
""
""
""
""
""
""
""
""
0.51659638
""
""
0.56538063
""
""
0.46057749
0.55316377
""
""
""
0.59338015
0.51691556
""
0.66484994
""
""
""
""
""
""
""
""
""
""
0.50596792
""
""
""
0.56207645
""
""
""
""
""
""
""
""
""
""
0.62928981
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38138244
""
""
""
""
0.43195894
""
""
0.48762375
0.62913316
""
""
""
""
""
""
""
""
""
0.53199655
""
0.51380152
0.50467581
0.54442286
0.49551773
0.57761884
0.50024086
0.42873642
0.56795025
""
""
""
""
0.44468814
""
0.60400921
""
0.53570163
""
""
""
""
""
""
""
""
""
0.54674965
""
""
""
0.55908841
""
""
""
""
""
""
0.59644622
""
""
""
0.37142879
""
""
""
""
""
""
""
""
""
""
""
""
0.53977609
""
""
""
""
""
""
""
0.59679753
0.60010487
""
0.61604029
""
""
""
""
0.54909849
""
""
""
""
""
""
0.5048182
""
""
""
""
0.51503295
""
""
0.55321711
""
""
""
""
""
0.49009064
0.65163952
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41545796
""
""
""
""
""
""
""
0.59378791
""
""
0.57702345
""
""
""
""
""
""
0.59648359
""
""
""
0.51632351
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56697857
""
""
0.53711063
""
""
""
""
""
""
0.57844436
""
""
""
0.66658294
0.61403072
0.51678777
0.47944832
0.54446691
0.47622868
0.60051453
0.54013014
0.6451565
0.42118725
""
""
""
""
""
0.48528093
""
""
""
0.48959288
""
""
0.53548992
0.52974701
""
0.47050595
0.52410394
""
""
""
""
""
""
""
""
""
""
""
""
0.55075842
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54972821
""
0.59357321
0.58343941
0.65680462
""
0.51427132
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.35781696
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52946228
""
""
""
""
""
""
0.50154245
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53835404
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36961406
""
0.56519836
""
""
""
""
""
""
0.5192467
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47764146
""
0.5258556
""
""
""
0.5431239
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5569312
""
0.57241285
""
""
""
""
""
""
""
""
""
""
""
0.67705786
""
""
0.61659116
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48480102
0.54890728
0.5742951
""
""
""
""
0.51522797
""
""
""
""
""
0.60711229
""
""
""
""
""
0.47717145
""
""
""
""
""
""
""
""
""
""
""
""
0.59422499
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51949066
0.4723717
0.52069998
""
""
""
""
""
0.39937553
""
0.49881247
""
0.53246796
""
""
""
""
""
""
0.50458962
""
""
0.50622249
""
""
""
""
""
""
""
0.48731047
0.53473914
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.57409191
0.56444508
0.55990046
0.55644745
0.53802925
0.61581868
""
""
""
0.55000561
0.53661472
0.56117558
0.49512759
""
""
0.54477417
""
0.60233229
0.58067822
""
""
""
""
0.59956771
""
""
0.52441084
""
0.52484399
""
""
""
""
""
""
""
""
""
""
""
0.54815334
