kfr_24_black_female_p1
0.33310273
0.3016519
0.29060602
0.2672523
0.24008094
0.34516031
0.34302741
0.31271249
0.34769601
0.25837618
0.35974947
0.36681125
0.36063132
0.17382762
0.38212022
0.32895643
0.28149068
0.34614003
0.27889645
0.3335503
0.34241301
0.43314871
0.34642953
0.28352079
0.43927753
0.36500055
0.30203769
0.31873456
0.29766801
0.36600667
0.31373131
0.31635919
0.3416326
0.30758265
0.28909293
0.28537872
0.31957617
0.32266325
0.31183037
0.28648537
0.34801501
0.28706089
0.29780635
0.31592545
0.2970584
0.30760878
0.32355255
0.34745285
0.3150233
0.29650557
0.32588971
0.30358112
0.28654042
0.34789503
0.24100028
0.35558534
0.30720443
0.31179616
0.32629925
0.29845446
0.32808635
0.30294684
0.28983206
0.24449423
0.30571753
0.27794558
""
""
""
0.41949302
""
""
""
""
0.43292499
""
""
""
""
""
""
""
""
0.35672823
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41025153
0.38502881
""
""
""
""
0.36797014
0.41299868
0.33927497
0.359384
0.25931343
""
0.64759851
0.43763709
0.30125111
0.25303692
""
0.49500141
""
0.3431538
0.40908733
""
0.30403024
0.281039
""
""
0.27145466
0.2642546
0.47832903
0.2757895
0.37540165
0.29076296
0.20219237
0.34620634
0.32666507
0.30239677
0.32467583
""
""
0.32765394
0.11067377
""
0.35040608
0.33509919
0.30280492
0.28616059
""
0.23227544
0.29736379
0.44159317
0.31984225
""
0.30530909
0.41111523
0.33978453
""
0.28437039
""
""
0.28803155
0.26703936
0.29927689
""
0.26377308
""
0.31781796
""
0.29504475
""
0.29315841
""
0.38359424
0.2971299
0.30674455
""
0.25574085
0.24037279
""
""
0.35486615
0.20217766
""
""
0.28355372
""
0.27592525
0.27991861
0.29932755
""
0.33992949
""
""
0.33691332
""
""
0.35387266
""
0.41024485
0.29622868
""
0.26066455
0.36159557
""
0.34072959
0.24929351
0.51476479
""
0.35218564
0.32146952
0.33114737
""
""
0.34182513
""
""
0.35760933
0.40987918
0.22448035
0.41264811
0.38160476
""
0.37160581
0.36278236
0.47862053
0.35350004
0.39262238
0.32121924
0.34740886
0.4302946
0.34629196
0.44124335
0.3930907
0.37759313
0.265311
""
0.45464796
0.36657056
0.45234242
0.35184404
0.37992105
0.67739677
""
0.35692021
""
0.40143529
0.39617008
0.26423651
0.31831622
""
0.3628611
""
""
""
0.44682583
0.57999599
""
""
""
""
""
""
""
""
0.32198015
""
0.30961671
""
""
0.34095892
0.25947729
""
""
""
""
""
""
""
0.32653588
""
""
""
""
0.32918233
""
""
""
0.34166187
""
""
""
""
""
""
""
""
""
""
""
0.30205449
""
""
""
""
""
""
""
""
""
""
0.39645365
""
0.37191078
0.38036335
0.34627488
0.4298667
0.3504003
0.36262041
0.35393694
0.44883963
0.33651915
0.34093955
0.34837738
0.35299835
0.33172017
0.30894759
0.34369385
0.24425159
0.31077418
0.38786551
0.342089
0.43929034
0.36731938
0.37559238
0.4058243
0.31735563
0.28882205
0.29465619
0.33374897
0.30717424
0.37440404
0.1743343
0.30551365
""
0.40871212
0.31387797
0.32269925
0.37509593
0.38246506
0.33947083
0.33958319
0.34220597
0.22597112
0.3026613
0.30751231
0.30816761
""
0.30228832
0.34324837
0.31073233
0.36579496
0.27670953
0.33545893
0.3470681
0.35899848
0.32697493
0.37917611
0.44812593
0.3184458
0.32444724
0.27382746
0.34660423
0.36985123
0.36664662
0.28417772
0.32392097
0.32265934
0.33188999
0.310745
0.33536908
0.26493436
0.31460518
0.34076083
0.32138023
0.33854792
0.31077763
0.35190785
0.29906604
0.31977823
0.35153875
0.36943743
0.32941726
0.39360479
0.25493619
0.3631312
0.34215456
0.1760135
0.22597004
0.33387116
0.32959729
0.35810554
0.30246148
0.28974134
0.30106816
0.25259227
0.39981458
0.32760367
0.32362705
0.3716152
0.32279372
0.35999578
0.31279466
0.35394973
0.38743365
0.26913142
0.32708147
0.32965943
0.33770415
0.25626543
0.29924947
0.30690351
0.34728155
0.30619603
0.35625875
0.29851657
0.27618191
0.35891619
0.27567163
0.33099842
0.40553293
0.28090119
""
""
0.26021162
0.34309188
0.33467582
0.3036201
0.27331755
0.31158674
0.19814043
""
0.32455513
0.38211432
0.29170477
0.32651141
""
0.35892355
0.32941473
0.46183285
0.2988137
0.3229453
""
""
0.30767381
0.28298178
0.33201575
0.31400374
0.35759068
0.47582
0.3461023
0.29563242
0.33114156
0.3867411
0.35371533
0.40272066
0.33384994
0.32529977
0.22635192
0.32394484
0.28984156
0.37120524
0.35357192
0.28204
0.28256515
0.32294047
0.29976282
0.32002091
0.29360861
0.31502065
0.3858079
0.36192048
0.3678996
0.30266654
""
0.28460556
0.41149843
0.28977668
0.30577439
0.21134198
0.33443096
0.27662387
0.3192336
0.32359353
0.14419951
0.33528665
""
0.31944707
0.30135518
0.33032909
0.28250819
0.32370666
0.27498904
""
0.29254135
0.39964053
0.2991237
0.35423511
0.30768248
0.191488
""
0.27226999
0.2988219
0.33526075
0.32491907
0.30954146
0.35797098
0.29892895
0.30579844
0.31211066
0.27768877
0.263567
0.27600229
0.31567672
0.24792627
0.34737572
0.24935757
0.31176266
0.27885589
0.3502703
""
0.37928551
0.32283035
0.27131674
0.38894624
""
0.23786353
0.39839488
