kid_white_female_n
56933
23300
7554
70096
38794
6708
79368
8658
5860
28875
37660
110087
6293
15564
35165
4169
3819
35264
5339
4472
33770
36422
25340
11702
101371
2673
14158
37231
77853
8345
8679
19052
73535
37978
5170
41948
8920
12056
1514
1541
31754
6000
3732
2381
3841
4029
82422
24993
58935
15285
31729
48383
18465
1424
2150
31513
4822
1813
1956
9501
5995
52750
3123
9391
17516
12247
5654
13394
8967
14304
4004
6604
4521
14829
7105
4676
17240
12868
4964
67480
7528
16544
10194
16234
109964
13730
14280
22651
45929
30062
22591
8926
10038
44325
10882
4355
21264
40874
165710
42504
49022
144052
90728
42426
46243
112146
40413
95090
12202
27377
21376
12631
44481
3194
40174
75325
35626
1888
2063
2272
17519
9367
7409
8914
7449
27391
26419
8674
3941
4674
254120
10699
15653
7675
25105
11041
41223
17086
3244
9062
27498
15152
2827
4596
9920
2816
18318
10101
5492
5573
16443
79339
15682
2536
52671
45931
5048
23079
6355
19433
5287
8945
25065
184659
3176
273557
12102
12393
4145
32799
437971
40470
13448
53718
13311
5391
49572
139322
17276
9340
8723
11110
115565
13330
11093
203185
6082
17430
48906
4498
9189
19171
103123
5700
7724
20074
27740
30695
81804
11644
62015
43750
15375
21074
41577
62378
149611
19727
28189
34215
28619
42434
6142
5772
54342
79594
42834
229852
22278
22437
12454
20116
25692
14002
158797
36311
29627
42348
235268
78570
69641
39676
6199
24979
4244
16312
6309
34186
2528
23439
35468
16316
17825
43025
15937
12351
23096
112168
17693
30869
218649
35391
22754
4684
27925
17527
11762
104367
19508
85656
24203
57331
111874
103108
83841
537530
109507
376474
432404
48059
34021
13517
2904
30677
3435
7625
75160
35891
10782
28589
141915
804
1444
423410
138273
12780
55715
284909
17353
4742
4490
2969
6352
10131
6547
8899
3919
16148
12325
31523
289633
4811
15001
26940
7478
8551
8533
11871
22591
3169
19303
28533
16341
21473
62783
33735
6706
42256
33182
24917
13880
57300
19401
10414
12122
20746
33988
15010
13446
36889
8287
54042
58808
137757
12817
516566
61128
11636
16199
208594
4169
8889
27003
40265
17112
5983
10360
8077
5221
6734
15740
11223
13457
2912
15590
24520
3901
18936
7844
8922
20964
2744
28653
432
1524
6146
5205
2668
1557
1346
3497
3903
13157
285
1084
294
2041
746
710
8190
1224
392
319
492
1000
210
679
429
1262
1417
3113
2197
2643
4076
1608
22748
5089
2148
1953
218
731
5782
9828
3441
3187
11272
22156
1804
4093
307
13165
8960
1943
1161
711
1162
5615
3297
2162
2188
975
606
2323
297
9271
5815
7201
6548
7045
5333
5463
11116
61238
3976
4144
5762
16490
220
445
142
207
6241
9602
2187
745
6592
7347
4642
3216
8617
19810
2521
30779
4565
5394
83599
4119
1834
232
929
1574
4070
54141
614
460
11477
1229
1219
675
575
1162
2086
867
568
2264
6203
5057
1364
10455
1219
2477
40856
192462
2044
183
3434
4936
8257
3896
968
608
2103
1271
1283
6575
2555
1988
12663
29612
55498
8397
5629
5903
4401
13856
9135
164982
17695
9515
3186
2034
30101
8431
48272
14679
28155
6425
15268
30454
8599
37947
6259
78291
3811
2830
9738
16873
5040
649
2525
54
6631
192
5789
17271
4970
1544
18855
5312
671
703
102
2581
3794
1478
1012
2396
1450
2590
2263
10680
3098
994
82130
4068
74507
1620
4670
263
17487
1277
786
607
258
389
1465
8885
20058
12004
24484
249375
37689
12738
7449
7414
1607
489
1401
1206
198
3119
1483
1630
15927
572
1132
12951
2787
363
1644
4925
4784
19727
7508
22850
143111
215811
17434
35075
23961
18702
13254
3932
639
9829
5597
6779
92905
5122
16616
17413
8404
29
35870
966
73
65
163
134
1197
3036
1288
1631
188
105
172
9353
2237
1958
10358
1458
4280
1347
3013
4162
1419
141
1075
16271
527
960
9592
8203
5538
1270
2123
11986
14083
6079
1418
8849
241
13762
1281
3184
1208
7735
641
304
2590
34336
828
226721
2962
53775
18250
1122
11093
20841
3224
7946
3210
13140
4586
55431
5786
1166
17530
7382
941
3799
371
56834
174042
21371
34087
1418
2296
4259
5693
2063
10445
13293
779
724
21364
11522
25148
3878
15996
47296
39715
63888
29426
175966
102287
6377
2144
2171
35979
46007
202198
98308
335
2210
145293
8167
37205
631238
9286
6211
7284
9032
67101
8400
22455
171254
6010
88086
5860
16945
30381
4481
761
15986
322
906
1171
15789
7597
321718
