spouse_rk_black_male_n
133.0
50.0
""
366.0
614.0
155.0
1635.0
23.0
""
521.0
438.0
2271.0
""
63.0
276.0
""
""
161.0
""
206.0
1419.0
1741.0
514.0
546.0
2380.0
177.0
571.0
1195.0
3058.0
225.0
446.0
346.0
2516.0
1773.0
371.0
675.0
222.0
305.0
122.0
133.0
1574.0
329.0
130.0
21.0
185.0
261.0
3266.0
342.0
1642.0
400.0
725.0
1003.0
510.0
39.0
51.0
1287.0
161.0
""
49.0
514.0
239.0
1184.0
79.0
56.0
""
37.0
""
""
27.0
""
219.0
340.0
498.0
407.0
149.0
22.0
296.0
88.0
88.0
2724.0
359.0
115.0
30.0
140.0
1545.0
79.0
82.0
485.0
757.0
148.0
161.0
""
""
513.0
""
""
78.0
233.0
1800.0
629.0
400.0
5660.0
1710.0
374.0
469.0
2070.0
446.0
1918.0
161.0
247.0
356.0
760.0
2106.0
218.0
1577.0
1116.0
1627.0
105.0
62.0
79.0
535.0
152.0
187.0
448.0
241.0
978.0
961.0
159.0
157.0
177.0
7918.0
235.0
269.0
113.0
134.0
231.0
666.0
957.0
155.0
280.0
774.0
201.0
99.0
135.0
535.0
150.0
427.0
372.0
291.0
271.0
78.0
1753.0
585.0
219.0
826.0
1074.0
147.0
953.0
118.0
57.0
""
""
512.0
4167.0
110.0
9737.0
""
""
""
110.0
6225.0
349.0
""
373.0
23.0
""
325.0
610.0
""
""
""
""
1091.0
25.0
43.0
1559.0
""
""
441.0
""
39.0
235.0
1099.0
""
40.0
74.0
60.0
131.0
581.0
21.0
637.0
121.0
""
76.0
238.0
384.0
1731.0
28.0
82.0
129.0
50.0
152.0
""
""
1058.0
295.0
282.0
2667.0
31.0
46.0
42.0
32.0
47.0
31.0
1601.0
131.0
41.0
66.0
1252.0
539.0
173.0
349.0
""
58.0
""
98.0
""
148.0
""
""
76.0
36.0
121.0
175.0
39.0
63.0
365.0
440.0
""
73.0
1462.0
99.0
30.0
""
115.0
22.0
""
348.0
23.0
213.0
59.0
189.0
313.0
548.0
511.0
13565.0
604.0
5276.0
6341.0
825.0
685.0
188.0
74.0
""
""
""
63.0
27.0
""
21.0
496.0
""
""
2135.0
147.0
""
292.0
2216.0
24.0
""
""
""
""
""
""
""
""
""
""
28.0
1251.0
""
""
43.0
""
""
""
""
100.0
""
46.0
48.0
""
""
30.0
33.0
""
20.0
20.0
27.0
""
156.0
""
""
""
117.0
313.0
30.0
35.0
166.0
""
237.0
302.0
1484.0
131.0
7664.0
303.0
103.0
""
3144.0
""
""
156.0
194.0
50.0
""
""
""
""
""
99.0
104.0
79.0
""
31.0
112.0
""
107.0
25.0
193.0
73.0
""
40.0
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
28.0
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
210.0
""
""
""
41.0
""
""
""
""
""
32.0
""
""
""
""
""
""
""
30.0
""
81.0
""
""
586.0
""
""
""
""
""
""
541.0
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
54.0
1110.0
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
192.0
194.0
402.0
26.0
""
""
""
50.0
118.0
1948.0
54.0
25.0
""
""
186.0
""
87.0
""
45.0
""
36.0
103.0
91.0
57.0
30.0
671.0
52.0
""
33.0
417.0
62.0
""
""
""
30.0
""
49.0
209.0
67.0
""
98.0
24.0
""
""
""
26.0
""
""
""
""
""
""
""
100.0
36.0
""
890.0
""
1312.0
""
""
""
152.0
""
""
""
""
""
""
67.0
186.0
158.0
304.0
5937.0
912.0
197.0
120.0
72.0
""
""
""
""
""
28.0
""
""
120.0
""
""
145.0
""
""
""
22.0
""
318.0
104.0
871.0
1733.0
3907.0
157.0
502.0
431.0
367.0
375.0
64.0
""
56.0
""
32.0
1180.0
""
84.0
206.0
47.0
""
236.0
""
""
""
""
""
""
""
""
""
""
""
""
71.0
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
447.0
""
""
""
""
""
""
""
213.0
""
1064.0
""
337.0
""
""
""
25.0
""
""
""
""
""
58.0
""
""
""
""
""
""
""
33.0
217.0
""
25.0
""
""
""
""
""
""
22.0
""
""
24.0
""
""
""
""
241.0
303.0
483.0
94.0
1391.0
687.0
""
""
""
111.0
80.0
2984.0
961.0
""
""
1441.0
66.0
147.0
7627.0
""
""
""
20.0
84.0
""
27.0
502.0
""
104.0
""
40.0
55.0
""
""
""
""
""
""
23.0
""
1693.0
