working_hisp_female_mean_se
0.028166378
0.032121774
""
0.018797684
0.015369491
0.054594435
0.01209553
0.049741499
0.067889407
0.022258287
0.02205647
0.0092019551
0.07233005
0.038979072
0.017901164
0.081611775
0.071942367
0.021624049
0.08019843
0.063234553
0.020435395
0.010395883
0.02256551
0.029255116
0.0093632843
0.056966688
0.021711882
0.013610461
0.0085704932
0.044689741
0.045457922
0.033306573
0.011265822
0.012108423
0.05025854
0.017470492
0.056407358
0.046465531
""
0.099061355
0.023099339
0.06683448
""
""
0.085691318
0.080319434
0.0074750986
0.02685912
0.016628232
0.026511824
0.01812287
0.020903736
0.031910311
""
""
0.01831194
0.071479343
0.088591613
0.083532982
0.033809051
0.050721783
0.016560419
0.082895853
0.04899317
0.071660191
0.067424513
""
""
0.062179096
0.06598898
0.069861002
0.059747368
0.046988834
0.034164026
0.052359499
0.071111009
0.042520881
0.053877112
0.079617172
0.012956559
0.039602116
0.04050963
0.049729653
0.030274924
0.011492134
0.035463762
0.038483288
0.015976811
0.017514782
0.025802692
0.03228524
0.05457123
0.056181721
0.022283744
0.0565149
0.072148927
0.031539369
0.012012246
0.003838605
0.0073930114
0.0084795607
0.0017191806
0.0044576023
0.0067212265
0.0095530003
0.0033742527
0.0092919953
0.0077737658
0.031934544
0.011590767
0.016060488
0.023996256
0.014100213
0.075728178
0.014941818
0.014709403
0.014896588
0.10127705
0.065640002
0.091918111
0.021989748
0.033208564
0.039881427
0.020452827
0.048785016
0.01781876
0.018550323
0.040126722
0.062451303
0.066874258
0.0052886144
0.050069686
0.025893727
0.049699116
0.014027645
0.045208458
0.019392848
0.01534744
0.063652061
0.047191173
0.01690028
0.023064002
0.07214541
0.049769383
0.034490325
0.10574016
0.023508752
0.038021363
0.076273501
0.066327326
0.062033929
0.017454669
0.036474418
0.090023667
0.011767492
0.021332446
0.058083478
0.023554621
0.088030294
0.062765673
""
""
0.0164162
0.0074162213
0.072742984
0.003129181
0.055033837
0.039579634
0.077065304
0.015931176
0.0053002457
0.010870223
0.026553912
0.010795509
0.038905654
0.041489307
0.012610952
0.0069416608
0.032979514
0.048094459
0.057569213
0.049445082
0.012386765
0.05096921
0.050151438
0.011434966
""
0.042211141
0.020314207
0.091315113
0.074856088
0.021283204
0.014026501
0.056758519
0.064974226
0.048812699
0.015444657
0.021206247
0.0092258416
0.021182913
0.010958686
0.013560736
0.025892926
0.02471197
0.020091062
0.012884042
0.0099296272
0.03100629
0.030908747
0.016472165
0.031693261
0.027332958
0.088978186
0.063003972
0.0065578325
0.021689441
0.010951378
0.007559909
0.044389553
0.048810128
0.056790933
0.057216261
0.047554869
0.064897768
0.010747584
0.026982799
0.041475527
0.034473579
0.012486929
0.016197912
0.016316298
0.025281427
0.077088699
0.037012871
0.1008831
0.054298155
""
0.037494235
""
0.077792749
0.040392887
0.02474829
0.035665084
0.019920332
0.05427631
0.030966252
0.026329391
0.012187179
0.037825145
0.026391203
0.0066427002
0.024680259
0.040391561
""
0.023585554
0.044172421
0.025786042
0.010940627
0.041724741
0.010791933
0.03884694
0.0074936682
0.0068227234
0.0098683834
0.0069325273
0.0013514945
0.007322866
0.0020648583
0.0035455786
0.010895069
0.015285638
0.034825683
0.071997546
0.038739119
""
0.074945472
0.019522099
0.034617469
0.066573232
0.036042444
0.0063491422
""
""
0.0035074807
0.011834812
0.044057786
0.0080694091
0.0034784351
0.036598921
0.066713803
0.049917977
0.09555617
0.073935054
0.046999242
0.062274959
0.034131471
0.041305274
0.025777737
0.028131098
0.028508877
0.006323284
0.07092341
0.045456231
0.026393713
0.027542116
0.039717894
0.057979714
0.023190659
0.029529909
0.053682823
0.014774716
