working_other_pooled_p10
0.63869071
0.74540693
0.70613337
0.66037977
0.66918105
0.65039891
0.68272251
0.50218749
0.77265644
0.7118637
0.65500611
0.729873
0.66849762
0.80828953
0.73819125
0.77903169
0.57451648
0.61209977
0.56807715
0.73693502
0.71103328
0.67828125
0.61681885
0.71971774
0.66899973
0.62768924
0.78832084
0.72603226
0.74042833
0.73067653
0.72533369
0.76111752
0.74203753
0.74108762
0.72606719
0.64148831
0.61773288
0.88579875
0.86853349
0.94585383
0.63541561
0.70997739
0.59640872
""
0.7525295
0.7663604
0.70405769
0.64387572
0.68622839
0.79843372
0.73745
0.67203343
0.75295693
""
0.73641896
0.72386944
0.54504013
0.67168754
0.87827206
0.7221418
0.66496533
0.73245943
0.67884648
0.63486302
0.73460013
0.8279956
0.58245516
0.48125494
0.66440737
0.4534902
0.71731651
0.6154803
0.75199085
0.72539634
0.57463366
0.60825044
0.69060069
0.55462551
0.61959213
0.67875141
0.57229805
0.80728525
0.61229467
0.66956842
0.66936749
0.73608804
0.77972114
0.82701921
0.67283833
0.60041052
0.6859107
0.64894009
0.52572608
0.70481688
0.72322965
0.69013852
0.70545208
0.71210915
0.71048301
0.71259457
0.74540561
0.68713129
0.71654636
0.63540447
0.68171459
0.74955839
0.71939641
0.7132439
0.70896608
0.59512138
0.69590068
0.72350246
0.75239956
0.50277966
0.74857706
0.66601574
0.68103921
0.72977853
0.80197203
0.61664975
0.65873206
0.68553746
0.70199591
0.75201523
0.80148786
0.66117966
0.71704572
0.7832132
0.64246476
0.59292704
0.69206655
0.70038056
0.6556865
0.60020673
0.66123879
0.62092674
0.67474729
0.75223333
0.74799442
0.55794525
0.68379027
0.68771553
0.65810406
0.73761874
0.71158922
0.75331086
0.54380333
0.76352155
0.74085557
0.64664268
0.55821091
0.67339349
0.61085927
0.42750749
0.71358424
0.63673216
0.52428859
0.59989375
0.59677374
0.68836731
0.4629401
0.52838427
0.71575284
0.67122018
0.73727113
0.7188285
0.71736062
0.70409268
0.63459587
0.67890823
0.64277494
0.76036674
0.57337415
0.69805163
0.72625494
0.86710972
0.69042349
0.71957952
0.67377639
0.72195983
0.76566553
0.69325435
0.6924122
0.45807722
0.60747778
0.70581329
0.64590061
0.49803448
0.66758227
0.76764035
0.84130377
0.77744782
0.74549961
0.76604563
0.72026861
0.75345492
0.72433591
0.70862502
0.69820166
0.67535919
0.7397449
0.77892363
0.63435054
0.7049554
0.75673014
0.71686172
0.726677
0.66364264
0.68024218
0.59924191
0.7200743
0.73880661
0.71619654
0.66005427
0.68667895
0.73193377
0.70996433
0.68704945
0.65083921
0.60920012
0.73490894
0.66663253
0.60684413
0.75714809
0.68365854
0.73133552
0.6010915
0.6968376
0.70059979
0.70119494
0.73623782
0.69750494
0.5668959
0.69279104
0.84411722
0.82736361
0.68673807
0.70380098
""
0.64582473
0.6498459
0.60086167
0.6829198
0.8017959
0.73881084
0.77878326
0.81547332
0.673702
0.79823929
0.70742452
0.72539723
0.71281743
0.649023
0.77832133
0.80120438
0.75707644
0.78744853
0.75314373
0.62525648
0.70730263
0.74686491
0.78356248
0.71567315
0.75469464
0.6866588
0.68992251
0.7256934
0.71234936
0.70298767
0.71123606
0.791803
0.81378472
0.58248675
0.63773298
0.64175558
0.81360525
0.71667701
0.75602293
0.60993236
0.60650647
0.75771803
""
""
0.72716445
0.66231263
0.62560034
0.68136042
0.7057808
0.73208964
0.6827082
0.76051825
0.66926283
0.84961128
0.81703532
0.53509581
1.1902283
1.0122291
0.59608531
