kfr_29_black_male_mean_se
0.009929535
0.016344054
0.0480734
0.0052426853
0.0040338617
0.0091520846
0.0024794466
0.020521615
0.03716236
0.0040233196
0.0044580861
0.0019549909
0.034782477
0.015827985
0.0056368699
""
""
0.0079781823
0.03982285
0.0060404669
0.0024519244
0.0024469648
0.0042156936
0.0037260929
0.0021300816
0.0068291705
0.0043755579
0.0029662433
0.0019917923
0.006325841
0.0051269354
0.0059377071
0.0021876206
0.002741094
0.0042784372
0.0035427974
0.0052099079
0.0047763125
0.007012208
0.0060469029
0.0020590958
0.0051006549
0.0087845968
0.017062407
0.0059770327
0.0046319128
0.0015743289
0.0047412431
0.0021398899
0.0043975972
0.0040623085
0.0030799373
0.0032843044
0.010880938
0.010883589
0.0023874522
0.0074728481
0.019911943
0.014659744
0.0040196315
0.0061766431
0.0028214154
0.0096517224
0.012204938
0.036348775
0.019045558
""
0.035950657
0.027450152
0.036413029
0.0047739041
0.003838327
0.0031430649
0.0043900744
0.0059234686
0.01859948
0.004827843
0.0091912355
0.010267154
0.0014293776
0.0039457814
0.010171462
0.021455754
0.0087239472
0.0025977052
0.013231385
0.011469352
0.0047599217
0.003838012
0.0073884618
0.0081180129
0.025442179
0.027143365
0.0042772838
0.029140243
""
0.012313008
0.0061185034
0.0021909608
0.0036167849
0.0048107654
0.0012298372
0.0022511759
0.0050824452
0.0047067078
0.0021379546
0.004482823
0.0021449826
0.0069465451
0.0062295669
0.0048254486
0.0035353887
0.0021327061
0.0054613752
0.0025409136
0.0028383648
0.0024033561
0.0085310237
0.010079857
0.0074040275
0.0036950512
0.0067238179
0.0070515354
0.0050657396
0.0058099306
0.0028913182
0.0029123165
0.006736319
0.0055576582
0.0058581652
0.0010698019
0.0048551694
0.0051623932
0.008270517
0.0088512376
0.0056309029
0.0031362756
0.0027946667
0.0062877294
0.0047933133
0.0033476902
0.0072461702
0.0086871171
0.0067707011
0.0034599821
0.0065049059
0.0045085684
0.0043389313
0.004820548
0.0049987291
0.012796408
0.0021032288
0.0033907464
0.0061585153
0.0034764002
0.0025442448
0.0070967348
0.0027102598
0.0076129721
0.015522007
0.028566966
0.044744398
0.0060163108
0.0015655317
0.012001678
0.0012599161
0.042262793
0.048612993
""
0.010704323
0.0012062569
