lpov_nbh_asian_pooled_n
245.0
103.0
25.0
660.0
388.0
36.0
1495.0
30.0
""
505.0
350.0
2859.0
""
356.0
671.0
21.0
""
235.0
""
33.0
327.0
796.0
202.0
89.0
2429.0
21.0
176.0
548.0
3607.0
52.0
59.0
171.0
1969.0
1102.0
59.0
881.0
32.0
71.0
""
""
385.0
28.0
""
""
""
44.0
3360.0
379.0
1024.0
162.0
281.0
669.0
116.0
""
""
352.0
36.0
""
""
71.0
46.0
555.0
""
37.0
35.0
51.0
""
24.0
20.0
""
53.0
42.0
70.0
81.0
31.0
""
52.0
41.0
""
1354.0
58.0
143.0
33.0
68.0
1837.0
82.0
57.0
293.0
610.0
108.0
86.0
26.0
45.0
573.0
26.0
""
117.0
297.0
4213.0
702.0
699.0
5840.0
2050.0
568.0
893.0
4433.0
619.0
2770.0
72.0
354.0
460.0
166.0
745.0
""
761.0
711.0
837.0
""
""
29.0
188.0
53.0
59.0
158.0
45.0
484.0
418.0
52.0
59.0
50.0
10265.0
84.0
335.0
68.0
384.0
49.0
325.0
393.0
49.0
149.0
424.0
331.0
""
42.0
93.0
""
226.0
66.0
49.0
62.0
35.0
650.0
134.0
""
1416.0
621.0
20.0
329.0
22.0
97.0
""
21.0
410.0
6075.0
""
24588.0
71.0
61.0
24.0
178.0
9215.0
857.0
88.0
449.0
68.0
33.0
509.0
1691.0
74.0
43.0
35.0
60.0
1241.0
43.0
63.0
1913.0
""
45.0
459.0
""
32.0
255.0
979.0
""
23.0
77.0
178.0
147.0
771.0
61.0
673.0
324.0
89.0
113.0
217.0
529.0
1673.0
152.0
158.0
326.0
160.0
211.0
29.0
24.0
663.0
380.0
275.0
3315.0
90.0
78.0
50.0
85.0
64.0
79.0
2451.0
232.0
260.0
191.0
2003.0
403.0
443.0
434.0
""
174.0
""
81.0
""
247.0
""
42.0
140.0
146.0
101.0
380.0
84.0
89.0
281.0
1396.0
99.0
453.0
3189.0
386.0
118.0
23.0
186.0
89.0
65.0
1443.0
92.0
757.0
119.0
1117.0
1415.0
1423.0
1533.0
64421.0
3183.0
32643.0
15757.0
1204.0
626.0
139.0
""
125.0
""
36.0
552.0
299.0
34.0
165.0
2607.0
""
""
13532.0
1373.0
85.0
865.0
6533.0
156.0
27.0
34.0
""
31.0
50.0
36.0
46.0
29.0
151.0
166.0
301.0
10044.0
27.0
77.0
572.0
95.0
69.0
46.0
122.0
218.0
""
320.0
261.0
151.0
643.0
948.0
560.0
38.0
870.0
479.0
419.0
60.0
984.0
94.0
54.0
42.0
204.0
514.0
135.0
115.0
422.0
42.0
490.0
556.0
2736.0
111.0
29655.0
838.0
148.0
48.0
2994.0
""
37.0
257.0
223.0
76.0
""
24.0
28.0
""
33.0
70.0
61.0
79.0
""
93.0
173.0
""
83.0
31.0
52.0
47.0
32.0
220.0
""
""
30.0
30.0
""
""
""
""
23.0
45.0
""
""
""
""
""
""
75.0
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
194.0
""
""
""
""
""
26.0
64.0
""
""
95.0
161.0
""
""
""
78.0
47.0
""
""
""
""
""
""
""
""
""
""
""
""
60.0
73.0
43.0
204.0
43.0
45.0
133.0
86.0
1269.0
25.0
""
33.0
130.0
""
""
""
""
39.0
85.0
""
""
27.0
""
45.0
""
124.0
377.0
""
643.0
30.0
22.0
917.0
22.0
""
""
""
""
21.0
1213.0
""
""
118.0
""
""
""
""
""
""
""
""
""
23.0
20.0
""
54.0
""
21.0
485.0
5607.0
""
""
103.0
25.0
40.0
29.0
""
""
""
""
""
151.0
""
""
228.0
332.0
1347.0
52.0
82.0
25.0
89.0
126.0
112.0
2655.0
79.0
52.0
""
""
371.0
27.0
327.0
74.0
178.0
26.0
110.0
674.0
85.0
430.0
81.0
1081.0
""
""
73.0
773.0
99.0
""
21.0
""
69.0
""
32.0
279.0
115.0
""
488.0
30.0
""
""
""
""
195.0
""
""
97.0
""
""
50.0
179.0
""
""
2560.0
""
2107.0
20.0
38.0
""
283.0
23.0
""
""
""
""
80.0
587.0
592.0
240.0
749.0
20247.0
993.0
111.0
49.0
122.0
""
""
""
21.0
31.0
32.0
""
""
215.0
""
""
275.0
""
""
""
32.0
27.0
209.0
34.0
719.0
5353.0
10848.0
88.0
235.0
156.0
118.0
308.0
60.0
""
54.0
35.0
32.0
2400.0
22.0
100.0
102.0
30.0
27.0
1442.0
""
""
""
""
""
175.0
132.0
42.0
69.0
""
""
22.0
207.0
""
""
100.0
""
22.0
""
""
""
""
""
""
79.0
""
""
28.0
27.0
32.0
""
""
56.0
90.0
""
""
51.0
""
21885.0
788.0
2378.0
""
131.0
""
""
22.0
1058.0
""
5304.0
""
1442.0
141.0
""
65.0
170.0
""
73.0
1476.0
96.0
20.0
603.0
61.0
""
65.0
""
""
""
""
315.0
2496.0
175.0
207.0
""
""
""
""
""
42.0
136.0
""
""
365.0
209.0
230.0
74.0
152.0
3418.0
2485.0
6905.0
1702.0
17683.0
31409.0
49.0
""
""
1431.0
1326.0
59151.0
6909.0
""
23.0
20444.0
351.0
1685.0
123596.0
52.0
98.0
77.0
79.0
715.0
42.0
341.0
6865.0
67.0
1384.0
68.0
203.0
650.0
38.0
""
118.0
""
""
""
361.0
103.0
20829.0
