hours_wk_other_pooled_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.8851418
""
""
""
""
""
""
""
2.9830382
""
""
""
3.7523327
""
4.2965112
""
""
""
""
""
""
""
3.6042318
""
""
""
""
""
""
""
""
""
""
1.6568475
""
""
""
""
2.5972719
""
""
""
""
""
""
""
""
4.5121818
""
""
""
""
""
""
""
""
""
""
""
""
""
3.6839581
""
""
""
""
""
0.91530806
""
""
1.9333891
""
""
3.8800094
""
""
""
""
3.7778206
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.2852228
""
""
""
""
""
3.3829486
""
""
""
""
""
4.1031814
""
""
""
0.83596182
""
""
2.5270622
""
""
1.0820636
""
3.6462796
1.7231408
""
3.4212449
""
""
1.8201611
""
""
""
0.46342218
""
2.6025901
""
""
2.645709
""
""
1.9197768
3.3320329
4.3642192
0.8418352
2.3975925
""
1.1501124
0.92067271
""
0.99349701
0.71667677
1.3348852
1.5767803
3.4507978
1.1019969
1.9891771
0.86368585
3.2614501
3.0047705
""
""
1.3616832
1.6377736
1.8470556
3.0430756
""
""
2.7069001
""
1.6418834
2.9128816
4.1258183
2.1182599
""
1.6914061
""
""
""
2.3751049
""
""
""
""
""
""
""
""
""
2.043766
""
4.0318627
""
""
1.4930658
""
""
""
""
""
""
""
""
2.0641265
""
""
""
""
3.7569396
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.3571129
""
2.0270021
2.0707309
""
""
2.109437
2.581641
""
""
3.7111924
2.8201971
3.0412498
2.2603898
""
""
3.1789401
""
2.7482853
1.5475458
""
""
""
4.1103554
""
""
""
""
2.059737
3.0998557
""
""
""
""
""
""
""
""
""
""
""
1.6387346
""
""
""
""
""
""
3.9425237
""
""
""
""
3.0878921
""
""
1.656096
""
""
2.412056
""
1.5610539
3.4663551
1.9193637
2.8813853
1.8736502
4.3482018
""
""
3.8514695
5.4738598
3.384732
2.7152612
""
""
""
""
3.1137977
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.7437947
""
""
""
""
""
3.0369151
""
2.7319214
""
""
""
""
""
""
""
""
""
""
2.1185098
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.3768535
""
""
""
""
""
""
2.5700583
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.1439271
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.1470921
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.1466413
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.0003611
0.41310507
1.6528193
1.0641185
2.9934044
""
""
""
""
""
""
""
""
""
""
""
""
4.5496802
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
