kir_stycz_pooled_male_p75
0.65931004
0.50527024
0.56870329
0.54673105
0.61216712
0.56830168
0.56506997
0.57380342
0.58999956
0.59829599
0.58709025
0.55370343
0.63610595
0.65754908
0.62916696
0.67439723
0.65827662
0.70257866
0.55845237
0.59237123
0.5470916
0.55969548
0.55189532
0.51160926
0.4742938
0.59644455
0.55044645
0.5060792
0.57091588
0.56961757
0.58938223
0.47589976
0.63886029
0.5153802
0.55463183
0.51237464
0.5291695
0.47760138
0.58562165
0.51811218
0.52019215
0.52597368
0.48786619
0.5143472
0.46572569
0.78471369
0.59869558
0.66516846
0.40718424
0.47981536
0.57530648
0.56177187
0.60324407
0.57603365
0.66649884
0.64418381
0.53281677
0.59743649
0.57693106
0.5500012
0.60830122
0.51109117
0.66300857
0.5931493
0.58051103
0.42060244
0.53119838
0.73727483
0.62482345
0.60725993
0.63063574
0.62999392
0.67481238
0.59098524
0.58000147
0.56978393
0.715711
0.57303435
0.59186482
0.50443912
0.27443123
0.39563066
0.50411075
0.45495346
0.48345622
0.45817029
0.53468889
0.50751424
0.58412087
0.43857148
0.58931172
0.54931486
0.56833261
0.51652789
0.56060314
0.55663276
0.39316809
0.39715964
0.49341998
0.47094008
0.51104885
0.52873951
0.55159777
0.59101957
0.55183613
""
0.55873191
0.48484254
0.48850945
0.53618246
0.52116382
0.37075555
0.52956587
0.5045442
0.45127207
0.49034294
0.42335951
0.66559511
0.56166202
0.53607821
0.49188018
0.56839329
0.56432921
0.56825531
0.63199377
0.60602474
0.61066151
0.63948441
0.66787094
0.59097624
0.44815373
0.68783861
0.71257848
0.72334635
0.72358954
0.56479478
0.52784663
0.58456022
0.63446945
0.63450223
0.61476433
0.69791752
0.69895023
0.61070502
0.55814266
0.61068416
0.57857561
0.56401122
0.5953849
0.52146661
0.66030085
0.53967851
0.45618352
0.60052687
0.70014685
0.54689974
0.68047184
0.69593948
0.51833349
0.49519527
0.45594856
0.39027187
0.55660319
0.55434871
0.58350563
0.50806636
0.56749892
0.44287467
0.55798626
0.62419283
0.5603981
0.57193202
0.570678
0.57319337
0.5764153
0.51220608
0.52844357
0.55633575
0.63826734
0.3612541
0.57314509
0.63689214
0.71875393
0.58236748
0.48708358
0.5942753
0.43850979
0.66389209
0.64251959
0.67065686
0.54078311
0.63058716
0.675466
0.72707242
0.63636059
0.67924869
0.73894358
0.72066051
0.47414252
0.72121245
0.57229406
0.555296
0.43124887
0.55734318
0.647479
0.59882009
0.63402772
0.44180593
0.54868013
0.55236501
0.57381523
0.51450944
0.57239628
0.54751658
0.5862686
0.5857892
0.58011138
0.52345586
0.47077775
0.60438287
0.6355359
0.546354
0.53408098
0.52435488
0.61960936
0.57125574
0.55059558
0.66785955
0.5743435
0.62781483
0.66624051
0.61026293
0.59992784
0.53035694
0.44183084
0.4395254
0.61810476
0.555785
0.55055088
0.58567345
0.60796678
0.52934963
0.50788516
0.4558765
0.4231613
0.48630711
0.46986395
0.44924706
0.62212008
0.47115937
0.66235811
0.66854751
0.47365922
0.40458706
0.60922444
0.6430698
0.61361474
0.53115702
0.46337616
0.55486137
0.60347247
0.62704766
0.50363165
0.56380135
0.52082092
0.57010657
0.53748161
0.57173425
0.56747454
0.52643079
0.55347985
0.60246718
0.58755708
0.545632
0.5377326
0.57326525
0.54193074
0.53200781
0.57325685
0.59470451
0.53546739
0.68660426
0.49356887
0.58002126
0.58020175
0.54484701
0.55864209
0.60422844
0.63204157
0.6614576
0.56653428
0.59620339
0.49972031
0.647609
0.54322207
0.39319596
0.48981163
0.36878926
0.33672535
0.48022395
0.38795245
0.55904245
0.53665799
0.44408864
0.52626574
0.50604713
0.55238575
0.53794247
0.58953273
0.54259795
0.54634571
0.56758934
0.54218405
0.5875935
0.60263091
0.54110014
0.50638801
0.67055303
0.57867253
0.59772587
0.57640618
0.4848986
0.53421062
0.64780736
0.43616676
0.55727589
0.66100085
0.57022679
0.54941064
0.52271152
0.51782244
0.6804412
0.63939095
0.63227493
0.75269133
0.60958827
0.67896998
0.68542612
0.6811952
0.59764612
0.51174724
0.6191442
0.49852055
0.41120362
0.47477946
0.61880732
0.60829091
0.57462561
0.63656271
0.65331113
0.39419341
0.56670737
0.52164155
0.54330832
0.44139141
0.53667355
0.63391882
0.57877153
0.53932357
0.51917392
0.59062386
0.51997787
0.68102461
0.56621808
0.35120052
0.47283185
0.58047283
0.59787118
0.45569995
0.46334344
0.6171059
0.42580718
0.45869976
0.57082391
0.64661294
0.62922931
0.51227951
0.52940154
0.5526877
0.63681012
0.69993186
0.58192688
0.56848538
0.57158995
0.56169719
0.562828
0.58072954
0.54435563
0.6687597
0.60714501
0.52399397
0.47791547
0.46057159
0.46129316
0.44923276
0.47490251
0.4681868
0.44717097
0.53429765
0.48193949
0.53779733
0.50234449
0.5724448
0.49329758
0.45226347
0.37891218
