stayhome_pooled_female_mean
0.11532954
0.12861307
0.11652405
0.11756867
0.10761327
0.13140655
0.11593311
0.10985429
0.076034397
0.12561186
0.12753811
0.13281263
0.10508469
0.11863611
0.11997708
0.11635148
0.15004696
0.11860502
0.097127765
0.14119218
0.14978665
0.14578386
0.12631339
0.12421728
0.12151125
0.14199507
0.11555959
0.11151247
0.14202358
0.109703
0.124759
0.10195771
0.13933615
0.12510456
0.13647445
0.13183932
0.13235484
0.1201335
0.13189313
0.13685128
0.15532282
0.11756615
0.1243
0.099036783
0.11625344
0.12294582
0.14492621
0.13271801
0.14615418
0.11784507
0.1168699
0.12570544
0.10492662
0.084453739
0.10297126
0.12060773
0.096731678
0.094921507
0.097629882
0.11204493
0.092747867
0.12096803
0.095604315
0.095399991
0.13590673
0.11094853
0.14470264
0.15379414
0.08437293
0.11134873
0.11338425
0.14823519
0.13056083
0.10791071
0.12761967
0.082973115
0.12917762
0.1130752
0.10337342
0.1597831
0.11445231
0.10048768
0.088761382
0.11110061
0.13130532
0.11805198
0.10328434
0.10968012
0.11408444
0.1193753
0.10179561
0.10800953
0.096547134
0.12563722
0.099269651
0.12439532
0.11928531
0.12859178
0.13885318
0.13247825
0.12256598
0.21629761
0.15021162
0.12522693
0.12135858
0.15901041
0.12677874
0.13541417
0.10451772
0.11275481
0.12126439
0.13674244
0.13961005
0.13701677
0.15038218
0.11838524
0.13015229
0.11569682
0.096976697
0.12799099
0.11394503
0.12390887
0.13324277
0.12889911
0.14166386
0.14378068
0.1270601
0.11510604
0.12081907
0.12527698
0.15842241
0.14431055
0.13404651
0.11827411
0.14240591
0.12406643
0.12840326
0.15030833
0.13444056
0.13840355
0.1284416
0.12896451
0.11471813
0.10514127
0.1214944
0.11435325
0.10659024
0.1234623
0.11250579
0.10917474
0.11770019
0.13247135
0.12114911
0.11956474
0.11761028
0.13352223
0.11637242
0.13016613
0.11372124
0.12228709
0.16902
0.11504226
0.13610257
0.15178746
0.13578086
0.16873367
0.064649902
0.057106096
0.074546255
0.079451405
0.11441509
0.084358081
0.074421458
0.072418809
0.069588102
0.076467469
0.085761048
0.084934779
0.080416456
0.089350767
0.064411983
0.072409965
0.081439503
0.090758286
0.086168386
0.098317549
0.097638562
0.086788662
0.10992288
0.12988217
0.10141668
0.096378356
0.11066147
0.095205806
0.078866228
0.074798822
0.065706097
0.059007268
0.082853176
0.054538198
0.088293679
0.086018361
0.075841799
0.071150415
0.083180748
0.073209226
0.097461633
0.09202873
0.079183333
0.075332873
0.082487062
0.075178027
0.054839786
0.075512826
0.11443848
0.083237387
0.091795899
0.10414042
0.087787621
0.08611954
0.097826198
0.088529646
0.095578045
0.08584673
0.10299134
0.069770336
0.077996634
0.086157508
0.10017037
