frac_below_median_hisp_pooled
0.60624701
0.67649329
0.86356705
0.54212332
0.68560046
0.81443971
0.70480764
0.65143406
0.82202083
0.67637515
0.71787643
0.62186515
0.51090902
0.74152982
0.73447162
0.69112813
0.71379256
0.62615848
0.82174236
0.82792097
0.71379256
0.63881952
0.61285889
0.76501036
0.61370957
0.70407796
0.80381328
0.62928665
0.53793985
0.75152016
0.64286137
0.53896922
0.53203928
0.56053638
0.81950247
0.61295319
0.77483475
0.75415474
0.81861651
0.75952333
0.69316447
0.82717949
0.75495034
""
0.64936119
0.72925848
0.63896853
0.60025263
0.51465374
0.62850094
0.56511462
0.5825789
0.66529435
0.8683486
0.62164533
0.59230185
0.68483502
0.78433186
0.74666262
0.78333771
0.73392349
0.64308023
0.7972455
0.74299955
0.69826227
0.58505619
""
0.57932687
0.81118405
0.77754092
0.81403673
0.69923061
0.73939884
0.70409846
0.71611333
0.53992265
0.74483478
0.71107292
0.69708925
0.62268263
0.74869025
0.67741227
0.68363774
0.3911162
0.61388397
0.66623271
0.66902959
0.64175153
0.49447808
0.78773093
0.73811805
0.80803239
0.78332067
0.6155113
0.71366745
0.79717451
0.67981994
0.84494418
0.66591245
0.77140105
0.69653726
0.69759268
0.68967563
0.77082396
0.56222165
0.71508092
0.70548385
0.55811405
0.69358891
0.69891691
0.53188193
0.70919812
0.61098284
0.76678771
0.57406271
0.6376906
0.54594356
0.6937114
0.9092738
0.73461282
0.77979922
0.81062067
0.56636906
0.7324177
0.66106611
0.54307914
0.46491653
0.85611016
0.72912014
0.74949235
0.62324476
0.70610642
0.65324563
0.64713466
0.83558398
0.73851985
0.5919593
0.65002328
0.78232008
0.49042648
0.54873228
0.611655
0.93441623
0.83329386
0.63630593
0.90656501
0.57669187
0.68145567
0.62160134
0.63483089
0.74088919
0.61297077
0.66498977
0.72676039
0.56315291
0.60279477
0.70099622
0.53271806
0.78862268
0.55488068
""
0.64989895
0.39767459
0.44514638
0.64473969
0.60553145
0.44923264
0.5848397
0.61497277
0.4942638
0.4301689
0.46479443
0.55419701
0.49197796
0.58984822
0.5841859
0.58189541
0.60568547
0.67326003
0.41455615
0.52691072
0.63575304
0.43691546
0.67397976
0.65067035
0.44740126
0.66764003
0.45815963
0.59374434
0.86432618
0.56787372
0.55496716
0.56206805
0.67598456
0.59048826
0.6004768
0.57794553
0.55475968
0.49908325
0.44113958
0.61079758
0.66048867
0.54945523
0.57669443
0.53745276
0.52991867
0.52432019
0.52268142
0.53749919
0.6043005
0.46379918
0.57766044
0.69123691
0.62837231
0.41799101
0.5030148
0.54753292
0.60517377
0.4560864
0.6729095
0.48096204
0.55707967
0.64185399
0.59392154
0.51482499
0.54048228
0.43310863
0.63194299
0.45219699
0.62033153
0.6743387
0.52949202
0.62344635
0.51644439
0.74220508
0.61446428
0.66688973
0.41880661
0.84310555
0.71009654
0.61490428
0.7908709
0.65106672
0.5458647
0.66572553
0.52370387
0.53188163
0.60070282
0.61063164
0.50468349
0.57569551
0.5587123
0.70504701
0.64341676
0.62587851
0.47370604
0.68768513
0.5078364
0.52541864
0.55056983
0.51175493
0.70545113
0.73250276
0.62135696
0.45086569
0.75654876
0.42351052
0.63453811
0.66357684
0.58859229
0.62552506
0.53758329
0.64597988
0.54147542
0.53972089
0.64513814
