two_par_pooled_pooled_p75
0.97839934
0.90546083
0.958157
0.92727143
0.92101485
0.9509818
1.027306
0.928864
0.97523552
0.92710769
0.97619164
0.90341461
0.96046776
1.0331534
0.96942276
0.96093082
0.94416398
0.92354232
0.93019545
0.90829557
0.91477168
0.90383035
0.92292404
1.0108869
0.95892918
0.96826279
0.95769686
0.9528417
0.95575345
0.96048594
0.92166132
0.9133625
0.8623336
0.96093678
0.97626662
0.91987693
0.94628209
0.92485076
0.87763608
0.94544613
0.92914289
0.92515039
0.92390019
0.92315847
1.0098778
0.98814827
1.0550567
0.99306339
0.8794685
0.81730211
0.88499856
0.92136085
1.0389854
0.94524413
0.97960734
0.98366117
0.98412877
0.9606688
0.97892565
1.026656
0.95404619
0.99537379
0.98174351
0.93151391
0.93855029
0.64765316
0.73190719
0.78703445
0.96153045
0.91828847
0.92592692
0.97218406
0.82838655
0.93999445
0.97239161
0.93842924
0.95013267
0.89613664
0.85252869
0.91981405
0.41460854
0.92911887
0.99880588
0.89401299
0.88833076
0.90645355
0.93429917
0.92894685
0.97713363
0.94794649
0.95308125
0.96063387
1.0125252
0.96137476
0.99094003
0.92314076
0.82072788
0.9176659
0.94206953
0.9946568
0.97351831
0.98982918
0.98832947
0.9942956
0.96263736
""
0.91236454
0.86098528
0.90348351
0.92526597
0.93430018
0.63630956
0.91447675
0.98056412
0.89392561
1.0205662
0.99750626
1.0242072
0.96000558
0.96741819
1.0151384
0.93245208
0.93815541
0.96255004
0.88423222
0.99234736
1.0044416
0.94135398
1.0541478
0.97321361
0.81367862
0.89312458
0.94620699
0.88453645
0.99527961
1.0089264
0.89486545
1.0491505
0.98311788
0.95336998
0.92028034
0.86079168
0.93403947
0.96779811
0.93967402
0.95403636
0.96896142
0.97630411
1.0489533
0.98931259
0.98408788
0.98265624
0.99869603
0.98701167
0.94547403
0.96065772
0.92493737
1.0193975
0.96927756
1.017328
1.0153623
0.96444982
0.96565282
0.96440583
0.97326338
1.0213621
1.0085976
0.92871016
0.93910557
0.93759298
0.92436659
0.91907978
0.91536409
0.92663282
0.91722316
0.97034752
0.93837953
0.91317427
1.000811
0.77120739
1.0413073
1.0509453
1.040024
0.91333431
0.98831594
0.95465189
0.99369377
0.96305138
0.99988186
1.075893
0.94777977
1.0189406
1.0589743
0.97832221
0.95907229
1.00262
1.0577132
1.0312085
0.88268763
0.99578196
1.0414151
1.0506011
0.95461673
1.0006558
0.97532618
0.91739839
0.89107335
1.0031705
0.98758525
0.97373289
0.93654084
0.97665
0.9674384
0.97752863
0.96348727
0.96950638
0.92039806
0.98911929
0.9377017
0.9710654
0.94348896
1.0015683
0.95665646
0.97382241
1.0260552
0.99880838
0.98340845
1.0026867
1.0424962
0.94585162
0.925641
0.95167708
1.0048195
0.95355618
0.96853739
1.0109092
0.89545733
0.97038132
0.99464774
0.88842624
0.91343182
0.99489719
0.79040867
0.74094224
0.54318476
0.67373598
0.92441809
0.89597684
0.83463538
0.78247321
0.98547232
0.90533555
0.6429925
0.79369539
1.0466141
1.0324284
0.97256011
0.96677315
0.91073257
1.0036217
1.0031025
0.99585891
0.91690743
0.99857664
0.96316612
0.96695668
1.0118828
1.0003608
0.99681383
0.97567767
0.889274
0.96760577
0.99774742
0.94166362
0.90656114
0.93953639
0.94976985
0.92530876
0.96410608
0.938483
0.9614687
0.95581865
0.9504478
0.9722656
0.96341062
0.9203648
0.94357729
1.0113695
1.0369653
0.98338252
0.98632187
0.91865051
0.93452322
0.64976686
0.94580281
1.0176158
1.001491
1.2554269
0.91899055
0.92572224
0.7665627
0.94427019
0.90805161
0.75866926
0.82296056
0.85254407
1.0387634
0.99928087
0.96276373
0.88350207
0.9382571
0.95171219
0.99287957
0.97273511
1.0009258
0.93941122
0.97205657
1.0570331
1.0091472
1.0242052
0.93239677
0.73386425
0.97942758
0.99656057
1.0065899
0.99756843
0.98514581
1.0157579
0.99641639
0.97864926
1.0028963
1.0264345
0.91737396
1.0002935
1.0149372
1.007372
1.0139019
1.038625
1.0271802
1.0075077
0.98295003
