lpov_nbh_black_pooled_n
989.0
1433.0
1136.0
288.0
60.0
721.0
1003.0
2674.0
1561.0
106.0
377.0
582.0
1188.0
132.0
77.0
879.0
853.0
577.0
266.0
487.0
277.0
86.0
1307.0
2902.0
82.0
1293.0
985.0
1542.0
211.0
106.0
245.0
802.0
875.0
633.0
2512.0
157.0
25323.0
116.0
871.0
480.0
2288.0
823.0
986.0
1592.0
5838.0
1062.0
59.0
121.0
13388.0
657.0
11393.0
1378.0
695.0
875.0
1043.0
409.0
2077.0
377.0
1072.0
821.0
2495.0
1002.0
4793.0
361.0
378.0
726.0
""
""
""
1800.0
""
""
""
""
740.0
""
""
33.0
""
""
26.0
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
792.0
144.0
""
27.0
""
""
11050.0
170.0
72.0
2405.0
398.0
""
98.0
325.0
665.0
508.0
""
126.0
""
343.0
86.0
""
813.0
523.0
""
""
73.0
689.0
266.0
630.0
113.0
2630.0
450.0
272.0
828.0
503.0
672.0
""
""
746.0
48.0
22.0
645.0
367.0
327.0
105.0
""
263.0
4454.0
36.0
192.0
""
581.0
279.0
233.0
24.0
502.0
""
""
1153.0
2028.0
408.0
""
287.0
""
1139.0
20.0
1434.0
29.0
173.0
""
161.0
70.0
12764.0
""
1293.0
280.0
""
""
885.0
69.0
21.0
""
1527.0
""
280.0
224.0
234.0
34.0
17530.0
""
""
228.0
""
""
8885.0
""
126.0
3363.0
""
74.0
241.0
""
3220.0
593.0
49.0
25.0
68987.0
335.0
482.0
""
58.0
923.0
""
""
1214.0
190.0
39.0
4887.0
304.0
""
10223.0
10749.0
59.0
16410.0
13385.0
4628.0
3756.0
288.0
2969.0
854.0
4869.0
233.0
121.0
""
53.0
6353.0
594.0
1277.0
201.0
45.0
""
543.0
25.0
1683.0
381.0
257.0
1768.0
""
4956.0
""
""
""
258.0
67.0
""
""
""
""
""
""
""
""
6415.0
""
270.0
""
27.0
4427.0
37.0
20.0
""
""
""
""
""
""
676.0
""
""
""
""
202.0
""
""
""
79.0
""
""
""
""
""
""
""
""
""
""
""
218.0
""
""
""
""
""
""
""
""
""
""
127.0
""
8051.0
8347.0
211.0
670.0
7400.0
1224.0
284.0
182.0
2837.0
9947.0
2251.0
30697.0
3840.0
215.0
1887.0
302.0
4473.0
36227.0
117.0
806.0
301.0
1641.0
1273.0
920.0
311.0
56.0
21854.0
6535.0
438.0
90.0
2566.0
36.0
44.0
166.0
259.0
93.0
377.0
722.0
864.0
15215.0
50.0
1061.0
957.0
483.0
28.0
2149.0
3371.0
5714.0
315.0
65.0
542.0
2530.0
2811.0
630.0
47195.0
434.0
471.0
1951.0
232.0
17913.0
1979.0
17491.0
1127.0
8114.0
7300.0
1132.0
902.0
4044.0
656.0
1708.0
4444.0
407.0
376.0
312.0
176.0
4189.0
232.0
237.0
213.0
339.0
75.0
178.0
83.0
1584.0
58.0
499.0
737.0
659.0
182.0
7060.0
235.0
40.0
665.0
327.0
1205.0
1144.0
549.0
107.0
796.0
236.0
1452.0
97.0
164.0
9476.0
1067.0
177.0
579.0
2857.0
150.0
15902.0
175.0
11055.0
795.0
982.0
1568.0
450.0
1885.0
252.0
971.0
22.0
""
858.0
40810.0
407.0
502.0
5907.0
2718.0
470.0
""
439.0
605.0
635.0
265.0
""
1688.0
1082.0
130.0
149.0
35288.0
""
26.0
1996.0
182.0
577.0
654.0
9675.0
69.0
1080.0
600.0
149.0
447.0
400.0
131.0
3407.0
3516.0
327.0
325.0
286.0
199.0
728.0
296.0
236.0
675.0
466.0
173.0
1576.0
365.0
3218.0
246.0
213.0
3186.0
32.0
826.0
247.0
556.0
216.0
208.0
711.0
149.0
1125.0
527.0
110.0
428.0
22.0
9173.0
1896.0
226.0
183.0
993.0
978.0
21.0
171.0
152.0
474.0
246.0
563.0
70.0
""
405.0
11226.0
1970.0
57.0
622.0
264.0
2056.0
282.0
216.0
1333.0
299.0
108.0
293.0
209.0
324.0
538.0
1527.0
1173.0
696.0
""
206.0
1982.0
386.0
419.0
""
766.0
253.0
866.0
1004.0
362.0
1003.0
577.0
113.0
80.0
33.0
350.0
135.0
461.0
306.0
724.0
72.0
3363.0
24.0
71.0
201.0
""
45.0
""
""
""
""
""
""
55.0
""
""
""
83.0
""
""
""
""
""
126.0
""
""
""
""
""
""
""
30.0
21.0
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
246.0
351.0
51.0
88.0
""
21.0
""
23.0
""
1932.0
""
""
""
52.0
98.0
112377.0
""
""
254.0
""
""
4134.0
""
