kfr_asian_female_mean_se
""
0.055888418
""
""
""
""
""
0.039994817
""
""
""
""
""
""
""
0.054258388
""
""
""
""
""
""
0.042790856
""
""
""
""
0.05067772
""
""
""
""
""
""
0.041211888
""
0.017242998
""
""
""
0.03393808
0.058162332
""
""
0.017757548
""
""
""
0.017472869
""
0.028321067
0.045921143
""
""
""
""
""
""
0.028408054
""
0.062445909
""
0.036602393
""
""
""
""
""
""
0.011426047
""
""
""
""
0.030194173
""
""
0.043088824
""
0.053052992
0.027039655
""
""
0.04983329
""
""
""
""
""
""
""
""
""
""
""
""
""
0.03184751
0.050995223
0.073252149
""
""
""
0.005667198
0.032350671
""
0.011624088
0.030149357
""
0.037344694
0.02923389
""
""
""
0.026679028
""
""
""
""
""
""
""
""
""
""
""
""
0.048248004
""
""
""
""
""
0.060279787
""
""
0.050106078
""
""
""
""
""
""
""
""
0.068072461
""
""
""
""
""
""
""
0.043356176
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.058319524
""
0.018889461
""
""
0.048819859
""
""
0.016103767
""
""
""
""
""
0.02656509
0.054438233
""
""
0.0027617712
""
""
0.020427316
""
""
0.0040204832
0.056346744
0.023076208
0.0056291223
0.048095662
0.028639544
0.030483939
""
0.0078606429
0.016768716
0.051679268
""
0.0014004762
0.030059963
0.015947293
""
0.052280948
0.0099384226
""
""
0.0085314224
0.017773805
0.046627671
0.0023329766
0.014898199
""
0.0048314887
0.0038045207
0.036162689
0.0043546897
0.0027139958
0.0030291528
0.0052823168
0.018725673
0.0035742954
0.010957276
0.0023591248
0.017272843
0.022213915
""
0.067048036
0.0050127297
0.011670575
0.0089217313
0.014143945
0.045950908
""
0.012081372
0.058698796
0.0062741744
0.014168723
0.019377535
0.010952043
""
0.008746651
""
""
""
0.016645785
0.027270535
""
""
""
""
""
""
""
""
0.010645056
""
0.020499362
""
""
0.011401681
0.074676529
""
""
""
""
""
""
""
0.0107054
""
""
""
""
0.021162296
""
""
""
0.032554876
""
""
""
""
""
""
""
""
""
""
""
0.040502336
""
""
""
""
""
""
""
""
""
""
0.029411756
""
0.0084548825
0.0095235584
0.026784804
0.025777204
0.011485249
0.016950747
0.025404999
0.050227907
0.026357764
0.012143128
0.03781075
0.013459714
0.021360964
""
0.022261472
""
0.014285563
0.0071692606
""
0.032609787
0.045320366
0.016662823
0.030509317
""
""
""
0.0082372837
0.013875905
0.045038495
""
""
""
""
""
""
""
""
0.040840525
0.037490007
0.0090348581
""
0.043337498
""
""
""
0.028126918
0.019666623
0.022586575
""
""
""
0.028626682
0.027409097
0.03693109
0.0079410104
0.035540212
0.061104059
0.01762972
""
0.0074157775
0.018351577
0.010344693
0.018410884
0.0092865946
0.017101342
0.065463908
0.044703323
0.028670423
0.030125346
0.023923906
0.013499032
""
""
""
""
0.019488696
""
""
""
""
""
""
""
0.04004325
""
0.027344462
0.045432374
""
""
0.033243738
""
""
""
""
""
""
""
""
0.051898904
""
0.05345292
0.036435813
""
0.020622041
0.057850964
""
0.036439728
0.033048768
""
0.01047217
""
0.010870406
""
""
0.017744016
""
0.055687416
""
""
""
""
""
0.0082908925
""
""
0.056966003
0.031363435
""
""
""
""
""
""
""
0.025024613
0.040920623
0.036788892
""
0.0098337885
""
""
0.059380356
0.051005282
""
""
0.0064983298
0.045108687
0.028885288
""
""
""
""
""
0.025739603
0.027683705
""
0.050446484
""
""
""
""
""
""
""
""
0.06236114
""
0.040667441
""
""
0.041834071
""
""
""
""
""
""
""
""
""
""
""
""
""
0.022233684
""
""
""
0.042592645
""
""
""
""
""
""
""
""
""
""
0.020964272
0.038600534
""
""
""
0.057060909
""
""
""
""
""
""
""
""
""
0.071150489
0.056238715
""
""
""
""
""
""
""
""
""
0.058086641
""
""
""
""
""
""
""
0.048772179
""
""
""
""
0.0094163762
0.0025138888
0.012419478
0.0073495358
0.017594168
""
0.051415559
""
""
""
""
""
""
0.041552003
""
""
""
0.033919793
""
""
""
""
""
0.041546129
""
""
""
""
""
""
""
0.060407836
0.036274776
""
""
""
""
""
""
""
""
""
""
""
""
0.052369971
""
""
0.056081317
""
""
""
""
""
""
""
""
0.021244831
""
""
""
""
0.0503956
0.0028334681
""
""
0.038949031
""
""
0.0046363212
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.042693477
""
""
""
""
""
0.012073797
0.035966106
0.04249635
""
0.0075283395
0.035338562
""
""
""
""
""
0.019687107
0.030932883
0.047032576
""
0.033335626
0.049480353
""
""
""
""
""
""
""
""
""
""
0.025604539
""
""
""
""
""
""
""
""
0.025768995
0.022429395
""
0.028189339
""
""
""
""
0.060252164
0.042695969
""
0.039824083
""
""
""
""
""
0.04996372
0.011024276
0.059334408
0.017624056
""
""
0.018550932
0.039981693
""
""
""
""
""
""
0.058291238
""
""
""
""
""
""
""
0.054914132
""
0.029730732
""
0.062526293
""
""
""
""
0.06398546
""
0.018210636
""
""
0.034165841
""
0.055958174
""
""
""
""
""
""
0.041881558
""
0.053934608
""
0.019393913
0.05055619
""
0.050833173
0.012329448
""
""
""
0.044142514
""
""
""
""
""
""
""
""
""
""
0.034090415
""
""
""
""
""
""
0.025494661
""
""
""
""
""
""
""
0.028222801
""
""
0.040897161
""
0.041930705
""
""
""
""
0.067047946
""
""
""
""
""
""
""
""
""
0.031421985
""
""
""
0.027916331
""
""
""
""
""
0.053246245
""
""
""
""
""
0.060762405
""
0.050993126
""
""
""
0.055511128
""
0.046800144
""
""
""
""
""
""
""
""
""
""
""
""
0.07190977
""
""
""
""
""
""
