spouse_rk_pooled_female_n
10258.0
4279.0
1022.0
13792.0
8439.0
1257.0
16736.0
1528.0
1084.0
6044.0
6913.0
24167.0
1115.0
2657.0
6862.0
729.0
588.0
6600.0
969.0
971.0
8231.0
10340.0
5645.0
3018.0
22664.0
668.0
3548.0
9433.0
22169.0
1721.0
2047.0
4247.0
18174.0
11266.0
1505.0
9060.0
1884.0
2867.0
454.0
444.0
8673.0
1633.0
846.0
420.0
1081.0
1200.0
22051.0
5736.0
13757.0
3380.0
7069.0
10257.0
4308.0
269.0
491.0
8702.0
1313.0
447.0
396.0
2509.0
1499.0
12114.0
645.0
1981.0
2471.0
2067.0
661.0
1288.0
1600.0
2144.0
1106.0
1568.0
1634.0
3622.0
1480.0
926.0
3242.0
2302.0
1004.0
17657.0
1888.0
3521.0
1945.0
3656.0
24555.0
2853.0
3010.0
5046.0
10260.0
5800.0
4466.0
1641.0
1958.0
9309.0
1792.0
705.0
3819.0
7288.0
37132.0
9993.0
12126.0
50461.0
22573.0
11050.0
11523.0
30773.0
9633.0
22535.0
2184.0
6146.0
4768.0
3868.0
11820.0
777.0
10781.0
16120.0
9364.0
538.0
466.0
527.0
3866.0
1929.0
1511.0
2263.0
1481.0
6991.0
6635.0
1541.0
999.0
1100.0
60162.0
2238.0
3427.0
1521.0
5275.0
2326.0
8848.0
5092.0
749.0
1915.0
6254.0
3942.0
522.0
1057.0
2699.0
668.0
4493.0
2533.0
1491.0
1433.0
2616.0
17851.0
3872.0
703.0
13504.0
9752.0
1054.0
6462.0
1347.0
3264.0
446.0
1250.0
6041.0
41328.0
668.0
76937.0
2815.0
2879.0
1069.0
7137.0
91095.0
10146.0
3123.0
12783.0
2948.0
1307.0
10803.0
30471.0
3583.0
1907.0
2119.0
2450.0
25762.0
2622.0
2386.0
40827.0
1067.0
3695.0
9889.0
707.0
1734.0
4676.0
21085.0
1061.0
1618.0
4131.0
6353.0
7307.0
18069.0
2723.0
14467.0
9439.0
3392.0
4562.0
8173.0
14088.0
29690.0
3740.0
5768.0
7427.0
5411.0
9424.0
1318.0
1306.0
15381.0
16218.0
9594.0
47302.0
4402.0
4276.0
2432.0
4051.0
4586.0
2676.0
31468.0
7543.0
5872.0
8701.0
47772.0
16367.0
13789.0
7827.0
910.0
4788.0
791.0
2585.0
1002.0
6170.0
491.0
2921.0
6255.0
3151.0
3464.0
8327.0
2884.0
2474.0
4751.0
20749.0
3092.0
5903.0
43164.0
7032.0
4249.0
993.0
5280.0
2890.0
1919.0
18137.0
4032.0
15268.0
4779.0
12678.0
24161.0
22075.0
15024.0
141019.0
21692.0
90110.0
92285.0
10384.0
7190.0
2637.0
