hs_other_male_mean
""
0.88025248
""
""
""
""
""
0.83709633
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66006511
""
""
""
""
""
""
""
""
""
""
""
""
""
0.88315034
""
""
""
""
""
""
""
0.87573779
""
""
""
0.76509559
""
0.89834619
""
""
""
""
""
""
""
0.88748431
""
""
""
""
""
""
""
""
""
""
0.85339832
""
""
""
""
0.8086071
""
""
""
""
""
""
""
""
0.7562055
""
""
""
""
""
""
""
""
""
""
""
""
""
0.92299169
""
""
""
""
""
0.79229426
0.79250926
""
0.90582144
""
""
0.69890702
""
""
""
""
0.75845349
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.87507457
""
""
""
""
""
0.76639092
""
""
""
""
""
0.69428384
""
""
""
0.87592661
""
""
0.818919
""
""
0.89584756
""
0.79105771
0.84942919
""
0.88955849
""
""
0.81422031
0.87912059
""
""
0.88600844
0.74272919
0.92387819
""
0.8179189
0.75279051
""
""
0.93850136
0.90243745
0.73594356
0.88202536
0.92361629
""
0.87580281
0.87317115
""
0.88764244
0.88337541
0.93306762
0.81710446
0.890046
0.90290016
0.88522243
0.92034417
0.87420112
0.75364566
""
""
0.86103868
0.89306438
0.85422653
0.82954687
""
""
0.82252073
""
0.84495968
0.90858185
0.71295381
0.76263779
""
0.85360771
""
""
""
0.93554133
""
""
""
""
""
""
""
""
""
0.81255656
""
0.87891716
""
""
0.87447882
""
""
""
""
""
""
""
""
0.82448059
""
""
""
""
0.81409043
""
""
""
0.77236408
""
""
""
""
""
""
""
""
""
""
""
0.67473519
""
""
""
""
""
""
""
""
""
""
0.85464787
""
0.85733479
0.83679038
0.76071948
0.98012996
0.8580718
0.82318479
""
""
0.80719709
0.78738314
0.90854019
0.83347523
0.83980483
""
0.75779682
""
0.77880037
0.8093825
""
""
""
0.82635921
0.92674452
""
""
""
0.79346359
0.80974895
""
""
""
""
""
""
""
""
""
0.80188751
""
0.83244163
""
""
""
""
""
0.71783221
0.84480995
0.74440759
