somecoll_white_male_mean
0.59241074
0.49119303
0.53971326
0.61642951
0.71361107
0.60959661
0.65492773
0.58544439
0.467801
0.62653214
0.58798939
0.69516701
0.59590179
0.55072355
0.62422562
0.6528278
0.58931214
0.66854936
0.6228714
0.51589739
0.62361497
0.65615004
0.67375457
0.68614459
0.75150156
0.63433886
0.63969338
0.68062055
0.66082001
0.69227183
0.59629911
0.64782584
0.6899907
0.70382816
0.63224304
0.61439908
0.61115783
0.65400249
0.7582981
0.61836255
0.73221725
0.57461077
0.62534034
0.47373343
0.68789476
0.68875521
0.71759021
0.5128445
0.68456554
0.54339242
0.56889874
0.57508135
0.5933814
0.53863496
0.73116553
0.61029398
0.6089474
0.52415043
0.60373855
0.64415073
0.69282049
0.64077806
0.64482951
0.52372658
0.51889622
0.55327219
0.53237939
0.59459263
0.51899022
0.50428575
0.64957184
0.7086941
0.68929636
0.56539279
0.52462137
0.50067598
0.60245293
0.52383745
0.57915103
0.68602246
0.48882726
0.58039695
0.45829761
0.53182662
0.63346618
0.55121589
0.54840124
0.57767099
0.66919225
0.57226187
0.61145139
0.48671585
0.49556717
0.62492353
0.48956433
0.4805254
0.53533632
0.55105662
0.63241851
0.56815404
0.63390982
0.72908312
0.68289673
0.63262439
0.67746478
0.66657156
0.61450237
0.63147354
0.49432275
0.56311876
0.66671664
0.60277879
0.71975678
0.65910792
0.65046388
0.65670609
0.67437923
0.61399251
0.54422909
0.541592
0.61099237
0.5502575
0.65946996
0.58232898
0.63360709
0.6614719
0.68507951
0.59600377
0.58418983
0.5352667
0.73030651
0.55403423
0.65573514
0.50869375
0.55698544
0.58958048
0.56851143
0.65718037
0.56340611
0.72590595
0.67596418
0.60742116
0.5814091
0.65396863
0.61447489
0.73162484
0.66191024
0.70827836
0.66292012
0.68535298
0.58796507
0.69286406
0.63310242
0.68176109
0.64436334
0.65881962
0.59492958
0.68927073
0.58622593
0.61226922
0.50497615
0.57752538
0.61647874
0.69548094
0.52388924
0.80498654
0.70277131
0.68450385
0.68618226
0.62415975
0.71531224
0.72877407
0.58919805
0.64187086
0.53151268
0.64173961
0.64937025
0.65123951
0.61868089
0.63408995
0.6215378
0.58885497
0.63907272
0.51893884
0.57024407
0.67612201
0.47720307
0.55818826
0.64133257
0.51848555
0.57896298
0.5411213
0.66051143
0.58241695
0.51760077
0.59399796
0.63795328
0.65770197
0.67810214
0.58339733
0.6493721
0.55223143
0.57345837
0.61793649
0.5812676
0.65244758
0.67989254
0.55573243
0.60545844
0.6137448
0.61393559
0.67879236
0.65677255
0.60042834
0.6983822
0.59431148
0.66125888
0.70849776
0.62203813
0.60193563
0.66211694
0.68173122
