marr_24_hisp_pooled_mean
0.25120452
0.23968713
""
0.32840461
0.27359045
""
0.19974276
0.28439772
0.25888839
0.48942098
0.49172652
""
""
""
""
0.27393588
0.1916071
""
""
0.42439038
""
0.23953055
0.26710615
0.091184221
0.27374509
0.32616845
0.20718272
0.4300563
""
0.15633516
0.43249035
""
""
0.1782019
0.28051871
0.28347474
0.19065428
""
0.26650926
0.26847968
0.22384016
0.32662091
""
0.12793142
0.23240611
""
0.50177735
0.25112885
0.18075734
""
0.22143687
0.21855536
""
""
0.18187483
""
0.32094231
0.29376864
0.2919459
""
0.20276822
0.2172959
0.18952358
0.39287761
""
""
0.44363663
""
""
0.24848104
""
""
""
""
0.25442097
""
""
0.18166381
0.36243257
0.31792206
0.18373279
""
""
0.29238722
""
""
""
""
""
0.21163565
""
0.36478856
0.30846566
""
""
""
0.3024576
0.23675159
0.22868758
0.25367469
0.28677142
0.29107153
0.21294352
0.19685327
0.2152368
0.24585903
0.18530819
0.21375056
0.21780828
0.244378
0.26806572
0.32653701
0.26633069
0.25508574
0.30229273
0.33101696
0.30891603
""
0.33884177
0.27591446
0.24767295
""
0.59778339
""
0.31765074
0.33525959
0.36540008
0.25506136
0.26870516
0.42029348
""
0.27458254
0.65848356
0.35276747
0.35529912
""
0.24870117
0.3142724
0.41692063
0.21078606
0.19332686
0.3264215
0.40327513
""
0.171868
0.19032502
0.24763094
""
""
""
0.52922833
0.18395723
0.44899508
0.30836341
0.30918708
""
0.21700533
0.30824944
""
""
0.18554553
""
0.34947121
""
0.22769468
""
0.2351903
0.3944712
0.27994522
""
0.2272384
0.40782818
0.19879809
0.357052
0.41546986
""
0.25095648
0.20438166
0.39869675
""
0.38831374
0.21255915
0.22996677
0.3147732
""
0.20987219
0.1705417
""
0.24301666
0.23847377
0.21579054
0.29837042
0.17386734
0.22869085
0.24174213
0.20780773
0.20433277
0.18685879
0.24366502
0.25831801
0.24013478
0.23417607
0.19157605
0.27957705
0.15972398
0.23619536
0.13146147
0.2504802
0.20752595
0.23922415
0.28585956
0.16745172
0.21173026
0.21614124
0.21135454
0.17823496
0.21278383
0.19523191
0.21562256
0.18345857
0.19718619
0.21090367
0.20484468
0.13531306
0.19996542
0.21813582
0.14800566
0.21003173
0.1632721
0.19811189
0.24602069
