jail_other_pooled_n
80.0
134.0
22.0
""
41.0
""
""
229.0
20.0
""
21.0
""
21.0
""
""
104.0
62.0
""
""
21.0
""
50.0
149.0
42.0
79.0
86.0
38.0
92.0
""
""
25.0
""
""
25.0
109.0
76.0
588.0
""
67.0
95.0
100.0
66.0
""
20.0
601.0
""
""
71.0
360.0
""
273.0
113.0
""
""
27.0
""
77.0
45.0
127.0
""
71.0
37.0
121.0
43.0
""
""
""
""
""
1975.0
41.0
""
""
21.0
539.0
""
""
234.0
151.0
81.0
64.0
23.0
""
211.0
43.0
21.0
""
""
27.0
80.0
""
""
""
""
""
36.0
58.0
416.0
233.0
55.0
""
""
27.0
5353.0
289.0
139.0
1606.0
231.0
20.0
219.0
209.0
""
23.0
45.0
307.0
45.0
""
""
30.0
""
""
""
""
""
""
22.0
73.0
115.0
53.0
""
""
""
""
92.0
21.0
""
118.0
""
26.0
31.0
35.0
20.0
37.0
""
""
96.0
23.0
""
""
""
""
""
25.0
93.0
23.0
""
64.0
64.0
""
""
""
""
36.0
""
""
""
20.0
35.0
64.0
""
576.0
""
23.0
93.0
""
""
336.0
22.0
""
""
48.0
""
364.0
70.0
""
21.0
6673.0
""
73.0
555.0
63.0
28.0
4119.0
75.0
473.0
1699.0
61.0
376.0
146.0
37.0
1683.0
369.0
112.0
68.0
20786.0
241.0
762.0
48.0
226.0
617.0
""
""
1443.0
340.0
232.0
7149.0
907.0
30.0
4346.0
6086.0
138.0
5060.0
9254.0
2651.0
2265.0
597.0
3705.0
990.0
6105.0
602.0
508.0
""
146.0
2821.0
1400.0
1557.0
357.0
158.0
""
669.0
134.0
2230.0
547.0
331.0
881.0
21.0
1642.0
""
""
""
461.0
130.0
""
""
""
""
""
""
""
33.0
1168.0
""
351.0
""
33.0
2275.0
85.0
60.0
""
""
""
""
""
""
1111.0
""
""
""
61.0
375.0
28.0
""
25.0
200.0
""
""
57.0
58.0
37.0
34.0
""
32.0
""
""
""
221.0
""
22.0
""
""
""
""
""
""
46.0
""
289.0
""
1142.0
1166.0
203.0
212.0
1089.0
692.0
163.0
165.0
341.0
770.0
222.0
862.0
296.0
""
467.0
23.0
977.0
2757.0
""
186.0
139.0
409.0
192.0
64.0
""
""
1641.0
776.0
96.0
""
51.0
""
""
""
""
22.0
27.0
188.0
88.0
1716.0
25.0
114.0
54.0
21.0
""
293.0
480.0
310.0
36.0
""
""
322.0
307.0
116.0
2374.0
123.0
70.0
735.0
42.0
1846.0
445.0
1365.0
471.0
1221.0
596.0
74.0
149.0
304.0
344.0
379.0
786.0
38.0
35.0
""
""
633.0
37.0
76.0
27.0
""
""
""
""
27.0
""
66.0
84.0
""
""
135.0
""
""
""
47.0
39.0
25.0
25.0
""
122.0
""
99.0
48.0
""
379.0
132.0
25.0
203.0
122.0
""
574.0
""
885.0
33.0
24.0
278.0
""
120.0
""
""
""
""
""
1249.0
""
""
117.0
152.0
""
""
51.0
""
""
""
""
198.0
66.0
90.0
""
962.0
""
""
101.0
46.0
22.0
""
1041.0
22.0
142.0
""
""
25.0
""
""
215.0
294.0
""
32.0
""
""
""
""
""
25.0
21.0
""
22.0
33.0
316.0
""
""
158.0
26.0
22.0
""
""
""
""
""
""
""
""
""
22.0
23.0
485.0
83.0
31.0
""
106.0
31.0
21.0
22.0
""
30.0
""
""
""
""
""
585.0
80.0
""
""
""
56.0
24.0
""
25.0
""
""
""
""
""
""
41.0
35.0
26.0
""
""
65.0
""
""
""
24.0
80.0
57.0
43.0
""
""
22.0
""
""
""
74.0
""
""
""
20.0
3263.0
22758.0
1083.0
2878.0
639.0
""
174.0
""
""
75.0
""
""
67.0
160.0
""
""
""
288.0
""
39.0
""
""
""
134.0
""
""
36.0
""
22.0
22.0
31.0
219.0
53.0
""
""
""
29.0
38.0
85.0
""
""
53.0
22.0
26.0
""
106.0
""
29.0
92.0
""
""
50.0
""
35.0
""
""
""
276.0
20.0
""
""
42.0
46.0
6148.0
21.0
""
105.0
20.0
22.0
1540.0
23.0
""
20.0
""
""
24.0
31.0
""
""
39.0
""
""
""
""
63.0
""
72.0
""
41.0
34.0
""
""
629.0
156.0
91.0
84.0
1154.0
109.0
""
48.0
27.0
23.0
38.0
292.0
222.0
161.0
38.0
360.0
33.0
""
""
27.0
""
22.0
22.0
""
46.0
""
65.0
308.0
23.0
22.0
""
""
""
""
29.0
""
226.0
544.0
23.0
257.0
""
""
""
""
80.0
136.0
""
103.0
20.0
24.0
""
""
""
62.0
757.0
67.0
446.0
26.0
""
631.0
97.0
""
""
51.0
""
""
37.0
155.0
27.0
28.0
""
""
46.0
""
29.0
134.0
30.0
230.0
23.0
98.0
""
""
20.0
33.0
91.0
23.0
248.0
70.0
31.0
124.0
49.0
130.0
29.0
35.0
""
""
32.0
25.0
134.0
34.0
63.0
27.0
613.0
158.0
36.0
152.0
1472.0
49.0
""
71.0
153.0
34.0
57.0
""
44.0
""
25.0
21.0
""
""
""
176.0
26.0
""
34.0
24.0
""
""
419.0
""
33.0
""
32.0
28.0
""
""
161.0
""
""
233.0
""
128.0
47.0
""
72.0
""
123.0
30.0
24.0
34.0
""
""
""
""
""
25.0
160.0
""
""
25.0
22.0
""
""
""
""
""
45.0
""
""
""
""
""
52.0
""
57.0
""
""
""
74.0
""
82.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
32.0
25.0
141.0
""
""
""
67.0
285.0
""
""
""
""
24.0
21.0
43.0
20.0
""
""
""
""
36.0
""
""
""
""
""
""
508.0
121.0
""
""
""
323.0
""
22.0
96.0
26.0
""
""
""
40.0
46.0
""
""
52.0
""
""
184.0
""
""
31.0
""
37.0
""
44.0
30.0
32.0
132.0
""
""
55.0
""
""
""
""
""
""
107.0
66.0
""
41.0
""
241.0
""
""
29.0
""
65.0
62.0
36.0
268.0
""
""
""
""
""
""
""
""
73.0
""
""
28.0
28.0
""
794.0
""
""
""
64.0
""
257.0
""
""
""
60.0
31.0
25.0
""
""
58.0
""
155.0
""
""
""
25.0
""
""
21.0
""
""
""
""
39.0
""
""
121.0
""
20.0
208.0
""
""
""
129.0
""
1098.0
54.0
448.0
""
""
""
""
""
""
59.0
""
""
""
""
""
""
""
""
421.0
""
""
""
""
32.0
""
""
121.0
23.0
42.0
48.0
""
""
""
71.0
""
""
25.0
90.0
""
""
""
""
139.0
35.0
""
""
""
""
110.0
""
""
""
396.0
""
""
69.0
""
""
""
31.0
24.0
""
""
30.0
""
449.0
""
""
""
56.0
""
""
54.0
""
934.0
44.0
""
193.0
""
""
""
44.0
""
""
""
""
""
20.0
""
27.0
""
86.0
""
""
68.0
""
""
""
""
""
81.0
""
25.0
""
""
20.0
""
25.0
27.0
""
21.0
46.0
""
""
""
""
22.0
""
37.0
""
""
""
""
31.0
38.0
""
""
26.0
""
""
""
""
104.0
""
""
""
26.0
""
30.0
46.0
""
70.0
""
39.0
52.0
""
269.0
345.0
253.0
""
""
""
""
""
30.0
434.0
""
23.0
22.0
""
27.0
99.0
32.0
""
659.0
26.0
246.0
104.0
""
32.0
58.0
""
24.0
57.0
714.0
142.0
47.0
23.0
185.0
""
""
36.0
98.0
52.0
""
""
76.0
78.0
68.0
71.0
334.0
84.0
""
174.0
""
53.0
273.0
40.0
43.0
22.0
""
""
""
156.0
83.0
346.0
32.0
40.0
162.0
37.0
36.0
68.0
