kir_24_pooled_pooled_n
23983
11345
2582
33384
21886
3561
46370
3583
2444
16799
19037
69277
2475
6754
17661
1856
1684
16927
2364
3709
27851
34995
16810
10361
62055
2796
10730
27586
65591
5394
6834
10328
51168
33194
6320
26258
6024
8392
2029
2390
29305
5761
2474
1070
3717
4847
73497
15347
43653
10674
19670
29543
13785
1033
1539
28552
3789
1178
1162
8931
4732
33317
1995
4648
6014
5003
1688
3214
3539
5118
4624
6732
8279
10360
4820
2136
9363
5726
2671
62965
7619
8290
4300
9066
62549
6846
7315
14242
26023
13738
10226
4012
4660
23565
4578
1836
9216
20684
114643
32551
35427
185421
74447
33412
32905
96801
30008
68697
7413
19194
14737
12536
37344
3359
33394
41494
29588
1888
1579
2066
12154
5584
4907
7707
4912
22760
20938
4925
3883
3824
183105
7399
9837
4213
13952
7370
25670
18262
3002
6636
19949
11009
1987
3315
10015
2675
12487
8236
5129
5041
6448
50002
13010
3011
37229
30956
3480
21122
3814
7253
991
2785
16021
120418
2194
216746
6040
6059
2601
16662
232686
23141
7017
28174
6735
3020
25904
65551
8021
4517
4797
5889
61682
6474
5529
96662
2510
7732
25022
1839
4154
11648
52710
2599
3645
8726
13767
14417
43155
5579
35041
21108
7232
10139
19544
29573
74769
8406
12647
16593
12091
19226
2652
2767
38106
35004
23492
121500
9432
9980
5714
8650
11253
6244
79379
17058
12400
17908
104829
37714
31017
18947
2168
10440
1802
6034
2232
14047
1058
6593
14687
7407
8471
20067
6517
6223
12704
50772
7294
14094
103603
16646
9835
2116
12509
7225
5145
44854
8434
36653
10558
30271
53080
50164
39763
454177
50804
241607
250009
29759
21922
7514
1554
12755
1346
3192
31210
13811
4301
11722
65884
330
320
189067
57254
5628
29807
142075
7503
2575
2071
1439
3429
5300
3349
4141
1829
8383
6360
14811
136097
2649
7591
12897
3971
4375
3911
6232
11633
1726
9932
12583
7525
10662
28355
15993
3623
20327
15815
11546
6740
27657
8832
4762
5476
10465
18223
7320
6771
20674
3959
27548
31605
81287
7554
361906
33268
6599
7193
121776
2013
4223
13864
20394
7898
2765
4834
3793
2672
3318
7572
5414
6858
1448
7412
11603
1711
9165
3755
5800
9223
1125
14471
136
697
3228
2670
1346
794
583
1570
1611
6667
122
401
138
1069
434
632
4569
682
78
56
166
459
36
416
242
498
720
1673
1122
1555
2118
905
11055
2418
1060
1052
194
448
2723
5686
1593
1571
6631
10511
821
2108
144
6905
4405
807
519
318
626
2623
1587
1172
885
493
273
1347
143
5013
3141
3551
3571
3571
2998
3216
5593
29264
2102
2111
2973
10353
190
139
42
224
4156
6817
1276
736
3617
3921
2305
1568
4798
11000
1353
16000
2422
2676
45350
2550
957
89
413
654
2395
38756
281
249
10437
1214
606
442
323
623
963
559
218
1136
2856
2997
831
4451
138
1538
26581
120408
1250
43
2705
2884
4704
2325
588
323
1170
627
688
3938
1367
1049
9082
16726
29515
4578
3085
3188
2925
8843
6743
91243
8598
4957
1736
964
14940
4106
22890
7275
14082
2973
6892
16458
8079
19770
4187
49680
3008
1547
5770
54417
5005
475
3255
99
7444
285
6149
17402
5426
2051
14897
3520
480
354
34
3650
3322
971
530
2268
1162
1336
2126
9284
2282
1101
63860
2808
99580
2298
3645
69
19322
2378
1068
895
1224
1039
12368
51459
31049
9819
20469
243760
26783
8918
4631
7722
1281
349
2047
3210
3213
3456
1295
1782
12325
501
705
9043
1566
275
1378
3293
2988
15390
4943
22723
105914
178818
10135
22753
16348
12279
11388
3184
499
6084
3425
4136
63620
3521
9083
10102
4558
86
20966
260
30
208
298
163
779
1954
668
887
708
211
95
6208
1223
1160
5897
759
2402
942
2188
2664
801
27
330
8790
67
568
4466
4087
2965
416
1055
6351
7072
3286
928
5399
62
46479
2049
6041
2244
8248
608
283
2188
40998
828
160307
2058
50693
11138
570
10787
14534
1795
8157
5764
7025
2985
27987
3929
385
9022
2978
578
1597
75
25665
89009
10614
18450
624
554
1893
2523
979
5889
7897
384
477
12780
6070
14408
2469
8768
44723
42294
80453
21278
133940
115214
3594
1336
809
25623
28246
196131
82976
105
1134
138210
21445
31381
715906
4697
2955
4832
5394
31421
4398
12340
91052
3562
49195
3896
14203
19835
2634
401
9069
91
330
461
8720
4688
179804
