staycz_natam_pooled_p50
0.7672922
0.49584353
""
0.64240432
0.57483214
""
0.7295472
""
""
0.67301166
0.627235
0.74829805
""
0.75223601
0.71119332
""
0.76119512
0.58592868
0.77149087
0.6547873
0.63555789
0.84823579
0.67384273
0.47396252
0.66239232
0.58224869
0.60273862
0.65124488
0.63210118
""
0.57094067
0.59219068
0.75792938
0.52128905
0.57237947
0.67189103
0.85659844
0.73504722
""
""
0.75426269
0.45102689
""
""
""
""
0.65375012
0.82845449
0.69024915
0.75439852
0.74570537
0.71021539
0.53462863
""
""
0.69862723
""
0.746916
""
0.40158057
0.55077207
0.65282905
""
0.52860415
0.56805623
0.5157398
""
""
""
""
""
""
""
0.68182337
0.45883602
""
0.81115443
0.81341189
""
0.64332604
0.58607489
0.56236947
""
0.744564
0.65138531
0.59480846
0.48179692
0.41437966
0.82446045
0.72370511
0.52901506
""
0.75083762
0.63718635
""
""
0.63435972
0.52131122
0.6222043
0.59850478
0.51815301
0.63166797
0.60758388
0.54806972
0.48318624
0.57971174
0.5982874
0.6392675
0.54041028
0.59856731
0.53569508
0.59409374
0.67786843
""
0.71138442
0.69085634
0.64972347
""
""
""
0.44087213
""
""
0.4502663
""
0.60354644
0.57189548
""
""
""
0.67366499
0.39803085
0.58944321
""
0.67230821
0.51394159
0.58409548
0.77701437
""
0.69654542
0.65816039
0.67848629
""
""
0.68833339
""
0.52532649
0.81898755
""
0.17364629
0.53470701
0.66672742
0.75314778
""
0.66637522
0.79068458
0.65104604
0.69823718
0.64761424
0.52718472
""
""
0.61015344
0.73352647
""
0.6967721
0.66379952
0.54024047
0.6572867
0.64439434
0.76155084
0.6614657
0.79261518
0.55235946
0.45483181
0.50286168
0.6298548
0.72784907
0.65772086
0.68032461
0.37577966
0.42349553
0.66441798
""
""
0.70620555
""
""
0.66256505
""
""
0.58026916
0.79222602
""
""
0.65568262
0.67330784
0.65702164
0.72380108
""
0.66069502
0.53838241
0.56425208
0.51142722
0.56542116
0.73184705
0.70961881
0.47687408
0.55928057
0.69376796
0.39133087
0.66166055
""
""
0.59375036
0.65085715
0.72174501
0.63408071
