work_26_pooled_male_p50
0.84434557
0.82775474
0.81028885
0.83326054
0.82307231
0.84560937
0.8218711
0.80581623
0.83608776
0.82075959
0.81203383
0.81672776
0.82338077
0.81708616
0.8309148
0.82346517
0.81550097
0.81706047
0.79307914
0.82745796
0.82381028
0.8181228
0.80775863
0.81982249
0.82392526
0.8095215
0.83106667
0.8326751
0.83749866
0.8269521
0.83593237
0.8585887
0.82982838
0.85002548
0.82754326
0.82366413
0.84743237
0.82950377
0.80623007
0.82203603
0.80286521
0.84073371
0.83517653
0.87661171
0.85127169
0.82324219
0.81510699
0.85717195
0.83309734
0.84706265
0.84996039
0.84553289
0.83683884
0.82285827
0.8432762
0.83885872
0.82575035
0.87070388
0.85336453
0.83030075
0.81539732
0.83628237
0.8321473
0.83703703
0.82425636
0.84526777
0.80969584
0.83407629
0.83315945
0.81737608
0.80348974
0.8042264
0.79060465
0.82901198
0.81208801
0.81972271
0.84013104
0.83283365
0.86838698
0.81191951
0.82109827
0.82849884
0.82017243
0.82341892
0.82422155
0.82426637
0.82812101
0.84318411
0.83825177
0.83067966
0.83098859
0.82938004
0.82211059
0.81498623
0.81402975
0.77182055
0.83703136
0.81664944
0.82317841
0.83668214
0.83025408
0.80112761
0.8157177
0.82505631
0.83560073
0.8341167
0.83675736
0.83463156
0.8396886
0.82711011
0.82997382
0.8354733
0.83284903
0.81412441
0.83341384
0.82213724
0.81512088
0.80364817
0.83547014
0.81952065
0.83107418
0.83123374
0.83062267
0.82494915
0.79475707
0.81501412
0.81949812
0.82662648
0.78912598
0.82533306
0.79980052
0.80736858
0.81390882
0.80669707
0.80624747
0.8436535
0.81755334
0.81510144
0.81948268
0.82122254
0.82597619
0.85418105
0.82812268
0.82530981
0.81043983
0.83084846
0.83894509
0.83242965
0.82077181
0.80447221
0.82861793
0.82453018
0.82724631
0.83591121
0.84627301
0.8305037
0.860089
0.8276394
0.85103685
0.85652626
0.81810147
0.86597008
0.84856379
0.82300729
0.82757396
0.83183479
0.86840963
0.87786043
0.8765108
0.84164387
0.80180371
0.83315933
0.8391006
0.83192617
0.84294814
0.8654741
0.835096
0.84306431
0.85475618
0.84992254
0.85530698
0.84919494
0.84694123
0.85378373
0.85106236
0.85075396
0.82974792
0.86326522
0.83762056
0.8522464
0.83216625
0.8628071
0.84926355
0.86585712
0.8430618
0.86844951
0.87341785
0.87565649
0.84184277
0.8657369
0.84689236
0.85207003
0.86471969
0.85663497
0.85025954
0.84847277
0.8380565
0.8560729
0.87306499
0.8609454
0.86264217
0.87982523
0.87767035
0.8774634
0.83878875
0.85942549
0.86039048
0.83671796
0.86947817
0.86322993
0.87788087
0.88715613
0.83430701
0.83162576
0.83344376
0.85769862
0.86799705
0.87063867
0.86014986
0.84973091
0.86621916
0.85599416
0.88348424
0.86796862
0.878151
0.86441451
0.87380534
0.8554067
0.87011105
0.83339185
0.85952622
0.85665822
0.86136901
0.85188723
0.88149983
0.86083448
0.81958306
0.87106657
0.85702527
0.86999524
0.86531109
0.86513835
0.87758994
0.87340331
0.86818963
0.87278348
0.87776232
0.86955059
0.85822594
0.86525434
0.868173
0.86681902
0.85388225
0.86614585
0.83585405
0.79648322
0.83744264
0.83345282
0.82699835
0.82734936
0.83784664
0.83456713
0.83427644
0.83514887
0.77979094
0.87891036
0.85793746
0.8688302
0.87546307
0.86456943
0.84707803
0.82730907
0.81920648
0.84470528
0.85705483
0.86055768
0.85037094
0.83503997
0.85620278
0.89633584
0.8681159
0.88086373
0.87356418
0.86879468
0.86845887
0.89797914
0.90761769
0.89575237
0.88399565
0.87893111
0.86236221
0.87387592
0.87891138
0.87799042
0.88687128
0.89394033
0.89450037
0.88842934
0.89350271
0.90150899
0.88000643
0.89370525
0.87744266
0.89781511
0.89186698
0.88869166
0.85763806
0.88810849
0.87909293
0.88895494
0.87346148
0.86803234
0.88844103
0.8740921
0.8793717
0.87199545
0.86508399
0.88620436
0.87299907
0.88227981
0.9000119
0.86924189
0.85758579
0.85195029
0.84818369
0.81737584
0.85074675
0.87018925
0.87804604
0.8511076
0.85750145
0.87895304
0.85097104
0.8589083
0.8722989
0.83877355
0.83964604
0.83807796
0.822873
0.85823262
0.85572141
0.84495038
0.85962683
0.83882594
0.86073691
0.85288304
0.8657918
0.87427503
0.84616643
0.83995777
0.84672678
0.89438814
0.87618423
0.89604735
0.86808002
0.87087893
0.87528491
0.88927174
0.90599418
0.89814854
0.87042791
0.86269766
0.90577692
0.78700566
0.85957444
0.8744539
0.88430774
0.90342784
0.86213654
0.90681535
0.87200665
0.92122936
0.86853421
0.90407699
0.83199698
1.0031506
0.87580466
0.87226057
0.91754305
0.90805072
0.90076804
0.90657467
0.88891768
0.88458776
0.89313895
0.88795382
0.89521164
0.87650555
0.88706124
0.75560153
0.88209164
0.89675403
0.86515737
0.90617263
0.91781038
0.90585476
0.89382952
0.88643062
0.90487474
0.88518393
0.88286936
0.86896133
0.87177372
0.90117222
0.90311265
0.90621781
0.89627123
0.8717528
0.915371
0.87893796
0.90038985
0.94613844
0.89496183
0.96874636
0.89178598
0.90595472
0.89856833
0.90426832
0.88719189
0.88891482
0.89123064
0.88878059
0.87097883
0.86437994
0.88188964
0.89390421
0.89397949
0.73563653
0.82585609
0.71011358
0.86257815
0.91032451
0.90714306
0.91455334
0.82991326
0.88879943
0.90388131
0.9025535
0.88948238
0.89871168
0.87524831
0.89416289
0.88251281
0.88075811
0.89428329
0.87098598
0.87257826
0.90283483
0.8322553
0.89804202
0.878268
0.88996696
0.85926449
0.79555452
0.9055866
0.86648965
0.88999462
0.86907685
0.88358057
0.91859466
0.93534386
0.89685452
