kir_26_pooled_male_p10
0.36565945
0.36505601
0.37923193
0.36341175
0.33883932
0.35320002
0.33283821
0.35619694
0.3475216
0.34117061
0.32675207
0.33945352
0.38005289
0.35358018
0.34976208
0.37871969
0.38972324
0.37248844
0.38579524
0.35326222
0.35085943
0.33406296
0.34760419
0.3232013
0.34636158
0.30945069
0.37566742
0.35045472
0.35990992
0.3521215
0.34945321
0.3593443
0.35050717
0.3666034
0.34419799
0.38255912
0.39569983
0.36848554
0.35993853
0.31842089
0.3332862
0.387725
0.4001058
0.45409736
0.38623738
0.34996024
0.36526179
0.44954494
0.38860932
0.39270648
0.42112428
0.43242565
0.3637726
0.4062897
0.36705294
0.36526859
0.38306978
0.48429048
0.39265659
0.35262668
0.36446384
0.35653839
0.36362281
0.4024072
0.37663969
0.38961455
0.38595989
0.42758647
0.39123669
0.37188289
0.32816118
0.318564
0.31512284
0.3377718
0.33703223
0.37552246
0.3694025
0.37321943
0.37950271
0.31450614
0.33286512
0.37766951
0.38203371
0.35440803
0.35759774
0.37612775
0.37471694
0.37365231
0.37361091
0.38612416
0.38910729
0.3715516
0.38776991
0.36237758
0.36461467
0.37783736
0.37580281
0.36769637
0.38220614
0.3851442
0.38852975
0.40879738
0.39269865
0.40282011
0.38973451
0.39100271
0.39056605
0.36571813
0.38084003
0.38608918
0.36621076
0.34509566
0.34978035
0.32741806
0.3627736
0.35368186
0.34249192
0.33986062
0.34826487
0.34985119
0.35012147
0.36130795
0.36751211
0.38660544
0.34087759
0.34961081
0.3381089
0.36834759
0.34257457
0.36833411
0.34554961
0.3455115
0.34963402
0.36334461
0.38740519
0.37049004
0.36594796
0.33152878
0.34440455
0.3525795
0.35965028
0.38755256
0.38058874
0.34973684
0.33158606
0.35767916
0.3586956
0.34492958
0.33813468
0.33112618
0.39545351
0.35713795
0.35542744
0.37932715
0.38042906
0.37461513
0.38877213
0.3441917
0.41110262
0.43206874
0.41626644
0.44159782
0.40283442
0.35374892
0.39315531
0.41501665
0.40686047
0.43954104
0.39368495
0.3749496
0.33624658
0.36567077
0.37711084
0.36563957
0.39267287
0.39205748
0.36308542
0.35647985
0.42039093
0.39113069
0.39183021
0.40538767
0.3526023
0.38431311
0.36425382
0.34707743
0.35857004
0.40784669
0.35048664
0.3768841
0.37356663
0.42006293
0.36009878
0.43161303
0.38927543
0.4044342
0.40284249
0.39261785
0.35949197
0.40553641
0.36887181
0.43557835
0.42386651
0.39537674
0.3634505
0.36768624
0.33869037
0.39103317
0.40031081
0.40161306
0.40960512
0.39469144
0.44610909
0.4138504
0.37624457
0.38750601
0.36956304
0.35038862
0.38265494
0.38839927
0.38593772
0.41407904
0.35723642
0.37230551
0.34590414
0.37830031
0.440364
0.41416737
0.39971521
0.37148583
0.40093422
0.37520236
0.41124099
0.39941949
0.44701672
0.41232055
0.45169514
0.39035267
0.45439848
0.4186697
0.38424873
0.4390054
0.40357175
0.42651558
0.4330714
0.43468744
0.37703997
0.40129682
0.44068903
0.42269531
0.3856149
0.40205967
0.41830167
0.41608125
0.42567801
0.4337405
0.41081035
0.41553634
0.44459662
0.43941486
0.41294339
0.43144274
0.44174016
0.41890183
0.4003498
0.40921932
0.42011786
0.42555189
0.3785837
0.36455306
0.38035673
0.396608
0.38290137
0.42519215
0.36953142
0.44025281
0.42562288
0.43256617
0.45856282
0.45018032
0.42206904
0.58139217
0.39008513
0.437291
0.43545705
0.42684159
0.41420636
0.40507251
0.41457361
0.46840751
0.41676286
0.4780601
0.43972221
0.44386774
0.47999075
0.53742987
0.53113067
0.49215409
0.48824739
0.4869737
0.4241282
0.47340572
0.44685811
0.48231554
0.47265708
0.46810478
0.50355023
0.45681405
0.44958711
0.49488187
0.46088797
0.44933474
0.45188755
0.45561865
0.44389057
0.43598872
0.4306502
0.46950108
0.46208549
0.45003998
0.46861091
0.42783973
0.49121159
0.40124404
0.41752881
0.41113257
0.37809962
0.44035676
0.38951421
0.40314528
0.47102341
0.38363323
0.37829241
0.35052139
0.36493766
0.36277118
0.38564593
0.4169032
0.40727842
0.3474637
0.42103064
0.42050189
0.35351574
0.39945838
0.42580321
0.40315276
0.42532331
0.40453741
0.42900521
0.40828425
0.40393317
0.3877511
0.37802184
0.40665597
0.38915735
0.38208434
0.40908271
0.3799257
0.40289676
0.34998494
0.39120764
0.5348562
0.43158758
0.4550491
0.40101254
0.43231425
0.40519333
0.43986115
0.46422693
0.47283348
0.43468603
0.47440776
0.51232558
0.55783826
0.52971393
0.55707371
0.45416942
0.51400697
0.39584187
0.51063597
0.55740637
0.62827599
0.79769427
0.70256013
0.54919142
0.73162889
0.46637005
0.54187548
0.45865792
0.54274976
0.5747205
0.57171959
0.56922758
0.51864171
0.50123656
0.46375179
0.47774261
0.54524076
0.43451819
0.34459177
0.50201833
0.51213646
0.43763289
0.52937704
0.53888571
0.48736879
0.47810501
0.52822596
0.5167551
0.5204581
0.50634199
0.50950509
0.52057481
0.53173381
0.56707746
0.46436051
0.52697986
0.46392724
0.45886993
0.52678704
0.42858604
0.57114482
0.41235527
0.58052748
0.51767278
0.50255781
0.54534477
0.51945823
0.52756953
0.5022397
0.51124567
0.47008002
0.42802176
0.44475019
0.49419129
0.50726169
0.45915231
0.3526507
0.41158372
0.65252924
0.29287118
0.47790498
0.47796237
0.49931523
0.37810349
0.51044983
0.50681144
0.48902461
0.53597552
0.48845607
0.45624104
0.50886297
0.43188381
0.51424688
0.45100132
0.39509439
0.49478748
0.47565085
0.45438686
0.50030541
0.52167773
0.49755937
0.4232482
0.49263051
0.58263826
0.41370961
0.47967872
0.5283469
0.55224544
0.54086709
0.53138924
0.57889545
0.43957412
0.49215865
0.54646206
0.49048162
0.47650623
0.5012989
0.50052166
0.48788992
0.48897225
0.45899022
0.43426386
0.53652698
0.46692041
0.45508
0.47161314
0.42688397
0.51027077
0.51127988
0.56872261
0.49309582
0.5340609
0.4896799
0.43895018
0.52154601
0.46552634
0.44445425
0.40065587
0.40184474
0.45896825
0.4593612
0.43625575
0.43959633
0.4321399
0.4027063
0.375655
0.41687077
0.41274801
0.4857052
0.45490384
0.40800926
0.39465058
0.40432194
0.42776871
0.41432321
0.41352358
0.41851082
0.41514683
0.39453456
0.41612029
0.44694003
0.40776145
0.4164224
0.49603108
0.45936787
0.42973939
0.41032362
0.42382687
0.41882125
0.48615631
0.46994147
0.43694073
0.50174582
0.39877161
0.4322378
0.4388158
0.40640545
0.50786471
0.51100099
0.42889464
0.54424709
0.4961617
0.46327952
0.54219288
0.50058436
0.45098883
0.52485108
0.5063535
0.48617718
0.44523454
0.43953061
0.40606505
0.38615286
0.40662995
0.41180766
0.44859096
0.41010433
0.47512466
0.51748908
0.57548356
0.57364929
0.48031417
0.47696656
0.4971934
0.44006422
0.48967129
0.45758268
0.38419038
0.45142516
0.40801743
0.39669889
0.3946622
0.40943822
0.40665025
0.44930977
0.42143178
0.42553622
0.47891438
0.45134822
0.47021323
0.45807609
0.53719884
0.4404076
0.48294654
0.49533421
0.41005898
0.47719505
0.51518369
0.40670487
0.44509554
0.45289832
0.36240458
0.38814047
0.38280097
0.40179205
0.3737615
0.38116401
0.40601045
0.42839262
0.39999446
0.41802591
0.44155756
0.41564468
0.44527262
0.49864095
0.42561528
0.39256114
0.43170765
0.39263591
0.38311502
0.42491305
0.42654601
0.46350157
0.64222556
0.4405371
0.33152336
0.34536973
0.48824301
0.45509234
0.43050161
0.49843436
0.44036275
0.34370938
0.4226256
0.39410076
0.48417178
0.43989173
0.45226687
0.44846833
0.46988851
0.53944844
0.53897548
0.53000712
0.52396667
0.53783548
0.30212736
0.42447579
0.45790178
0.37291241
0.52346969
0.48372322
0.43912998
0.46394002
0.52940762
0.5091095
0.46212685
0.45605031
0.57754302
0.46021184
0.51059532
0.60127813
0.46500936
0.43427846
0.45498106
0.43046883
0.4254452
0.43982744
0.44101655
0.43868214
0.41866937
0.39726004
0.44189462
0.46117899
0.4217824
0.49542862
0.4826054
0.4567515
0.46085533
0.46534503
0.38227639
0.45374721
0.46730402
0.45808786
0.43890756
0.43969712
0.53298163
0.49206528
0.51058364
0.48171002
0.5178324
0.41285375
0.49288166
0.48096037
