staytract_natam_female_mean
0.21142472
0.023501853
""
0.17457238
0.11602616
""
0.12595734
""
""
0.17599709
0.28292197
0.25807056
""
0.15820816
0.21261348
""
0.58198327
0.15191215
""
0.58129972
0.26258373
0.44606176
0.38199273
0.07872615
0.22776614
0.47470197
0.17320685
0.24729647
0.16113134
""
""
0.2900694
0.24547973
0.099724717
0.48921314
0.25306603
0.6076532
""
""
""
0.50866592
""
""
""
""
""
0.17286962
0.37366548
0.19030578
0.31609514
0.3484453
0.34856349
0.35857546
""
""
0.27546421
""
0.48027843
""
""
""
0.22302671
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.20351548
""
""
""
0.40935984
0.1324701
""
""
0.21635439
0.35363787
0.42571402
0.24084672
""
""
0.23579417
""
""
0.3704828
0.26420629
0.1590587
0.16926965
0.13253918
0.17951998
0.25561583
0.13482797
0.084538877
0.14561012
0.24495782
0.16371381
0.21465133
0.22051743
0.13337377
0.39036772
0.28837454
""
0.23165086
0.23729996
0.10515498
""
""
""
0.33678657
""
""
0.2892274
""
0.13086237
0.14732866
""
""
""
0.21961243
""
""
""
0.43868172
""
0.3271094
0.25134894
""
""
0.26831722
0.30584386
""
""
""
""
0.12854785
0.61895061
""
""
0.19420674
0.17438467
0.32038268
""
0.20917229
0.34275228
0.48965511
0.18259373
""
""
""
""
0.11590888
0.19025634
""
0.19955334
0.2936818
0.2032087
0.34747416
0.29545569
0.12010764
0.16136427
0.4481557
0.26778585
0.12074948
0.13335885
0.23004256
0.29993284
0.2278658
0.33572367
0.1363439
0.13518448
0.14169635
""
""
0.13104489
""
""
0.27531388
""
""
0.34254032
0.13654149
""
""
""
0.3058261
""
0.22287828
""
0.20687221
0.25724494
0.22393286
0.27641118
0.14991443
0.21107095
0.16038375
""
0.23655719
0.24459618
""
0.058912903
""
""
0.15375955
0.22162859
0.26192495
0.17794506
""
0.31031543
""
""
0.20861246
""
0.12166596
0.093128026
""
""
0.20165013
0.14024624
0.19817452
0.22921328
""
""
""
""
""
0.25327024
""
""
""
""
0.32690978
0.22791679
""
""
""
0.24545211
""
""
0.31989253
0.13507782
0.55343294
""
0.24595113
0.55176628
""
0.25680006
""
0.34745154
""
0.18457352
0.11909724
0.25854507
0.25159639
0.26714647
0.080880128
0.26211959
0.19213283
0.065348282
0.35673437
""
""
0.36548984
0.3710272
0.27918455
0.27472267
0.28583816
""
0.029481061
0.1861614
""
""
0.18293171
0.15385471
""
0.18153071
0.15957627
""
0.42417783
0.4980022
""
0.37495962
0.52697247
0.56839508
""
""
0.39107233
""
0.52971333
0.16417505
0.25625989
0.45888233
0.29122168
""
""
""
0.37987521
""
""
""
0.090009734
""
0.24349216
0.31468052
0.26651332
0.40251347
0.22225139
0.12732252
0.3071155
""
0.21882066
""
""
""
""
0.060859274
""
""
0.2392133
""
0.25598779
0.13438118
0.11177415
""
0.14063725
0.26033163
0.11969683
""
0.17133974
""
""
""
0.17238139
0.11192706
""
0.17520781
0.043062113
""
""
""
""
0.14244807
""
""
0.15930443
""
""
""
""
0.40082169
""
0.37509796
""
""
""
""
""
""
""
""
""
0.24466492
""
""
""
0.32946527
""
0.43718591
0.14516367
""
""
""
""
""
""
0.52522641
""
0.1668825
""
0.18464586
0.23977274
0.10463314
0.36182088
""
0.18070866
0.27793264
""
0.41707143
0.38173118
0.39066282
0.23064874
0.37899595
""
""
0.17488779
0.16916572
""
""
""
0.018962197
""
""
""
""
0.38061887
0.32434747
0.15739101
""
0.46841893
0.47138232
""
0.29746988
""
0.3542347
""
""
""
""
""
""
""
0.09057685
""
""
""
0.20313197
0.34290019
0.415557
""
0.40494323
0.3618553
0.23121603
""
0.35447085
0.34580812
""
""
""
""
0.18947384
0.5110265
0.22563449
""
""
0.15196764
""
""
""
""
""
""
0.12278382
""
""
0.23738334
""
""
""
""
""
""
""
""
""
""
""
""
0.010322191
""
""
0.10951537
0.13834542
""
""
""
""
0.072523415
""
""
""
""
""
""
""
0.40169802
""
0.1437405
0.24693634
0.14713481
""
0.25943583
""
""
0.25081035
""
0.13945653
0.27624902
""
""
""
0.12355963
""
0.11880957
0.05233945
0.23521164
0.17071833
0.3499462
0.30725929
0.32408512
0.26705185
0.20686312
0.21777683
0.33430725
0.37729502
0.26523191
0.20879535
0.66158491
""
""
""
0.26239142
""
""
0.25590435
0.24789165
""
0.18312274
0.29298443
""
""
""
""
0.3307395
""
""
""
""
""
""
""
""
""
0.14452983
""
0.219375
""
""
""
0.23293406
""
""
""
""
""
""
0.2594344
0.11808202
""
