has_dad_white_female_p1
0.54580122
0.52006251
0.71715385
0.50252908
0.40630162
0.48358184
0.3955391
0.62418956
0.57566565
0.45301795
0.38888174
0.38108239
0.61902004
0.45139086
0.38139686
0.54723233
0.58436561
0.4732196
0.64432609
0.46081656
0.44234264
0.42406249
0.43802136
0.4290182
0.34919587
0.4840816
0.52723157
0.48262763
0.40850028
0.50647479
0.55117726
0.47593546
0.32878464
0.3913573
0.45486364
0.49221504
0.61278796
0.54603875
0.58506054
0.55843472
0.44986928
0.65524042
0.60627729
0.72517323
0.62258607
0.41262656
0.44253501
0.62913489
0.45519039
0.577833
0.54275841
0.566652
0.54716718
0.70891225
0.58930111
0.4749015
0.60820878
0.64031023
0.61155182
0.56536818
0.48362413
0.4531917
0.51249802
0.63103205
0.66059202
0.59682745
0.79124391
0.73900801
0.68340421
0.69170851
0.56849587
0.57151592
0.45977801
0.47653493
0.49206603
0.50491762
0.46844247
0.57317209
0.56355482
0.34281909
0.51522195
0.56931305
0.71552658
0.49365035
0.37686813
0.44722384
0.48376885
0.56260872
0.49542838
0.52173454
0.53030562
0.55723727
0.57543516
0.43561235
0.58851463
0.6733675
0.5146305
0.45085204
0.38108078
0.4347364
0.37851617
0.37995407
0.3921645
0.38000077
0.38275978
0.37498492
0.40982538
0.40437037
0.52413481
0.49150044
0.4389486
0.50946283
0.41534188
0.55949777
0.4337422
0.45516863
0.4324587
0.48150817
0.44541666
0.52556717
0.51084805
0.53468233
0.45616618
0.5506655
0.57250565
0.41960642
0.38807622
0.49522245
0.42563927
0.46537495
0.38400123
0.46447331
0.47181609
0.54705137
0.46734476
0.49384314
0.5088082
0.42733756
0.58799469
0.46163297
0.42922679
0.42643771
0.56355995
0.54192132
0.44138345
0.55387908
0.48818579
0.48939806
0.52654612
0.55822194
0.56451839
0.50006008
0.52151662
0.50674951
0.45397216
0.4548049
0.5060603
0.42503715
0.55803746
0.69712186
0.72058737
0.76908457
0.38660941
0.26582563
0.50750941
0.29418227
0.41262874
0.54892808
0.44301698
0.37672508
0.30174762
0.2835409
0.47974738
0.41969168
0.51999354
0.5169664
0.32725364
0.33604056
0.44553664
0.47132549
0.54992467
0.53777456
0.39796391
0.51070589
0.4350878
0.38683116
0.70146435
0.48272902
0.45065325
0.6483978
0.62857038
0.60836047
0.34794676
0.44889942
0.59287107
0.56430948
0.45767111
0.48539644
0.34553012
0.53109181
0.34533402
0.43836096
0.45480159
0.38328364
0.37675062
0.35928449
0.27452615
0.41793644
0.43499586
0.37598801
0.5221948
0.39853609
0.54471195
0.47676593
0.34213048
0.5343684
0.37953693
0.39225012
0.5544498
0.53645217
0.53778201
0.59824789
0.56990033
0.65137535
0.4006317
0.48264411
0.56685227
0.55056345
0.45133084
0.51680362
0.45918101
0.46296671
0.64484394
0.59539998
0.64299238
0.61592174
0.73263443
0.56646436
0.73094606
0.7220605
0.57613575
0.47854349
0.44390625
0.44793406
0.58250433
0.47511593
0.47563311
0.42219099
0.51230979
0.45976993
0.39060244
0.47566217
0.52777171
0.36558804
0.58296603
0.49851564
0.44877577
0.37264758
0.54952884
0.45536748
0.43313348
0.35201174
0.41757315
0.36635897
0.48009586
0.53928804
0.40874717
0.39978608
0.30728358
0.20950831
0.40067542
0.44904447
0.45050329
0.48760283
0.56587082
0.56288773
0.42873394
0.43223462
0.47339308
