staytract_pooled_female_p75_se
0.0040328824
0.0066185175
0.017648084
0.0030001258
0.0036218502
0.011110973
0.0027641552
0.013521587
0.01462639
0.0045726928
0.0042534717
0.0020681557
0.014304218
0.0085741542
0.004172741
0.01754939
0.021097407
0.0043759262
0.01497539
0.014494432
0.0043463213
0.0037209063
0.0046736309
0.0062438385
0.0019882456
0.015008204
0.0067127836
0.0039312248
0.0022016473
0.009759278
0.01030401
0.0052447757
0.0022999656
0.0029148394
0.010614427
0.0041855448
0.010989469
0.0083230212
0.022846552
0.020082723
0.0040428229
0.011707732
0.015229921
0.024309233
0.012407669
0.01052772
0.002287148
0.0056502451
0.0029911785
0.0074150255
0.004851256
0.004122457
0.0058915378
0.031289995
0.020325365
0.0040830141
0.011675796
0.024954118
0.01941159
0.0077567012
0.010099982
0.0033652871
0.017456368
0.010709983
0.010200472
0.010002377
0.022452505
0.015026012
0.013673916
0.012205787
0.012119578
0.010117584
0.0096887602
0.0064028041
0.011006061
0.017355854
0.0084090307
0.010902444
0.01587477
0.0023446516
0.0094012208
0.0067726672
0.011805105
0.0063222805
0.0021053653
0.0082051633
0.0080766426
0.0056082243
0.0034630063
0.0067606214
0.0062356414
0.011592704
0.010293623
0.0037572244
0.010923247
0.01745961
0.0066913632
0.0049904571
0.0017512374
0.0034685973
0.0028488184
0.0015720746
0.0022125819
0.0030054885
0.0029597594
0.0019306447
0.0034683926
0.0021667515
0.0089394189
0.0046069664
0.0053077308
0.0062622153
0.003089691
0.014868792
0.0033461852
0.002790381
0.0034201737
0.016941329
0.020367352
0.016764317
0.0065231095
0.01042395
0.0095536299
0.0082967877
0.01056502
0.0041964562
0.0040652291
0.011130853
0.01207105
0.011644254
0.0011909709
0.008131613
0.006213373
0.01321712
0.0054844101
0.008870814
0.0040328531
0.0048825382
0.013215665
0.0081610344
0.0046590255
0.0057653179
0.01832227
0.012470524
0.007239833
0.015674055
0.0059500844
0.0084872209
0.010533199
0.010772867
0.010253378
0.002541963
0.0059114587
0.015698148
0.0031827388
0.0037659844
0.012786012
0.0043420377
0.01246201
0.0076143923
0.021314904
0.015578365
0.0037027057
0.0014374134
0.015024049
0.0010274982
0.0061502098
0.0063064117
0.011989472
0.0037408601
0.00085397583
0.002674635
0.0064097969
0.0028302481
0.0074679609
0.0099034654
0.0029716289
0.0018177625
0.0056280792
0.0081539433
0.0080225402
0.0074616037
0.0018855751
0.0079948874
0.0075707557
0.0014652655
0.016603386
0.0066924337
0.0033533762
0.019236503
0.010530653
0.0059306412
0.0022452469
0.012076126
0.011007609
0.0066017425
0.0042159781
0.0043393164
0.0021698007
0.0069173067
0.0026441957
0.0036178057
0.0062272744
0.0046959366
0.003675234
0.0025803535
0.0016805574
