coll_white_female_p25_se
0.012935976
0.015974091
0.033517025
0.012062601
0.017633151
0.034295131
0.012284084
0.033601359
0.04379015
0.019124556
0.015455159
0.011794751
0.039620128
0.026736572
0.016314643
0.047466636
0.068019219
0.020506242
0.040793043
0.037758708
0.016360583
0.01652498
0.020759312
0.030538877
0.014444925
0.050707668
0.027147166
0.017546022
0.012048436
0.04090333
0.034531858
0.027140023
0.015379994
0.018442137
0.04090406
0.014682041
0.034238711
0.028944578
0.075022593
0.081549622
0.021668881
0.035157949
0.04938522
0.067872107
0.048325837
0.053554479
0.012952274
0.020315286
0.016807219
0.025062494
0.017505065
0.016422855
0.023430329
0.063946187
0.068353698
0.017558863
0.042944938
0.045912739
0.067332461
0.028438617
0.036957439
0.01443711
0.046114895
0.027241236
0.024440685
0.026665282
0.038445801
0.033567488
0.032167323
0.023354582
0.055334039
0.042462327
0.048933487
0.023689095
0.030336816
0.035332493
0.022565344
0.021765029
0.037608266
0.014347679
0.032499686
0.024283722
0.025022294
0.023628658
0.010337769
0.023210363
0.022054102
0.019162433
0.01610099
0.014475212
0.019092217
0.02734221
0.027198402
0.015488831
0.024067834
0.040357117
0.019488819
0.014975387
0.0080619669
0.013398469
0.014448315
0.010375696
0.012348471
0.016566241
0.015821181
0.010977495
0.015204921
0.010928396
0.027837802
0.016689533
0.024536207
0.025197078
0.017121807
0.057284281
0.01662755
0.012061888
0.01847974
0.060329452
0.062379759
0.051338006
0.025156695
0.037419651
0.047020804
0.031376999
0.037909355
0.022534464
0.021871537
0.032549832
0.050685383
0.044121511
0.0095873931
0.02759319
0.026819104
0.032594081
0.020737378
0.026392408
0.015240753
0.023474433
0.05670863
0.042326417
0.022040769
0.020242123
0.05549385
0.046105295
0.030261695
0.050356992
0.018404046
0.03149334
0.046862449
0.042848833
0.020943107
0.012613016
0.025523011
0.085339755
0.012850023
0.01578149
0.04471653
0.021834057
0.033182323
0.023814378
0.061700575
0.035207324
0.025740491
0.010350255
0.0513275
0.010224267
0.025764417
0.022653671
0.03433099
0.015300362
0.0060699526
0.016097883
0.017436638
0.011963792
0.017110759
0.028251821
0.01345102
0.0090782782
0.020538846
0.02474105
0.02174479
0.02044745
0.0089609232
0.023102049
0.023149138
0.0081230849
0.035016038
0.024334313
0.015212611
0.037088815
0.031620082
0.017660949
0.01015118
0.034576457
0.035098575
0.018163994
0.017296612
0.017008023
0.011586968
0.026427062
0.012228645
0.012953048
0.02235405
0.020538712
0.013414369
0.013435674
0.0099789295
0.021332368
0.015986195
0.015206255
0.017398428
0.015227345
0.030220786
0.030299837
0.016592214
0.010837259
0.015605328
0.0079259556
0.019204663
0.015049884
0.029708643
0.020421203
0.016897641
0.020045774
0.0086303074
0.013728755
0.014810702
0.012274668
0.0068504992
0.011748516
0.011164826
0.018740889
0.039999243
0.020585679
0.046290498
0.027591761
0.034317482
0.018774461
0.054484684
0.023410399
0.016864173
0.024723245
0.024694035
0.013913086
0.022225261
0.032563288
0.025939396
0.010661241
0.022346491
0.018544614
0.0085917916
0.014431013
0.016908592
0.046147756
0.01738435
0.025271799
0.026779566
0.012277042
0.018144563
0.011740576
0.016159421
0.016454868
0.0099229729
0.010054684
0.015694449
0.0063324757
0.01389918
0.0085104462
0.0066366773
0.019442817
0.017502179
0.029269801
0.076400533
0.016993368
0.041699164
0.028868567
