kfr_pooled_female_p1
0.25789717
0.30658507
0.24167527
0.24008463
0.30119452
0.27844647
0.22891952
0.26903749
0.2432978
0.25973395
0.29861748
0.28613484
0.28249985
0.31250224
0.36080638
0.31604764
0.26776353
0.29624048
0.2347573
0.2825121
0.32232225
0.30840427
0.3171455
0.24383028
0.3060905
0.29397073
0.23503558
0.27667537
0.3020041
0.31258231
0.30793199
0.23120521
0.25247103
0.26567972
0.26091853
0.31377584
0.2542069
0.33344772
0.30096793
0.28680715
0.2716592
0.27658167
0.251553
0.25061017
0.2818087
0.26152679
0.30520567
0.29513144
0.2595661
0.23422873
0.22906932
0.28087524
0.2317712
0.22740161
0.24123652
0.30867371
0.25084642
0.32318455
0.34102643
0.24731334
0.26071513
0.24907686
0.2649312
0.28307584
0.30069473
0.22661203
0.2790595
0.3580755
0.26384857
0.34744537
0.20602834
0.37944409
0.12866195
0.21814278
0.34796381
0.28363273
0.10523228
0.33151516
0.37487638
0.35719487
0.39972591
0.19077326
0.25871354
0.34808505
0.16028409
0.26151252
0.19789535
0.338063
0.19179216
0.36808017
""
0.43766662
0.28371832
0.25171039
""
0.20116369
0.29624829
0.33928177
0.3397119
0.31585169
0.30978891
0.37670222
0.29932752
0.33373576
0.33209303
0.30416748
0.31408438
0.29437482
0.29946744
0.37308943
0.30604854
0.24583977
0.28145862
0.33924234
0.35159445
0.33180285
0.26476109
0.35754526
0.37315214
0.23687451
0.2802158
0.28989625
0.32106075
0.3265956
0.24243148
0.31541893
0.30563426
0.3065159
0.2356565
0.27676612
0.26150912
0.26012069
0.2743322
0.34358051
0.3365837
0.37453625
0.28914252
0.3213107
0.3106474
0.23758377
0.29591051
0.29605988
0.33846742
0.32586303
0.22111458
0.25043449
0.2928094
0.19386347
0.30892509
0.24790926
0.26592854
0.29938081
0.2972576
0.29546309
0.37747338
0.34121463
0.28488314
0.23305929
0.27083787
0.3909815
0.24915406
0.35544488
0.27688873
0.34276617
0.22830993
0.34045404
0.26048967
0.34885508
0.3212384
0.38059983
0.25663564
0.33000451
0.2582255
0.29385805
0.35703591
0.37038764
0.29767486
0.30994925
0.33850634
0.38069189
0.2502737
0.36007306
0.32538515
0.34938067
0.23533297
0.32143098
0.40081471
0.27857858
0.42432025
0.34941113
0.37873685
0.35233483
0.38572755
0.34544063
0.43655115
0.31047145
0.32761508
0.33832577
0.26880866
0.37963831
0.34472299
0.31181937
0.37503502
0.35815844
0.3860496
0.3074235
0.4308244
0.44320825
0.35225663
0.3405135
0.36376089
0.36120844
0.33042288
0.38053709
0.42681366
0.42536387
0.42106527
0.38891897
0.3580426
0.37746924
0.34969178
0.36204687
0.36724854
0.48911428
0.34776771
0.40625668
0.43185958
0.362207
0.43741551
0.35243866
0.37170184
0.39033636
0.39958131
0.37101653
0.39408374
0.35536793
0.35521609
0.34636328
0.37097812
0.31991354
0.40390009
0.37220487
0.36177018
0.35121819
0.32888472
0.30991077
0.3806366
0.42773119
0.46754658
0.32839307
0.39669448
0.42802399
0.39200023
0.60145724
0.49522164
0.45054176
0.30530667
0.29817593
0.37380922
0.38772005
0.30166003
0.41455635
0.43884847
0.4040049
0.47830698
0.34203342
0.38456568
0.41511202
0.37204647
0.39030391
0.43382534
""
0.34142861
0.50360101
0.39963534
0.4010863
0.4365716
0.34689119
0.44404632
0.39553085
0.39704078
0.38434276
0.38867873
0.3843132
""
0.37428409
0.35869917
0.35970387
0.36437497
0.32481784
0.50865579
0.42239469
0.46066266
0.4226287
0.36265391
0.30049589
0.45180157
0.32314655
0.44711605
0.30344537
0.34184796
0.51249939
0.4726851
0.43557611
0.41145918
0.44737652
0.33506382
0.47372848
0.3721897
0.33668396
0.37339476
0.38589388
0.34652081
0.3387444
0.3860274
0.32076371
0.29681814
0.27941102
0.29687366
0.30199367
0.29233098
0.26583162
0.30998194
0.26843715
0.32587552
0.33975226
0.27395192
0.36200696
0.34474328
0.30113915
0.34748352
0.26154795
0.28408173
0.24461098
0.27667224
0.29262573
0.36983666
0.2590729
0.20767139
0.33271649
0.33253527
0.26914424
0.28709301
0.3022491
0.25569502
0.32789996
0.29904559
0.29775015
0.32854563
0.31274259
0.2776112
0.29164529
0.31519338
0.30255762
0.3138254
0.28779119
0.28904316
0.22186089
0.24889046
0.29279539
0.30744132
0.34608737
0.35695061
0.39113349
0.29521167
0.33699107
0.26695412
0.30770233
0.33305311
0.32523665
0.30471703
0.31856886
0.28186548
0.27723837
0.31760395
0.29589522
0.3268176
0.34751457
0.35641152
0.27741206
0.2991752
0.29733887
0.27927577
0.31795064
0.32081071
0.32613784
0.32452711
0.27064759
0.30478063
0.2687332
0.28495547
0.23257078
0.31551293
0.29718173
0.2925798
0.25039557
0.2829431
0.23589215
0.23890205
0.32213265
0.25091323
0.3248108
0.25370201
0.25923273
0.26653099
0.19825439
0.31598637
0.23370709
0.28647158
0.29954645
0.31993544
