kir_stycz_natam_female_mean
0.32890597
""
""
0.31722322
0.39954114
""
0.35700566
""
""
""
0.38669962
0.39380133
""
""
0.33454517
""
0.44437486
0.35834536
""
0.34065825
0.2913872
0.35025248
0.41981485
""
0.39084551
0.41485533
0.30803132
0.35776857
0.37363178
""
""
""
0.43818897
0.3715961
0.38056993
0.36722562
""
""
""
""
0.35427579
""
""
""
""
""
0.34506994
0.32155442
0.39535588
0.37046847
0.36672503
0.32950547
""
""
""
0.42721209
""
0.35155344
""
""
""
0.38439766
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.38679138
""
""
""
""
0.40127271
""
""
0.32289484
0.43615368
0.34041536
""
""
""
0.22168754
""
""
""
0.35527787
0.385378
0.38653436
0.39460394
0.51193762
0.57893437
0.49571967
0.36490831
0.38941899
0.38640872
0.35626793
""
0.37426111
""
""
0.36501595
""
0.35835502
0.36133149
0.28586918
""
""
""
""
""
""
""
""
0.39001143
0.42443061
""
""
""
0.40699983
""
""
""
""
""
0.40639681
0.32884496
""
""
0.39634112
0.42306665
""
""
""
""
0.36547294
0.32463422
""
""
""
0.38989294
""
""
0.39450607
0.33818927
0.48483926
0.35972404
""
""
""
""
0.51831275
0.41474962
""
0.53700185
0.40462732
0.32922137
0.3908118
0.36704853
0.37925833
0.46729964
0.69592905
0.38310584
""
""
0.47692102
0.40303898
0.36335081
0.41507295
""
""
0.31752431
""
""
0.39435276
""
""
""
""
""
""
0.31838056
""
""
""
""
""
0.29203719
""
0.36172518
0.36906803
""
""
""
0.40378553
0.40274468
""
""
0.35106024
""
""
""
""
0.27325019
0.34799254
0.33657542
0.42737383
""
""
""
""
0.37879148
""
0.36389112
""
""
""
0.37024629
0.30230638
0.24590963
""
""
""
""
""
""
""
""
""
""
""
""
0.37563771
""
""
""
0.34353167
""
""
0.40614575
""
0.43302715
""
0.32400954
0.31430784
""
0.3620739
""
0.34556583
""
0.41607159
0.30683613
0.38302726
0.33652991
0.43808717
0.39205369
0.44444886
0.41502053
0.49310145
0.43578994
""
""
0.35319626
0.24698204
0.38885003
0.36561865
0.36337543
""
""
0.35334232
""
""
0.44893599
0.4130348
""
""
0.43469572
""
0.35715184
0.27751914
""
0.48396209
0.37169173
0.29542992
""
""
""
""
0.38940054
0.39385238
0.37361774
0.31442657
0.56354094
""
""
""
0.40182346
""
""
""
""
""
0.37467602
0.38918433
0.37349579
0.36887068
0.35307029
0.35345119
0.35474357
""
0.43559399
""
""
""
""
0.31174529
""
""
0.39225918
""
0.29595482
0.42847225
0.38769683
""
0.45901328
0.37190223
""
""
0.40894902
""
""
""
0.47438982
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.32997078
""
""
""
""
""
""
""
""
""
0.29693043
""
""
""
0.29778537
""
0.37726396
0.35269004
""
""
""
""
""
""
0.32126191
""
""
""
""
0.26528224
""
0.26823765
""
0.2901226
""
""
0.33990374
0.22948863
""
0.40665475
0.33789435
""
""
0.32867289
0.33907303
""
""
""
0.32443869
""
""
""
""
0.31746942
0.3854242
""
""
0.43727145
0.38181463
""
0.32175103
""
""
""
""
""
""
""
""
""
0.36968252
""
""
""
0.2833454
0.34744853
""
""
0.32277966
0.31497464
0.49890447
""
0.37683049
""
""
""
""
""
0.28091422
0.29884297
0.32345355
""
""
0.36675045
""
""
""
""
""
""
0.38382933
""
""
0.3802802
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37374428
0.38363862
""
""
""
""
""
""
""
""
""
""
""
""
0.37886962
""
0.32901078
0.36239785
0.37194529
""
0.37141377
""
""
0.39206779
""
0.40866485
""
""
""
""
0.279535
""
0.30240846
""
0.37871552
""
0.31669444
0.37216878
0.38733047
0.38142154
0.344466
0.39987731
0.33967695
""
0.31904712
0.34542292
0.34490764
""
""
""
0.2882961
""
""
0.4522019
""
""
0.40436521
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47727796
""
0.3886328
""
""
""
0.43098179
""
""
""
""
""
""
""
0.36419702
""
0.59490156
0.45306942
0.3659665
""
""
""
""
""
""
""
""
""
""
""
0.33579677
""
""
0.2909601
""
""
""
""
""
0.34553623
""
0.36686724
0.42755264
0.45236236
0.37352961
0.39867371
0.32549429
0.4586198
0.34455031
0.34196648
""
0.39382899
0.367477
0.33476427
0.39093676
0.44426051
0.39674398
0.35659125
0.34402257
""
0.44016051
""
""
0.37275025
0.4034121
0.41753513
0.39829329
0.47286531
0.4661701
0.40839335
0.32215264
0.45001349
""
0.40890339
0.33688924
0.33483312
0.30183473
""
""
""
0.29403719
0.36490959
""
""
0.42665902
0.33996135
""
""
0.33073786
0.39394349
""
""
""
0.28203839
0.33444312
""
""
""
""
0.51092029
""
""
""
0.33499861
""
""
""
0.36685935
0.29484069
0.39051354
0.35103422
0.33592683
0.29829279
""
0.35461238
0.39891604
0.31982261
0.36788398
""
""
""
0.36605838
""
""
0.33945942
""
""
""
""
0.35390803
0.37501866
0.36910835
0.31588098
""
""
""
0.26795459
""
""
0.29862869
""
""
0.30200464
0.33091947
0.31041554
0.38992503
0.38807192
0.4259586
0.38058233
0.4032478
0.36260456
0.41179717
0.40061337
0.3634496
""
""
0.36297205
0.41445047
0.463824
0.39577949
""
0.38182801
0.46129128
0.31957176
0.41092119
0.42314684
0.31238267
""
""
0.32792032
0.37404513
0.38421705
0.37193576
0.3952136
0.35322607
0.36541858
0.3491908
0.34180942
0.37313905
""
""
0.35741761
""
""
""
0.37180239
0.34938818
0.41066426
