kir_29_black_male_p25
""
0.33902398
0.25934613
""
0.34601477
0.42314014
0.39406511
""
0.4268893
0.4420152
0.47243452
0.44480327
0.40945065
""
0.40132883
""
0.53946602
0.43427745
""
0.4745557
""
0.47794375
0.44778985
0.38832238
""
""
""
""
0.36364898
""
""
0.41935533
""
0.26667577
""
""
""
""
""
0.48378679
0.32472521
""
""
0.37722647
0.39253426
0.36870775
0.40782711
0.35282913
0.44597983
0.36191118
0.40819314
0.37897345
""
0.44158441
0.35116029
0.37196749
""
""
""
""
""
""
""
""
""
0.47847617
0.41304478
0.43166786
0.38003674
""
0.37764803
0.48522967
0.40199852
0.44206324
0.39032081
0.42658278
""
0.35075539
0.38414741
0.41510683
0.3833099
0.37439874
0.39280865
0.38111532
0.37792915
0.33299211
0.34994367
0.30881533
0.47350839
""
0.39881527
0.36660159
0.33904991
0.35704404
0.37594366
""
""
0.34807563
0.33725324
""
0.43989196
""
0.35144615
""
""
""
0.38316286
0.38193965
0.45373258
0.35639271
0.39337018
0.42612132
0.37751287
0.42568088
0.37072486
""
""
""
0.43391359
""
""
0.37722877
0.37594107
""
""
""
""
0.48761526
""
0.32503241
0.37997335
0.41443363
0.44065568
0.58132052
0.65498585
""
0.44484136
0.47369674
0.44901526
0.47180966
0.42464754
0.57600254
0.42204377
0.39650327
""
""
""
""
0.52273709
""
""
""
""
0.42735404
0.37621501
0.46465698
""
""
""
0.30682558
0.30537698
0.22326227
0.50608325
0.46111491
0.34397519
0.34080142
0.31318033
0.39167938
""
0.41967005
0.38476038
0.33518779
0.3640458
0.3318983
0.35766336
""
""
""
0.40624189
0.37821442
0.50174427
0.47680578
0.36124596
0.40418923
0.41525868
""
0.394577
""
""
0.36614645
""
0.54806161
0.38620627
""
""
""
""
0.40848467
""
""
0.31066546
0.36743978
""
0.45606861
0.41630515
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44240087
""
""
0.41999054
""
""
""
""
0.35718444
0.39133769
0.40978926
0.40095952
0.37923497
0.35908639
0.3431651
0.34017253
0.39843634
0.38780019
0.34188566
0.56985956
0.38364807
0.39038503
0.34074619
0.36623088
""
0.32079202
0.39807707
0.38587755
0.45757368
0.36993688
0.38251841
0.44941097
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4131839
0.37225211
""
0.40714306
0.39236063
0.40037847
""
0.40177989
0.39074096
0.28307089
""
0.39836341
0.50668728
0.24382298
0.40879285
0.38328603
0.36233518
0.4437463
0.45544493
""
0.52171808
0.4380855
0.37782311
0.46165165
0.41191766
0.39069486
""
""
""
""
0.30617097
0.38186058
0.33248797
""
0.34388301
0.33739135
0.36054012
0.44430107
0.27746108
0.59211272
""
""
""
""
""
""
""
""
""
""
""
""
""
0.35609347
""
""
0.3576147
0.44670987
""
""
""
""
0.37967896
""
""
""
""
""
0.43822202
""
0.31767067
0.45639855
""
""
0.40431157
0.41292003
0.41062793
0.39450747
0.38677564
0.38901582
0.45431319
0.4481563
0.35258198
0.35465777
0.39860439
0.34398386
0.37292263
0.39649713
""
""
0.27343622
0.53527796
0.36060387
0.41034809
0.38902685
0.35640213
0.35232559
0.49715817
0.4717927
0.33617911
0.3725504
0.38199341
0.30707741
0.37671039
0.35508779
0.33798876
""
0.38706028
0.35483229
""
0.3534041
""
""
""
""
""
0.35888875
""
""
""
""
""
0.37290624
0.34441388
0.34110177
0.3377943
0.35276031
0.37086016
0.40787441
0.37973303
0.41166419
0.38620961
0.37675455
0.37669349
0.3701764
0.34711581
0.37766743
0.3366316
0.39693528
0.31970909
0.35234153
0.32576844
0.34036213
0.40357026
0.36650234
0.3580727
0.36219794
0.39990351
0.3564654
0.40045986
0.39619058
0.39012581
0.40416324
0.39427036
0.3361868
0.39762706
0.36317739
0.31699961
0.28408238
""
""
""
0.40873045
0.44059941
0.34856868
0.37524578
0.37600297
0.39551768
0.43540758
0.34757456
0.34312007
0.38468617
0.38753352
0.40044519
0.42527702
0.38355607
0.50024962
0.33312291
0.42514187
0.40106621
0.40356189
0.37057638
0.34255853
0.37070417
