proginc_white_female_n
1412.0
616.0
152.0
1706.0
1000.0
181.0
1936.0
169.0
163.0
768.0
919.0
2708.0
165.0
334.0
868.0
97.0
68.0
803.0
116.0
123.0
993.0
964.0
682.0
335.0
2421.0
82.0
351.0
1001.0
2314.0
191.0
224.0
535.0
1995.0
1185.0
181.0
934.0
184.0
300.0
58.0
50.0
796.0
154.0
80.0
47.0
111.0
111.0
2271.0
633.0
1334.0
366.0
815.0
1083.0
453.0
36.0
61.0
939.0
152.0
73.0
52.0
283.0
171.0
1440.0
119.0
264.0
334.0
313.0
132.0
206.0
231.0
301.0
102.0
167.0
152.0
453.0
234.0
133.0
412.0
332.0
147.0
1870.0
248.0
454.0
278.0
478.0
2900.0
380.0
405.0
584.0
1130.0
823.0
573.0
259.0
283.0
1089.0
256.0
81.0
490.0
932.0
4283.0
1152.0
1540.0
2991.0
2347.0
1325.0
1245.0
2845.0
1119.0
2358.0
233.0
719.0
541.0
388.0
1269.0
82.0
1154.0
1931.0
933.0
86.0
53.0
89.0
405.0
199.0
136.0
201.0
165.0
711.0
724.0
205.0
106.0
146.0
5565.0
267.0
413.0
179.0
592.0
296.0
1069.0
495.0
93.0
191.0
666.0
485.0
75.0
143.0
303.0
82.0
788.0
247.0
133.0
159.0
368.0
2015.0
401.0
56.0
1476.0
1066.0
139.0
711.0
228.0
422.0
56.0
179.0
667.0
4783.0
85.0
7517.0
604.0
620.0
199.0
1317.0
13072.0
1639.0
710.0
2341.0
690.0
337.0
1821.0
4588.0
651.0
463.0
489.0
530.0
3792.0
434.0
428.0
5400.0
131.0
593.0
1381.0
121.0
266.0
587.0
3173.0
156.0
254.0
627.0
1062.0
1201.0
2623.0
455.0
2118.0
1495.0
534.0
771.0
1367.0
1974.0
3714.0
534.0
873.0
1198.0
858.0
1362.0
249.0
221.0
1729.0
2429.0
1465.0
6613.0
666.0
764.0
377.0
714.0
679.0
418.0
4273.0
1157.0
1329.0
2021.0
7964.0
2650.0
2767.0
961.0
164.0
723.0
109.0
355.0
174.0
869.0
76.0
413.0
873.0
447.0
427.0
1265.0
492.0
314.0
552.0
3563.0
662.0
1009.0
6217.0
1440.0
1000.0
195.0
980.0
544.0
402.0
2750.0
859.0
2821.0
1141.0
1743.0
3641.0
3516.0
1963.0
11306.0
2714.0
8873.0
11759.0
1405.0
969.0
412.0
56.0
1012.0
135.0
305.0
2052.0
1042.0
393.0
876.0
3166.0
""
""
8980.0
3256.0
401.0
1527.0
6718.0
524.0
309.0
216.0
152.0
335.0
664.0
427.0
545.0
264.0
947.0
652.0
1526.0
9533.0
329.0
851.0
1300.0
458.0
412.0
448.0
580.0
1111.0
171.0
719.0
975.0
663.0
1011.0
2596.0
1322.0
416.0
2335.0
1875.0
1242.0
938.0
2449.0
934.0
394.0
521.0
825.0
1374.0
625.0
559.0
1402.0
354.0
2181.0
1956.0
5017.0
527.0
13869.0
2196.0
347.0
449.0
6087.0
157.0
387.0
1018.0
1398.0
652.0
155.0
326.0
233.0
168.0
209.0
553.0
351.0
395.0
87.0
763.0
938.0
131.0
605.0
229.0
300.0
557.0
147.0
1403.0
""
69.0
293.0
275.0
143.0
70.0
60.0
185.0
145.0
534.0
""
48.0
21.0
82.0
41.0
26.0
342.0
83.0
""
""
""
53.0
""
22.0
22.0
47.0
74.0
157.0
81.0
128.0
207.0
86.0
865.0
251.0
129.0
92.0
""
46.0
268.0
677.0
172.0
219.0
627.0
942.0
90.0
203.0
""
1022.0
708.0
93.0
72.0
39.0
60.0
281.0
156.0
131.0
83.0
43.0
31.0
108.0
""
692.0
446.0
367.0
479.0
382.0
365.0
330.0
551.0
2038.0
229.0
216.0
326.0
679.0
""
""
""
""
279.0
357.0
64.0
50.0
315.0
351.0
218.0
168.0
384.0
867.0
123.0
1242.0
238.0
276.0
3063.0
162.0
81.0
""
38.0
60.0
203.0
1772.0
21.0
""
399.0
45.0
50.0
35.0
""
62.0
96.0
40.0
27.0
89.0
259.0
241.0
50.0
207.0
""
104.0
1299.0
5447.0
107.0
""
142.0
211.0
318.0
173.0
41.0
32.0
111.0
69.0
79.0
226.0
143.0
137.0
534.0
1019.0
1670.0
364.0
225.0
277.0
209.0
579.0
368.0
4868.0
699.0
367.0
201.0
116.0
945.0
252.0
1462.0
455.0
979.0
237.0
396.0
916.0
322.0
971.0
267.0
2866.0
171.0
131.0
414.0
612.0
152.0
""
51.0
""
214.0
""
185.0
638.0
194.0
73.0
676.0
210.0
29.0
""
""
96.0
155.0
60.0
41.0
101.0
67.0
72.0
84.0
315.0
71.0
31.0
1895.0
105.0
2140.0
52.0
127.0
""
579.0
63.0
""
""
""
""
26.0
266.0
640.0
316.0
628.0
5884.0
897.0
319.0
204.0
221.0
38.0
""
44.0
45.0
""
120.0
58.0
83.0
497.0
25.0
42.0
448.0
75.0
""
51.0
167.0
150.0
558.0
225.0
646.0
3919.0
5622.0
507.0
889.0
653.0
536.0
511.0
165.0
30.0
393.0
199.0
270.0
3120.0
244.0
510.0
475.0
282.0
""
825.0
""
""
""
""
""
25.0
103.0
29.0
39.0
""
""
""
229.0
62.0
52.0
348.0
40.0
121.0
79.0
126.0
137.0
56.0
""
""
579.0
""
33.0
299.0
242.0
198.0
""
65.0
316.0
403.0
198.0
56.0
305.0
""
643.0
34.0
80.0
35.0
206.0
""
""
79.0
1059.0
""
5911.0
73.0
1608.0
582.0
30.0
348.0
604.0
65.0
140.0
95.0
385.0
180.0
1316.0
210.0
27.0
496.0
177.0
35.0
147.0
""
1782.0
5394.0
845.0
1178.0
41.0
27.0
86.0
169.0
76.0
396.0
444.0
24.0
22.0
585.0
273.0
661.0
108.0
432.0
1291.0
1071.0
1742.0
878.0
4375.0
2856.0
172.0
46.0
39.0
1000.0
1197.0
5357.0
2610.0
""
46.0
3684.0
247.0
1088.0
14997.0
314.0
193.0
196.0
269.0
1710.0
230.0
640.0
4506.0
201.0
2547.0
203.0
499.0
945.0
168.0
26.0
395.0
""
26.0
39.0
412.0
247.0
8399.0
