teenbrth_white_female_mean
0.24905843
0.096002258
0.16449705
0.18537018
0.1040083
0.18784909
0.31843823
0.14875944
0.25829989
0.23988651
0.26902598
0.2160487
0.19865422
0.223985
0.16440508
0.27887264
0.13944995
0.33923864
0.072666764
0.057430085
0.11062286
0.11339439
0.048181381
0.25958461
0.23771527
0.1829482
0.19441842
0.26191565
0.10935465
0.1395895
0.051981222
0.085099429
0.12268228
0.20507818
0.15409106
0.10099778
0.16422524
0.12647837
0.2196137
0.15918587
0.19802424
0.184193
0.20066857
0.0877598
0.19995522
0.13150811
0.25451085
0.24457909
0.19217369
0.17302907
0.10692535
0.11837744
0.19815782
0.26234871
0.21776146
0.24128999
0.249281
0.15244068
0.36512151
0.2133023
0.20607403
0.23361814
0.19310439
0.14780931
0.19693872
""
0.10678153
0.16331325
0.21610986
0.082997233
0.23997359
0.28557423
0.2707684
0.18042077
0.19059116
0.16951485
0.17343472
0.23276663
0.48629749
0.39506176
0.57269466
0.50576723
0.29027659
0.13801813
0.069600813
0.14760685
0.16695789
0.23967735
0.18999913
0.40915456
0.28124604
0.3079696
0.21802609
0.16026187
0.19429512
0.21807045
0.096800424
0.093741775
0.17896488
0.24378873
0.25156349
0.22470196
0.23017329
0.2309764
0.22495408
""
0.3108094
0.20490231
0.24740693
0.32224452
0.27790308
0.70184189
0.27435338
0.30281848
0.33586505
0.26102704
0.27728528
0.30069211
0.27573958
0.23711574
0.30685562
0.21556915
0.2545388
0.30659944
0.28732726
0.14527471
0.25514439
0.29986796
0.26147753
0.2995944
0.15339035
0.14735776
0.195043
0.29474539
0.29296646
0.18480037
0.27862245
0.043068815
0.16134785
0.18291368
0.13718458
""
""
0.16817576
0.21200415
0.21705578
0.32404339
0.21965532
0.21730119
0.20131108
0.27971449
0.24132332
0.25651422
0.25104576
0.23771825
0.22117791
0.16505177
0.18048851
0.19498889
0.28410196
0.18076108
0.10721595
0.062481433
0.14361037
0.21815772
0.26789573
0.25875252
0.33677191
0.1216561
0.14160183
0.17616846
0.28538856
0.14075069
0.17580691
0.18124203
0.23417032
0.30892545
0.26193404
0.3135117
0.055523761
0.12797314
0.1815826
0.19623017
0.23188779
0.33071813
0.29355729
0.27984762
0.25036892
0.2492193
0.26711959
0.11263902
0.15547527
0.29198366
0.14735304
0.19576846
0.18079787
0.23697028
0.24475673
0.30857721
0.24551961
0.30878031
0.19413826
0.23335569
0.2670643
0.18874905
0.25236118
0.34883446
0.28602305
0.21148403
0.21217392
0.21092644
0.25227275
0.1847797
0.23216935
0.16416895
0.12582329
0.20279829
0.2678006
0.18570748
0.13483511
0.21037975
