hours_wk_asian_female_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.114522
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.0310378
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.3849059
""
""
2.8099341
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6358391
""
""
""
""
""
0.89483011
""
""
1.5240672
""
""
""
""
1.927179
""
""
""
0.31994939
""
3.5715082
""
""
2.6605062
""
""
2.4221239
""
""
0.54602844
3.5210614
""
1.2704802
0.8800348
""
0.99981338
0.68180102
0.63624996
1.4555475
""
0.76017767
3.0131397
0.57003254
3.4218585
""
""
""
1.3011928
3.1892154
2.6563482
""
""
""
3.6549494
""
1.6418364
4.4405537
""
2.6790245
""
2.3552344
""
""
""
3.3679879
""
""
""
""
""
""
""
""
""
3.3693936
""
""
""
""
3.1283693
""
""
""
""
""
""
""
""
2.8132102
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.230068
2.6895854
""
""
2.9176526
3.3429868
""
""
""
3.3050537
""
2.9328938
""
""
""
""
""
1.8537166
""
""
""
""
""
""
""
""
2.4260552
3.2112138
""
""
""
""
""
""
""
""
""
""
""
2.2603948
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.2224665
""
""
""
""
1.970881
""
2.7165649
""
1.9440522
""
""
""
""
""
""
3.4277849
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.8563182
""
2.7012827
""
""
""
""
""
""
""
""
""
""
2.0337083
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.8654892
""
""
""
""
""
""
2.0097859
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.8162421
0.57770097
1.9429835
2.1957314
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70267767
""
""
""
""
""
1.1627398
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.7303891
""
""
""
1.8781507
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
