staytract_natam_pooled_mean_se
0.046184234
0.057348713
""
0.032277822
0.041426241
""
0.019844761
""
""
0.060009766
0.044030283
0.020052133
""
0.082301036
0.048113801
""
0.025764473
0.042486031
0.10192347
0.041163262
0.031036217
0.0078040292
0.030305428
0.052836165
0.020141099
0.05729378
0.036257401
0.033535872
0.018408464
""
0.11063281
0.060005292
0.025609115
0.025209678
0.038230911
0.032378484
0.071165606
0.098794326
""
""
0.037931625
0.08560136
""
""
""
""
0.018306227
0.017246431
0.033581927
0.040846381
0.033533599
0.037348893
0.059613839
""
""
0.034109224
""
0.048110705
""
0.072853133
0.090972766
0.026265981
""
0.063679919
0.10751071
0.073894776
""
""
""
""
""
""
""
0.086045273
0.065003604
""
0.11024342
0.084896713
""
0.024683017
0.08260642
0.087223902
""
0.062018022
0.022178099
0.086361378
0.036564305
0.042831443
0.018945007
0.032842029
0.047156688
""
0.11082647
0.043915812
""
""
0.065010533
0.044290364
0.016257131
0.027991261
0.025450602
0.018147163
0.023469014
0.030870469
0.027888173
0.017690932
0.036312882
0.020024
0.063868091
0.0457328
0.040467281
0.06097126
0.036877051
""
0.027197354
0.032337893
0.039805241
""
""
""
0.056042146
""
""
0.059884794
""
0.051154312
0.053789433
""
""
""
0.016233487
0.067540959
0.047503471
""
0.070283972
0.069033906
0.044972308
0.046364404
""
0.10521863
0.040332597
0.048856147
""
""
0.092287377
""
0.036097061
0.021617608
""
0.057787187
0.071374424
0.026887016
0.078490101
""
0.020625817
0.024184829
0.047240909
0.042961624
0.085468143
0.084522955
""
""
0.035110395
0.017783461
""
0.012885136
0.027481914
0.044666067
0.018016215
0.042271148
0.010155553
0.029308377
0.035218436
0.027652353
0.046910059
0.051724002
0.028838096
0.019775992
0.031337764
0.031748202
0.04334823
0.054530051
0.027087271
""
""
0.023064908
""
""
0.053040721
""
""
0.058966372
0.025583321
""
""
0.12595084
0.067592673
0.082692586
0.029640304
""
0.027984757
0.037773777
0.069163233
0.048973355
0.052283797
0.03874239
0.022568116
0.0023674639
0.055453025
0.057816003
0.056351379
0.043404032
""
""
0.033979673
0.035613079
0.043843325
0.020429721
0.079267271
0.070692547
""
""
0.053880673
""
0.017994059
0.06143342
0.09262421
0.070686698
0.030035574
0.03754925
0.039623346
0.068658754
""
0.085301489
""
0.062629119
""
0.066317916
""
""
0.066943802
""
0.085488185
0.056249391
""
""
0.057802752
0.022968084
0.09905488
0.060422476
0.016996488
0.050472498
0.03632414
""
0.036967542
0.043372359
""
0.032380503
""
0.060261983
0.085156798
0.047256749
0.028314075
0.036736213
0.043909673
0.012939707
0.042349972
0.019450627
0.017642787
0.032587234
0.039397184
0.083454706
""
0.039197475
0.058253448
0.053184275
0.030948635
0.046480019
0.10035868
0.036884744
0.023253644
""
""
0.017076166
0.024319474
0.065219998
0.041214876
0.017270032
0.1093886
0.032510158
0.047938053
0.088192984
0.039588965
0.030809253
0.054774627
""
0.093389288
0.062679954
0.090584099
0.037501104
0.0095656756
0.051129434
0.02595116
0.049223226
""
""
""
0.0454874
0.087941952
""
0.066939846
0.060525537
0.090194851
0.05651987
0.021296728
0.018583005
0.023559192
0.030558756
0.030656315
0.035466712
""
0.031686228
-0.0052849501
0.10006099
""
0.076477438
0.028163981
0.072273619
0.081483588
0.048129424
""
0.043269284
0.028750161
0.012204424
0.10037575
0.012023547
0.041296411
0.044981711
0.095637508
0.016973514
""
""
0.054605998
0.047461167
0.061972402
0.072076589
0.050171051
0.054860368
0.099722989
0.065345548
0.092726655
0.09436848
