wgflx_rk_black_pooled_n
52.0
""
""
143.0
303.0
69.0
846.0
""
""
290.0
189.0
1198.0
""
""
104.0
""
""
57.0
""
126.0
745.0
798.0
251.0
293.0
1054.0
91.0
268.0
483.0
1494.0
103.0
202.0
152.0
1129.0
712.0
312.0
341.0
145.0
152.0
88.0
97.0
937.0
172.0
69.0
""
118.0
202.0
1913.0
184.0
942.0
195.0
346.0
482.0
387.0
33.0
39.0
759.0
97.0
21.0
21.0
273.0
113.0
534.0
46.0
25.0
""
""
""
""
""
""
172.0
230.0
375.0
235.0
107.0
""
189.0
41.0
44.0
1802.0
243.0
35.0
""
70.0
741.0
28.0
40.0
204.0
337.0
75.0
62.0
""
""
243.0
""
""
24.0
110.0
847.0
288.0
151.0
2625.0
782.0
167.0
153.0
797.0
183.0
779.0
81.0
89.0
140.0
371.0
988.0
111.0
719.0
570.0
727.0
74.0
39.0
49.0
236.0
83.0
92.0
178.0
112.0
512.0
468.0
89.0
110.0
110.0
3462.0
128.0
141.0
54.0
60.0
146.0
347.0
515.0
79.0
187.0
410.0
93.0
38.0
60.0
306.0
117.0
332.0
224.0
160.0
138.0
30.0
1078.0
335.0
137.0
309.0
690.0
71.0
582.0
85.0
23.0
""
""
178.0
2217.0
43.0
4591.0
""
""
""
55.0
3620.0
154.0
""
178.0
""
""
177.0
303.0
""
""
""
""
514.0
""
""
759.0
""
""
196.0
""
""
110.0
594.0
""
""
34.0
""
57.0
325.0
""
327.0
51.0
""
26.0
92.0
182.0
810.0
""
31.0
56.0
""
81.0
""
""
502.0
148.0
116.0
1635.0
""
24.0
21.0
""
25.0
""
733.0
50.0
""
39.0
697.0
255.0
81.0
130.0
""
""
""
41.0
""
80.0
""
""
25.0
""
42.0
60.0
""
21.0
152.0
213.0
""
45.0
742.0
35.0
""
""
33.0
""
""
154.0
""
87.0
26.0
77.0
153.0
266.0
198.0
7479.0
278.0
2756.0
3253.0
429.0
342.0
100.0
39.0
""
""
""
""
""
""
""
200.0
""
""
974.0
41.0
""
140.0
1045.0
""
""
""
""
""
""
""
""
""
""
""
""
610.0
""
""
""
""
""
""
""
55.0
""
20.0
23.0
""
""
""
""
""
""
""
""
""
85.0
""
""
""
54.0
163.0
""
""
90.0
""
132.0
150.0
1033.0
82.0
4932.0
169.0
30.0
""
1674.0
""
""
75.0
69.0
""
""
""
""
""
""
50.0
39.0
39.0
""
22.0
71.0
""
73.0
""
100.0
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
90.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
310.0
""
""
""
""
""
""
167.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
408.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
82.0
188.0
""
""
""
""
""
42.0
975.0
""
""
""
""
56.0
""
28.0
""
""
""
""
45.0
62.0
""
""
441.0
33.0
""
""
122.0
""
""
""
""
""
""
""
98.0
25.0
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
341.0
""
442.0
""
""
""
83.0
""
""
""
""
""
""
21.0
65.0
91.0
122.0
2382.0
394.0
87.0
73.0
""
""
""
""
""
""
""
""
""
55.0
""
""
48.0
""
""
""
""
""
164.0
60.0
307.0
726.0
1843.0
85.0
213.0
237.0
210.0
119.0
27.0
""
22.0
""
""
557.0
""
33.0
121.0
28.0
""
84.0
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
128.0
""
""
""
""
""
""
""
78.0
""
428.0
""
125.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
67.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
74.0
102.0
169.0
27.0
532.0
268.0
""
""
""
27.0
28.0
1212.0
455.0
""
""
523.0
20.0
55.0
3403.0
""
""
""
""
36.0
""
""
186.0
""
22.0
""
""
""
""
""
""
""
""
""
""
""
591.0
