kfr_native_other_female_mean
0.41092241
0.49441177
""
0.4351832
0.45853853
""
0.42317533
""
""
0.39540169
0.46316636
0.46912506
""
""
0.3862491
""
""
0.40538958
""
""
0.44966981
0.40725744
0.42579538
0.42353651
0.48741651
""
0.47637448
0.41887987
0.44595084
""
""
0.43535376
0.46307227
0.50104457
0.48804346
0.4485167
""
""
""
""
0.36779886
""
""
""
""
""
0.45516494
0.44720015
0.4611536
0.46291256
0.45577735
0.49883568
0.43242705
""
""
0.39241552
""
""
""
""
""
0.53264982
""
0.5668031
""
""
""
""
""
""
""
""
""
0.51358998
""
""
""
""
""
0.41744354
""
""
""
""
0.4627699
""
0.45498034
0.47185847
0.50342667
0.40696168
0.43743154
""
""
0.3640393
""
""
""
0.46238431
0.4611361
0.42849463
0.49674505
0.47758105
0.46334559
0.49752742
0.49718401
0.45874965
0.43492913
0.45431757
""
0.36961389
0.4436408
0.419058
0.43497157
""
0.42091334
0.43130377
0.41342372
""
""
""
0.39032254
""
""
0.48771462
""
0.49092984
0.50465107
""
""
""
0.45853648
""
0.50020236
""
0.52113003
""
0.38581026
0.39459297
""
""
0.39093834
0.46683559
""
""
""
""
0.38032353
""
""
""
""
0.43801495
0.4413816
""
0.44846317
0.42858449
""
0.4367632
""
""
""
""
0.49465844
0.52274686
""
0.56359327
0.40727422
0.51223886
0.48359182
0.44825098
0.4579224
0.52215666
0.45981196
0.42909542
0.44301602
""
0.41955951
0.45192093
0.42819539
0.49910685
0.63061696
0.36993632
0.43569571
0.37032899
0.35609695
0.46179065
""
""
0.5052315
""
""
0.42925581
0.46591252
""
""
0.43127277
0.43774089
0.40916952
0.43499458
""
0.41264406
0.43204582
0.5112825
0.45862299
0.43208674
0.40187746
0.4719989
0.48218018
0.39858761
0.51751715
0.45360062
0.43517786
""
""
0.45032531
0.4235051
0.39473447
0.46374759
0.45926464
0.36483046
""
0.46265793
0.53772497
""
0.47776958
0.49349037
0.55571777
0.53984725
0.4880591
0.4091185
0.43654427
0.42936498
""
0.55604154
""
""
""
0.40777752
""
""
0.49524707
""
0.39998692
0.47840452
""
0.53203422
0.53510863
0.48695809
0.440525
0.48707244
0.47489455
0.41977203
0.50166565
""
0.5128482
0.51691425
""
0.47379193
""
0.49346805
0.40769038
0.39474621
0.46076128
0.44250008
0.51442087
0.52634156
0.56718463
0.58174568
0.49800283
0.44471446
0.47586909
0.36264345
""
0.4493207
""
""
0.45917454
0.55165333
0.41224101
0.50668836
0.49534991
""
""
0.51491207
0.49441907
0.42706519
0.49861494
0.51094389
0.5154714
""
""
""
0.45438281
0.54133493
0.29678419
""
""
0.56140298
""
0.45668498
0.51171273
""
0.51204515
0.5107767
""
""
""
""
0.48250601
""
0.52864021
0.52871627
0.51764435
0.55990285
0.54018074
0.48249143
0.46832579
0.48227069
0.51580304
0.46066293
""
0.51418906
0.49960229
""
""
0.44838467
0.48140594
0.52326369
0.42389867
0.41521505
""
0.44734943
0.41048974
0.49461758
0.42941281
0.53306442
0.48677054
0.32503471
0.56245112
0.50083035
""
""
0.51124567
0.48438957
0.42796993
""
""
""
""
""
0.34112415
""
0.41048929
""
0.47365832
0.44159368
""
0.41730157
""
""
0.37466928
""
0.41106173
""
""
""
""
""
""
""
""
""
0.55216843
""
""
""
""
""
""
0.4679023
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.43481979
""
""
""
""
""
""
0.43733236
""
""
0.54921979
0.55567938
""
""
""
0.58715385
0.50252527
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51786131
""
""
""
0.46544322
""
""
""
""
""
0.39046165
""
""
""
""
""
""
""
0.44210622
""
0.46206433
""
""
0.46750683
""
""
""
""
""
""
0.46874931
""
""
0.49987909
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.59111887
0.52745622
""
""
""
""
0.44194755
""
""
""
""
""
""
0.48763534
""
""
0.45418379
0.50592613
0.4517307
""
0.4626404
""
""
0.49080491
0.44852266
0.45887718
0.35339451
0.43918842
""
""
0.51744407
0.36205417
0.43975961
0.34069091
0.48023024
0.39821222
""
0.46369693
0.47446063
0.48427671
0.48794025
0.48911479
0.48576343
""
0.44770348
0.54435259
0.50245327
""
""
""
0.4636524
""
""
0.48364967
0.51018381
""
0.46971476
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.52207863
""
0.5013032
""
""
""
0.50650865
""
""
""
""
""
""
0.66843855
0.5522446
0.51971084
0.45838746
0.53141713
0.52345777
""
""
0.53533494
""
""
""
""
""
""
""
""
0.43647459
""
""
0.4764851
""
""
""
""
""
0.48718181
""
0.4274478
0.47465882
0.53651839
0.41810834
0.44094303
0.50257915
0.4573006
0.51087576
""
""
0.45022061
0.50498611
0.50850689
0.48147768
0.39416835
0.48250169
0.33909625
0.44949421
""
0.43659499
""
""
""
""
""
""
0.36484489
0.39875922
0.45103166
""
""
""
0.47451884
""
""
0.46860197
""
""
""
""
""
""
""
""
0.49329883
""
""
0.37408066
""
""
""
""
0.51037806
0.39789468
""
""
""
""
0.55907619
0.5586946
0.50139391
""
0.48713803
""
""
""
0.49431616
""
0.50212544
""
0.41889599
0.58570307
""
0.49235001
0.57084781
""
0.49956381
0.50169003
""
""
0.48339224
""
""
0.57385325
""
""
""
""
0.53925049
0.53154087
0.50946039
0.52062464
""
""
""
""
""
0.63718861
0.43983576
""
""
0.48950279
0.44408718
0.41451606
""
0.37353504
0.51897955
0.45617631
0.49378774
0.49829313
0.52707893
0.58981633
""
""
""
0.51374578
0.53914505
0.58093035
0.45922378
""
""
0.55287224
0.43320948
0.53962576
0.53331375
0.56680173
""
0.52429557
0.49210072
0.45107666
0.49449661
0.42270064
0.49918276
""
0.48545146
0.42303237
0.54433054
0.5314793
""
""
0.57657886
""
""
""
0.4503344
0.46503988
0.5288862
